title,link,cited,relatedLink,position,publishedData
Gathering for open science hardware 2016,https://openhardware.metajnl.com/article/10.5334/joh.5/,Cited by 17,"https://scholar.google.com/scholar?q=related:Y0pmzrEl3sUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",74,"S Dosemagen, M Liboiron… - … of Open Hardware, 2017 - openhardware.metajnl.com"
Incu-stream 1.0: an open-hardware live-cell imaging system based on inverted bright-field microscopy and automated mechanical scanning for real-time and long …,https://ieeexplore.ieee.org/abstract/document/8706880/,Cited by 6,"https://scholar.google.com/scholar?q=related:CIPwoGWyd0IJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",75,"G Gürkan, K Gürkan - IEEE Access, 2019 - ieeexplore.ieee.org"
How to create successful Open Hardware projects—About White Rabbits and open fields,https://iopscience.iop.org/article/10.1088/1748-0221/8/12/C12021/meta,Cited by 5,"https://scholar.google.com/scholar?q=related:ISmYwO6W2IIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",76,"E van der Bij, M Arruat, M Cattin, G Daniluk… - Journal of …, 2013 - iopscience.iop.org"
The nao backpack: An open-hardware add-on for fast software development with the nao robot,https://link.springer.com/chapter/10.1007/978-3-030-00308-1_25,Cited by 8,"https://scholar.google.com/scholar?q=related:uVIIURg5P98J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",77,"M Mattamala, G Olave, C González, N Hasbún… - Robot World Cup, 2017 - Springer"
Towards an open-hardware open-software toolkit for robust low-cost eye tracking in HCI applications,http://www.jasonbabcock.net/research/ISU-HCI-2005-04.pdf,Cited by 11,"https://scholar.google.com/scholar?q=related:8CXDG6AQGpQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",78,"D Winfield, D Li, J Babcock… - Iowa State University …, 2005 - jasonbabcock.net"
Unified Open Hardware Platform for Digital X-Ray Devices; its Conceptual Model and First Implementation,https://ieeexplore.ieee.org/abstract/document/9108241/,,"https://scholar.google.com/scholar?q=related:VsY3YkulCTEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",79,"FA Durmaz, A Brusan, C Ozturk - IEEE Journal of Translational …, 2020 - ieeexplore.ieee.org"
The development of an open hardware and software system onboard unmanned aerial vehicles to monitor concentrated solar power plants,https://www.mdpi.com/1424-8220/17/6/1329,Cited by 6,"https://scholar.google.com/scholar?q=related:gJq64XiACrkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",80,"FJ Mesas-Carrascosa, D Verdú Santano… - Sensors, 2017 - mdpi.com"
Detection of scale-freeness in brain connectivity by functional MRI: signal processing aspects and implementation of an open hardware co-processor,https://www.sciencedirect.com/science/article/pii/S1350453313001094,Cited by 10,"https://scholar.google.com/scholar?q=related:VkvQPGjL4YQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",81,"L Minati, A Nigri, M Cercignani, D Chan - Medical engineering & physics, 2013 - Elsevier"
Open hardware licences: parallels and contrasts: Open science monitor case study,https://helda.helsinki.fi/bitstream/handle/10138/312235/ki0119833enn.pdf?sequence=1,Cited by 1,"https://scholar.google.com/scholar?q=related:_pIALy9NO9kJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",82,"M Luis Felipe R, P Kauttu, PP Laia, W Jonathan… - 2019 - helda.helsinki.fi"
Design and emotional expressiveness of gertie (an open hardware robotic desk lamp),https://ieeexplore.ieee.org/abstract/document/6343900/,Cited by 8,"https://scholar.google.com/scholar?q=related:hZAEDeXkPaoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",83,"F Gerlinghaus, B Pierce, T Metzler… - 2012 IEEE RO-MAN …, 2012 - ieeexplore.ieee.org"
Open hardware platforms in a first course of the Computer Engineering undergraduate program,https://ieeexplore.ieee.org/abstract/document/7044335/,Cited by 5,"https://scholar.google.com/scholar?q=related:vgZSxRB0K0kJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",84,"RR Santos - 2014 IEEE Frontiers in Education Conference (FIE …, 2014 - ieeexplore.ieee.org"
Bringing robotics to formal education: The thymio open-source hardware robot,https://ieeexplore.ieee.org/abstract/document/7859350/,Cited by 86,"https://scholar.google.com/scholar?q=related:XLTl-rVdfxYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",85,"F Mondada, M Bonani, F Riedo, M Briod… - IEEE Robotics & …, 2017 - ieeexplore.ieee.org"
Generating Airborne Ultrasonic Amplitude Patterns Using an Open Hardware Phased Array,https://www.mdpi.com/2076-3417/11/7/2981,,,86,"R Morales, I Ezcurdia, J Irisarri, MAB Andrade… - Applied Sciences, 2021 - mdpi.com"
Controlling web traffic and preventing DoS/DDoS attacks in networks with the proxy gateway security solution built on open hardware,https://ieeexplore.ieee.org/abstract/document/8823114/,Cited by 2,"https://scholar.google.com/scholar?q=related:xuvaINHZWWEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",87,"CN Huynh, TT Huynh, TV Le… - … Conference on System …, 2019 - ieeexplore.ieee.org"
RoFICoM–First Open-Hardware Connector for Metamorphic Robots,https://paradise.fi.muni.cz/pub/pdf/roficom.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:2gRn85thDnEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",88,"J Mrázek, J Barnat - 2019 IEEE/RSJ International Conference on …, 2019 - paradise.fi.muni.cz"
Automatización de pequeña escala con Open Hardware,https://www.scielo.sa.cr/scielo.php?pid=S0379-39822015000100015&script=sci_arttext,Cited by 5,"https://scholar.google.com/scholar?q=related:oQLZRMhF-UIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",89,"LD Murillo-Soto - Revista Tecnología en Marcha, 2015 - scielo.sa.cr"
Open Hardware,https://5g.wilsoncenter.org/sites/default/files/media/uploads/documents/STIP%20Open%20Hardware%20An%20Opportunity%20to%20Build%20Better%20Science_0.pdf,,,90,"A Parker, S Dosemagen, J Molloy, A Bowser, A Novak - 2021 - 5g.wilsoncenter.org"
Design of an open hardware bridge between robots and ROS/non-ROS environments,https://dspace.vsb.cz/bitstream/handle/10084/132774/2439-488489123-1-PB.pdf?sequence=1,Cited by 4,"https://scholar.google.com/scholar?q=related:DnkeMwHby54J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",91,"Y Bergeon, V Křivánek - 2018 - dspace.vsb.cz"
How to create successful Open Hardware projetcts,https://indico.cern.ch/event/228972/contributions/1539554/attachments/378476/526401/2013_TWEPP_talk.pdf,Cited by 2,"https://scholar.google.com/scholar?q=related:9lWidyqLYuYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",92,"E van der Bij - Topical Workshop on Electronics for Particle Physics, 2013 - indico.cern.ch"
[C] Validity Of New Chronopic V. 3 Open Hardware To Measure Time On Jump Related Tests: 1583Board# 185 May 27 9: 30 AM-11: 00 AM,,Cited by 8,"https://scholar.google.com/scholar?q=related:JU6ZIYMXGsUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",93,"X de Blas, J González-Gómez, R Gómez - Medicine & Science in Sports & …, 2009 - LWW"
Assembling Open Hardware at CERN,https://files.osf.io/v1/resources/tqwef/providers/osfstorage/5b576633da105100109a83c5?action=download&version=1&direct&format=pdf,Cited by 2,"https://scholar.google.com/scholar?q=related:sD3kqTyzBzoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",94,LFR Murillo - 2018 - files.osf.io
An Extensible Smart Home IoT System Based on Open Hardware Platforms,https://www.koreascience.or.kr/article/JAKO201609636670883.page,Cited by 5,"https://scholar.google.com/scholar?q=related:sF9Lcg3NASIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",95,"J Lee, G Park, J Shin, S Yoo - IEMEK Journal of Embedded …, 2016 - koreascience.or.kr"
Open hardware as an experimental commercialization strategy: challenges and potentialities,https://e-publishing.cern.ch/index.php/CIJ/article/view/826,Cited by 1,"https://scholar.google.com/scholar?q=related:Pay95HT-JHkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",96,"PMV Kauttu - CERN IdeaSquare Journal of Experimental …, 2018 - e-publishing.cern.ch"
Intercepting GSM Communication Using Open-Source and Open-Hardware Technologies,http://home.elka.pw.edu.pl/~pkoszut/publications/intercepting_gsm_koszut_2008_09_14.pdf,Cited by 4,"https://scholar.google.com/scholar?q=related:KHl1ajtnrfsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",97,"P Koszut - Institute of Telecommunications, Warsaw University of …, 2008 - elka.pw.edu.pl"
"Breathe in, breathe out: How open hardware licensing can help save the world",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1422036,Cited by 2,"https://scholar.google.com/scholar?q=related:MgkOv2g3C3sJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",98,"J Svorc, A Katz - The Journal of Open Law, Technology & Society, 2019 - diva-portal.org"
HoloBlade: an open-hardware spatial light modulator driver platform for holographic displays,https://www.osapublishing.org/abstract.cfm?uri=ao-60-4-A313,,"https://scholar.google.com/scholar?q=related:ENWA10c1yjwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",99,"A Kadis, Y Wang, D Dong, P Christopher… - Applied …, 2021 - osapublishing.org"
Application of Open-Hardware-Based Solutions for Rapid Transition From Stationary to the Remote Teaching Model During Pandemic,https://ieeexplore.ieee.org/abstract/document/9316768/,,,100,"A Bekasiewicz, B Pankiewicz… - IEEE Transactions …, 2021 - ieeexplore.ieee.org"
Towards education alternatives to teaching and learning of programming: A course experience using open hardware tools,https://ieeexplore.ieee.org/abstract/document/8658657/,Cited by 2,"https://scholar.google.com/scholar?q=related:sUTQnbOAHW4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",101,"JÁ Ariza - 2018 IEEE Frontiers in Education Conference (FIE), 2018 - ieeexplore.ieee.org"
Open ISEmeter: an open hardware high-impedance interface for potentiometric detection,https://aip.scitation.org/doi/abs/10.1063/1.4952419,Cited by 4,"https://scholar.google.com/scholar?q=related:Cqk3rl6KO0gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",102,"C Salvador, MS Mesa, E Durán, JL Alvarez… - Review of Scientific …, 2016 - aip.scitation.org"
"Disarmament Hacking 2.0: Toward a Trusted, Open-Hardware Computing Platform for Nuclear Warhead Verification",http://publications.rwth-aachen.de/record/773001/files/773001.pdf,Cited by 5,"https://scholar.google.com/scholar?q=related:BMYtk1nn-0gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",103,"M Kütt, M Göttsche, A Gläser - 57th Annual Meeting …, 2016 - publications.rwth-aachen.de"
Touchpad-driven haptic communication using a palm-sized vibrotactile array with an open-hardware controller design,https://www.researchgate.net/profile/Charles_Cavanaugh/publication/228946178_Touchpad-Driven_Haptic_Communication_using_a_Palm-Sized_Vibrotactile_Array_with_an_Open-Hardware_Controller_Design/links/02e7e53b5bcfeabfea000000/Touchpad-Driven-Haptic-Communication-using-a-Palm-Sized-Vibrotactile-Array-with-an-Open-Hardware-Controller-Design.pdf,Cited by 8,"https://scholar.google.com/scholar?q=related:XZE-MGWF1JkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",104,"CW Borst, CD Cavanaugh - EuroHaptics conference, Munich, 2004 - researchgate.net"
The case for open hardware in libraries,http://jasongriffey.net/docs/the%20case%20for%20open%20hardware%20in%20libraries.pdf,Cited by 2,"https://scholar.google.com/scholar?q=related:G7WHdZXvIfQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",105,"J Griffey - The Top Technologies Every Librarian Needs to Know …, 2014 - jasongriffey.net"
IoT Platform for the Control and Monitoring of Physical Variables with Open Hardware Technology,https://ieeexplore.ieee.org/abstract/document/8977015/,Cited by 1,"https://scholar.google.com/scholar?q=related:0cZGHcPau2EJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",106,"REQ Padilla, CLC Lobos - 2019 IEEE 39th Central America and …, 2019 - ieeexplore.ieee.org"
YaY-An open-hardware energy measurement system for feedback and appliance detection based on the Arduino platform,https://ieeexplore.ieee.org/abstract/document/7986924/,Cited by 4,"https://scholar.google.com/scholar?q=related:pMCzzhqqp_EJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",107,"C Klemenjak, W Elmenreich - 2017 13th Workshop on …, 2017 - ieeexplore.ieee.org"
Arancino.ccTM: an open hardware platform for urban regeneration,https://www.inderscienceonline.com/doi/abs/10.1504/IJSPM.2020.110180,,"https://scholar.google.com/scholar?q=related:Ur2NjsL7JSUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",108,"M Giacobbe, F Alessi, A Zaia… - International Journal of …, 2020 - inderscienceonline.com"
Low Cost Domotic System based on Open Hardware and Software,https://www.researchgate.net/profile/Valentim_Realinho2/publication/284032827_Low_Cost_Domotic_System_based_on_Open_Hardware_and_Software/links/564b7db308ae4ae893b7e12c/Low-Cost-Domotic-System-based-on-Open-Hardware-and-Software.pdf,Cited by 3,"https://scholar.google.com/scholar?q=related:sfFmLp6wqusJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",109,"V Realinho - The Eighth International Conference on Advances in …, 2015 - researchgate.net"
Automatic control for laboratory sterilization process based on arduino hardware,https://ieeexplore.ieee.org/abstract/document/6189895/,Cited by 32,"https://scholar.google.com/scholar?q=related:12PYF9GCnA4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",110,"JA Arízaga, J de la Calleja… - CONIELECOMP 2012 …, 2012 - ieeexplore.ieee.org"
Is Open Hardware Worthwhile? Learning from Thales' Experience with RISC-V,https://www.tandfonline.com/doi/abs/10.1080/08956308.2020.1762445,,"https://scholar.google.com/scholar?q=related:rV2M3qKcq20J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",111,"H Legenvre, P Kauttu, M Bos… - Research-Technology …, 2020 - Taylor & Francis"
On licenses for [Open] Hardware,https://ieeexplore.ieee.org/abstract/document/9268619/,,"https://scholar.google.com/scholar?q=related:li4f85SqraQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",112,"M Montón, X Salazar - 2020 XXXV Conference on Design of …, 2020 - ieeexplore.ieee.org"
Open Hardware for neuro-prosthesis research: A study about a closed-loop multi-channel system for electrical surface stimulations and measurements,https://www.sciencedirect.com/science/article/pii/S2468067218301202,Cited by 3,"https://scholar.google.com/scholar?q=related:K93h_CSDKukJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",113,"D Rotermund, UA Ernst, KR Pawelzik - HardwareX, 2019 - Elsevier"
Implementation of tcp large receive offload on open hardware platform,https://dl.acm.org/doi/abs/10.1145/2465839.2465842,Cited by 5,"https://scholar.google.com/scholar?q=related:g64x-WQocQUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",114,"G Antichi, C Callegari, S Giordano - … of the first edition workshop on High …, 2013 - dl.acm.org"
Design and validation of an open-hardware print-head for bioprinting application,https://www.sciencedirect.com/science/article/pii/S1877705815012564,Cited by 5,"https://scholar.google.com/scholar?q=related:_qyxGoMf5cMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",115,"C De Maria, L Ferrari, F Montemurro, F Vozzi… - Procedia …, 2015 - Elsevier"
Agile software development learning through open hardware project,https://ieeexplore.ieee.org/abstract/document/7932679/,Cited by 3,"https://scholar.google.com/scholar?q=related:-of-Kxz_4kQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",116,"AF Gomes Filho, CFC De Resende… - 2015 6th Brazilian …, 2015 - ieeexplore.ieee.org"
"Contamination of TEM Holders Quantified and Mitigated with Open-Hardware, High-Vacuum Bakeout System",https://arxiv.org/abs/2006.09343,,"https://scholar.google.com/scholar?q=related:6bV3D0nS6jEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",117,"YM Goh, J Schwartz, E Rennich, T Ma, B Kerns… - arXiv preprint arXiv …, 2020 - arxiv.org"
The ManyEars open framework,https://link.springer.com/article/10.1007/s10514-012-9316-x,Cited by 67,"https://scholar.google.com/scholar?q=related:tsOu5TDcN4YJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",118,"F Grondin, D Létourneau, F Ferland, V Rousseau… - Autonomous …, 2013 - Springer"
Open-source hardware as a model of technological innovation and academic entrepreneurship,https://www.emerald.com/insight/content/doi/10.1108/INMR-06-2018-0036/full/html,Cited by 2,"https://scholar.google.com/scholar?q=related:QEaU3gilgesJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",119,"VR Cota, CL Aguiar, B de Souza Neto… - … & Management Review, 2020 - emerald.com"
Sustainable Innovation for Open Hardware and Open Science–Lessons from The Hardware Hacker,https://openhardware.metajnl.com/article/10.5334/joh.11/,Cited by 1,"https://scholar.google.com/scholar?q=related:VZpawEMx3BEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",120,"PY Hsing - Journal of Open Hardware, 2018 - openhardware.metajnl.com"
Open hardware platform helps students getting started in analog and digital design,https://ieeexplore.ieee.org/abstract/document/4231484/,Cited by 3,"https://scholar.google.com/scholar?q=related:nkWctqII9cgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",121,"W Dams, M Roggemans, P Pelgrims… - … Education (MSE'07), 2007 - ieeexplore.ieee.org"
Open Hardware Business Models,https://timreview.ca/article/136,Cited by 2,"https://scholar.google.com/scholar?q=related:rf-mvwVobggJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",122,"E Ferreira - Open Source Business Resource, 2008 - timreview.ca"
Open Hardware Platforms for Internet of Things: Evaluation & Analysis,https://www.koreascience.or.kr/article/JAKO201725150299187.page,Cited by 2,"https://scholar.google.com/scholar?q=related:1nHaQjXY1kMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",123,"JY Seo, MH Kim, B Jang - Journal of The Korea Society of …, 2017 - koreascience.or.kr"
Haves and have nots must find a better way: The case for open scientific hardware,https://journals.plos.org/plosbiology/article?rev=1&id=10.1371/journal.pbio.3000014,Cited by 54,"https://scholar.google.com/scholar?q=related:32QxWlJSzJkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",124,"AM Chagas - PLoS biology, 2018 - journals.plos.org"
