PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Kalman, A; Ramesh, A; Srinivasan, L; Vijayaraghavan, V			IEEE	Kalman, Ajay; Ramesh, Ateendra; Srinivasan, Lakshminarasimhan; Vijayaraghavan, Vineeth			Low-Cost Static Gesture Recognition System Using MEMS Accelerometers	2017 GLOBAL INTERNET OF THINGS SUMMIT (GIOTS 2017)			English	Proceedings Paper	Global Internet of Things Summit (GIoTS)	JUN 06-09, 2017	Geneva, SWITZERLAND			gesture recognition; accelerometers; sensors; micro-controller; prototype; open source hardware		The primary objective of the paper is to construct and test a low-cost, minimally supervised gesture recognition system which identifies static gestures efficiently and accurately. The proposed system uses ADXL335 accelerometer sensors which track the gestures and these sensors are interfaced with an Arduino ATMega 2560 micro-controller for data processing and gesture recognition. The software of the system implemented in the micro-controller, features a computationally feasible algorithm which requires only nominal resources to recognize the gestures. The paper further elucidates on minimizing the number of accelerometers to reduce the cost and power-consumption of the system. The performance of the system is assessed using static gestures in the alphabets of the American Sign Language (ASL) across data-sets obtained from 3 trained ASL signers. The average run-time efficiency of the proposed system with a maximum and minimum configuration of 5 and 2 accelerometers was found to be 95.3% and 87.0%, with the cost of these prototype systems being realized at 20 USD and 12.5 USD respectively. It was also found that the system can be trained for the static gestures of the alphabets in ASL under two minutes by a new-user with any system configuration. The authors also feel that the system is compatible with other IoT platforms for interoperability.	[Kalman, Ajay] Coll Engn, Guindy, Tamil Nadu, India; [Ramesh, Ateendra] SSN Coll Engn, Madras, Tamil Nadu, India; [Srinivasan, Lakshminarasimhan] SRM Univ, Madras, Tamil Nadu, India; [Vijayaraghavan, Vineeth] Solarill Fdn, Madras, Tamil Nadu, India	Kalman, A (corresponding author), Coll Engn, Guindy, Tamil Nadu, India.	ajaykannan@ieee.org; ateendraramesh@ieee.org; lakshminarasimhan.srinivasan@ieee.org; vineethv@ieee.org			Solarillion Foundation	The authors would like to acknowledge Solarillion Foundation for its support and funding of the research work carried out for the design and implementation of the gesture recognition glove prototype.		9	0	0	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-5873-0				2017							43	48					6	Computer Science, Information Systems; Telecommunications	Computer Science; Telecommunications	BJ5FR	WOS:000425861800008					2021-02-18	
S	Neto, ASES; da Silva, DO; de Oliveira, ALT; Espinola, SD; de Melo, JRF; de Lima, TCF		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Souza e Silva Neto, Almir; da Silva, Diego Oliveira; Torres de Oliveira, Artur Luiz; Espinola, Sergio de Brito; Freire de Melo, Joao Ricardo; Farias de Lima, Tiago Cesar			Air Dehumidifier Controlled by Arduino Using Peltier	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing		English	Proceedings Paper	World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL			Air dehumidifier; Water scarcity-shortage-crisis; Embedded system; Peltier; Open-hardware; Internet of Things (IoT) application		Currently, the water crisis is not only visible in Brazil but almost everywhere and it arises where water scarcity becomes a global challenge or environmental concerns about the shortage of drinking water. The need to have water available for consumption is critical, since, in turn, it is the main source for life on Earth. Despite all of Earth's water found, only 2.5% of it is freshwater. From this smallest part, 70% of it is used in agriculture, 23% by industries and 7% for human consumption. This paper presents an embedded system prototype for air dehumidifying which has the main purpose of obtaining water (by means of condensation). Others benefits include low cost, low size, portability and an Internet of Things application approach. The dehumidifier uses an aluminum plate around 36 cm(2) and about 0.5 mm thickness, a thermoelectric Peltier tablet, a breadboard UNO R3 arduino, wires jumper, transistors TIP122 and 1 K Omega (Ohm) resistors. Within the initial results, we verified the condensed water in the aluminum and the formation of water repeatedly and controlled.	[Souza e Silva Neto, Almir; da Silva, Diego Oliveira; Torres de Oliveira, Artur Luiz; Espinola, Sergio de Brito; Freire de Melo, Joao Ricardo; Farias de Lima, Tiago Cesar] IFPB, Fed Inst Educ Sci & Technol Paraiba, Picui, Paraiba, Brazil	Neto, ASES; Espinola, SD (corresponding author), IFPB, Fed Inst Educ Sci & Technol Paraiba, Picui, Paraiba, Brazil.	almir.neto@ifpb.edu.br; sergiodbe@gmail.com	Freire de Melo, Joao Ricardo/A-6659-2019	Freire de Melo, Joao Ricardo/0000-0001-8407-1188				6	0	0	0	1	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	2194-5357	2194-5365	978-3-319-56535-4; 978-3-319-56534-7	ADV INTELL SYST			2017	569						367	376		10.1007/978-3-319-56535-4_37			10	Computer Science, Artificial Intelligence; Computer Science, Information Systems	Computer Science	BJ4WU	WOS:000425543100037					2021-02-18	
J	Saenz, J; Chacon, J; de la Torre, L; Dormido, S				Saenz, Jacobo; Chacon, Jesus; de la Torre, Luis; Dormido, Sebastian			An open software - open hardware lab of the air levitation system	IFAC PAPERSONLINE			English	Proceedings Paper	20th World Congress of the International-Federation-of-Automatic-Control (IFAC)	JUL 09-14, 2017	Toulouse, FRANCE	Int Federat Automat Control, Continental Automot, Occitanie Reg, Toulouse Metropole, CNES, Univ Toulouse III, Paul Sabatier, Inria, CNRS, OPTITRACK, MDPI, ISAE Supaero, iCODE, EECI, Int Journal Automat & Comp, IEEE CAA Journal Automatica Sinica, Moveo		Hands-on labs; virtual labs; remote labs; open software; open hardware	REMOTE LABS; LABORATORIES; EDUCATION; BALL	Virtual, remote and hands-on experimentation can be equally important and interesting for students of control engineering. This work presents a low-cost, open-based lab implementation of the air levitation system that can be easily developed in all the previous forms. (C) 2017, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.	[Saenz, Jacobo; Chacon, Jesus; de la Torre, Luis; Dormido, Sebastian] UNED, Madrid 28040, Spain	Saenz, J (corresponding author), UNED, Madrid 28040, Spain.	jsaenz@bec.uned.es; jchacon@bec.uned.es; ldelatorre@dia.uned.es; sdormido@dia.uned.es	Bencomo, Sebastian Dormido/K-6918-2014; de la Torre, Luis/R-1816-2018	Bencomo, Sebastian Dormido/0000-0002-2405-8771; de la Torre, Luis/0000-0002-9648-9597	Spanish Ministry of Economy and Competitiveness [DPI2012-31303]	This work was supported in part by the Spanish Ministry of Economy and Competitiveness under Project DPI2012-31303.		23	2	2	0	1	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	2405-8963			IFAC PAPERSONLINE	IFAC PAPERSONLINE		2017	50	1					9168	9173		10.1016/j.ifacol.2017.08.1727			6	Automation & Control Systems	Automation & Control Systems	FU6LW	WOS:000423965100028		Bronze			2021-02-18	
J	Reguera, P; Alonso, S; Dominguez, M; Prada, MA; Moran, A; Fuertes, JJ				Reguera, P.; Alonso, S.; Dominguez, M.; Prada, M. A.; Moran, A.; Fuertes, J. J.			USING LOW-COST OPEN SOURCE HARDWARE TO CONTROL PUMA560 MOTORS	IFAC PAPERSONLINE			English	Proceedings Paper	20th World Congress of the International-Federation-of-Automatic-Control (IFAC)	JUL 09-14, 2017	Toulouse, FRANCE	Int Federat Automat Control, Continental Automot, Occitanie Reg, Toulouse Metropole, CNES, Univ Toulouse III, Paul Sabatier, Inria, CNRS, OPTITRACK, MDPI, ISAE Supaero, iCODE, EECI, Int Journal Automat & Comp, IEEE CAA Journal Automatica Sinica, Moveo		Control Education; Instrumentation Education; Interconnection Technologies; Remote Laboratory; Raspberry Pi; Data Acquisition		In this paper, we present a low-cost approach to upgrade an outdated PUMA (Programmable Universal Machine for Assembly) 560 robot in order to widen the number and type of possible hands-on experiments in control and instrumentation education. Another aim of the upgrade is to enable its future connection to a remote laboratory. We propose a scalable structure to control and monitoring PUMA560 motors. This approach combines several different technologies: A Raspberry Pi for control and monitoring, Python to control the system and chart data, as well as converters and drivers with serial I2C bus interface connectivity to read/write data from/to Puma560 robot. The ideas here explained could be applicable to other physical systems with similar characteristics and number of variables. (C) 2017, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.	[Reguera, P.; Alonso, S.; Dominguez, M.; Prada, M. A.; Moran, A.; Fuertes, J. J.] Univ Leon, SUPPRESS Res Grp, E-24071 Leon, Spain	Reguera, P (corresponding author), Univ Leon, SUPPRESS Res Grp, E-24071 Leon, Spain.	prega@unileon.es; saloc@unileon.es; manuel.dominguez@unileon.es; ma.prada@unileon.es; a.moran@unileon.es; jjjfuem@unileon.es	Moran, Antonio/L-2332-2014; Alonso, Serafin/L-5237-2014; Prada, Miguel A./M-3061-2019; Prada, Miguel A/K-7837-2014; Dominguez Gonzalez, Manuel/L-3105-2014	Moran, Antonio/0000-0002-2762-6949; Alonso, Serafin/0000-0003-3467-4938; Prada, Miguel A./0000-0002-1563-1556; Prada, Miguel A/0000-0002-1563-1556; Dominguez Gonzalez, Manuel/0000-0002-3921-1599; Reguera Acevedo, Perfecto/0000-0002-3346-5109				13	1	1	0	0	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	2405-8963			IFAC PAPERSONLINE	IFAC PAPERSONLINE		2017	50	1					9180	9185		10.1016/j.ifacol.2017.08.1270			6	Automation & Control Systems	Automation & Control Systems	FU6LW	WOS:000423965100030		Bronze			2021-02-18	
J	Jorger, T; Schlagenhauf, J; Rosch, E; Ernestus, M; Dold, M; Greulich, J; Schleusener, B; Reimer, J; Diehl, M				Joerger, Thorbjoern; Schlagenhauf, Jonas; Rosch, Elias; Ernestus, Maximilian; Dold, Martin; Greulich, Joanna; Schleusener, Ben; Reimer, Julian; Diehl, Moritz			TOPCORE open modular platform for real-time control of experimental setups	IFAC PAPERSONLINE			English	Proceedings Paper	20th World Congress of the International-Federation-of-Automatic-Control (IFAC)	JUL 09-14, 2017	Toulouse, FRANCE	Int Federat Automat Control, Continental Automot, Occitanie Reg, Toulouse Metropole, CNES, Univ Toulouse III, Paul Sabatier, Inria, CNRS, OPTITRACK, MDPI, ISAE Supaero, iCODE, EECI, Int Journal Automat & Comp, IEEE CAA Journal Automatica Sinica, Moveo		closed-loop real-time control; rapid control prototyping; sensor fusion; data acquisition; open hardware		This paper presents the results of the development of a modular open source platform for experimental control setups. This platform emerged from research on the automatic rotation start-up and landing of a tethered airplane for wind energy harvesting, implementing and testing promising theoretical concepts such as real-time moving horizon estimation (MHE) and non-linear model predictive control (NMPC) on hardware developed in parallel. As experimental setups for testing new control algorithms tend to be fine-tuned by trial and error methods, a rapid control prototyping system for fast evaluation had to be implemented. Technical results of this research are presented in the form of a modular platform for real-time control. The created platform provides a complete toolchain for performing, observing and evaluating control experiments. It offers modular low-cost hardware and free software especially suited for flight control experiments. Clearly defined interfaces between the components allow for expanding on its current capabilities for other control scenarios in need of fast and reliable real-time control. The provided modularity allows for spatial separation of high performance computing hardware from low-level components, permits rapid reconfiguration of the experiment and eases the collaboration and workflow between hardware developers and control engineers. (C) 2017, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.	[Joerger, Thorbjoern; Schlagenhauf, Jonas; Rosch, Elias; Ernestus, Maximilian; Dold, Martin; Greulich, Joanna; Schleusener, Ben; Reimer, Julian; Diehl, Moritz] Univ Freiburg, Dept Microsyst Engn, Syst Control & Optimizat Lab, Freiburg, Germany	Jorger, T (corresponding author), Univ Freiburg, Dept Microsyst Engn, Syst Control & Optimizat Lab, Freiburg, Germany.	joergeth@tf.uni-freiburg.de; schlagej@tf.uni-freiburg.de; rosche@tf.uni-freiburg.de; ernestum@tf.uni-freiburg.de; doldm@tf.uni-freiburg.de; greulicj@tf.uni-freiburg.de; schleusb@tf.uni-freiburg.de; reimerj@tf.uni-freiburg.de; diehl@tf.uni-freiburg.de			EU via ERC-HIGHWIND [259 166]; EU via ITN-TEMPO [607 957]; EU via ITN-AWESCO [642 682]; DFGGerman Research Foundation (DFG) [FOR 2401]	The authors would like to thank the anonymous reviewers for their valuable comments and suggestions. This work was supported by the EU via ERC-HIGHWIND (259 166), ITN-TEMPO (607 957), and ITN-AWESCO (642 682) and by DFG in context of the Research Unit FOR 2401.		4	0	0	0	0	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	2405-8963			IFAC PAPERSONLINE	IFAC PAPERSONLINE		2017	50	1					11287	11294		10.1016/j.ifacol.2017.08.1641			8	Automation & Control Systems	Automation & Control Systems	FU6LW	WOS:000423965100368		Bronze			2021-02-18	
S	Izraelevitz, A; Koenig, J; Li, P; Lin, R; Wang, AG; Magyar, A; Kim, D; Schmidt, C; Markley, C; Lawson, J; Bachrach, J			IEEE	Izraelevitz, Adam; Koenig, Jack; Li, Patrick; Lin, Richard; Wang, Angie; Magyar, Albert; Kim, Donggyu; Schmidt, Colin; Markley, Chick; Lawson, Jim; Bachrach, Jonathan			Reusability is FIRRTL Ground: Hardware Construction Languages, Compiler Frameworks, and Transformations	2017 IEEE/ACM INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN (ICCAD)	ICCAD-IEEE ACM International Conference on Computer-Aided Design		English	Proceedings Paper	IEEE/ACM 36th International Conference on Computer-Aided Design (ICCAD)	NOV 13-16, 2017	Irvine, CA	IEEE, Assoc Comp Machinery, IEEE Circuits & Syst Soc, IEEE Council Elect Design Automat, Assoc Comp Machinery, Special Interest Grp Design Automat, IEEE Elect Devices Soc		RTL; Design; FPGA; ASIC; Hardware; Modeling; Reusability; Hardware Design Language; Hardware Construction Language; Intermediate Representation; Compiler; Transformations; Chisel; FIRRTL		Enabled by modern languages and retargetable compilers, software development is in a virtual "Cambrian explosion" driven by a critical mass of powerfully parameterized libraries; but hardware development practices lag far behind. We hypothesize that existing hardware construction languages (HCLs) and novel hardware compiler frameworks (HCFs) can put hardware development on a similar evolutionary path by enabling new hardware libraries to be independent of underlying process technologies including FPGA mappings. We support this claim by (1) evaluating the degree with which Chisel, an existing HCL, can support powerfully parameterized libraries, and (2) introducing the concept and implementation of an HCF that uses an open-source hardware intermediate representation, FIRRTL (Flexible Intermediate Representation for RTL), to transform target-independent RTL into technology-specific RTL. Finally, we evaluate many hardware compiler transformations, including simplifying transformations, analyses, optimizations, instrumentations, and specializations, which demonstrate the power of a combined HCL and HCF approach.	[Izraelevitz, Adam; Koenig, Jack; Li, Patrick; Lin, Richard; Wang, Angie; Magyar, Albert; Kim, Donggyu; Schmidt, Colin; Markley, Chick; Lawson, Jim; Bachrach, Jonathan] Univ Calif Berkeley, Dept Elect Engn & Comp Sci, Berkeley, CA 94720 USA	Izraelevitz, A (corresponding author), Univ Calif Berkeley, Dept Elect Engn & Comp Sci, Berkeley, CA 94720 USA.	adamiz@berkeley.edu; jack.koenig3@berkeley.edu; psli@berkeley.edu; rlin@berkeley.edu; angie.wang@berkeley.edu; magyar@berkeley.edu; dgkim@berkeley.edu; colins@berkeley.edu; chick@berkeley.edu; ucbjrl@berkeley.edu; jrb@berkeley.edu			DARPAUnited States Department of DefenseDefense Advanced Research Projects Agency (DARPA) [HR0011-12-2-0016]; Center for Future Architecture Research; STARnet; MARCO; DARPAUnited States Department of DefenseDefense Advanced Research Projects Agency (DARPA); DARPA CRAFT [HR0011-16-C-0052]; Intel Science and Technology Center for Agile Design; ASPIRE Lab industrial; IntelIntel Corporation; Google; HPE; Huawei; LGE; Nokia; NVIDIA; Oracle; Samsung	Research partially funded by DARPA Award Number HR0011-12-2-0016; the Center for Future Architecture Research, a member of STARnet, a Semiconductor Research Corporation program sponsored by MARCO and DARPA; DARPA CRAFT (HR0011-16-C-0052); Intel Science and Technology Center for Agile Design; and ASPIRE Lab industrial sponsors and affiliates Intel, Google, HPE, Huawei, LGE, Nokia, NVIDIA, Oracle, and Samsung. Any opinions, findings, conclusions, or recommendations in this paper are solely those of the authors and does not necessarily reflect the position or the policy of the sponsors.		40	26	26	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1933-7760		978-1-5386-3093-8	ICCAD-IEEE ACM INT			2017							209	216					8	Computer Science, Hardware & Architecture; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ4DB	WOS:000424863100028					2021-02-18	
S	Li, ZX; Seering, W; Ramos, JD; Yang, M; Wallace, DR			ASME	Li, Zhuoxuan; Seering, Warren; Ramos, Joshua David; Yang, Maria; Wallace, David Robert			WHY OPEN SOURCE? EXPLORING THE MOTIVATIONS OF USING AN OPEN MODEL FOR HARDWARE DEVELOPMENT	PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2017, VOL 1	Proceedings of the ASME Design Engineering Technical Conferences		English	Proceedings Paper	ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC/CIE 2017)	AUG 06-09, 2017	Cleveland, OH	ASME, Design Engn Div, ASME, Comp & Informat Engn Div		open design; motivation; open source	OPEN SOURCE SOFTWARE	Following the successful adoption of the open source model in the software realm, open source is becoming a new design paradigm in hardware development. Open source models for tangible products are still in its infancy, and many studies are required to demonstrate its application to for-profit product development. It is an alluring question why entrepreneurs decide to use an open model to develop their products under risks and unknowns, such as infringement and community management. The goal of this paper is to investigate the motivations of entrepreneurs of open source hardware companies. The leaders and founders of twenty-three companies were interviewed to understand their motivation and experiences in creating a company based on open source hardware. Based on these interviews, we generated a hierarchical framework to explain these motivations, where each level of the framework has been defined, explained and illustrated with representative quotes. The motivations of open source action are framed by two categories in the paper: 1) Intrinsic Motivation, which describes the motivations of an entrepreneur as an individual, who needs personal satisfaction, enjoyment as well as altruism and reciprocity; 2) Extrinsic Motivation, which describes motivations of an entrepreneur whose identity is as a for-profit company leader.	[Li, Zhuoxuan; Seering, Warren; Ramos, Joshua David; Yang, Maria; Wallace, David Robert] MIT, 77 Massachusetts Ave, Cambridge, MA 02139 USA	Li, ZX (corresponding author), MIT, 77 Massachusetts Ave, Cambridge, MA 02139 USA.							37	0	0	1	4	AMER SOC MECHANICAL ENGINEERS	NEW YORK	THREE PARK AVENUE, NEW YORK, NY 10016-5990 USA	2159-7383		978-0-7918-5811-0	PROC ASME DES ENG TE			2017									V001T02A059				9	Engineering, Industrial; Engineering, Mechanical	Engineering	BJ3GZ	WOS:000423243500059					2021-02-18	
J	Gallant, K; Denzer, J				Gallant, Kristen; Denzer, Juan			Experiencing medieval manuscripts using touch technology	COLLEGE & UNDERGRADUATE LIBRARIES			English	Article						Arduino projects; interactive exhibits; medieval manuscripts; open-source hardware; tactile exhibits; touch	MUSEUM	Arduino boards, a current trending open-source platform technology, are being used by museums and other institutions to create interactive exhibits for their patrons. Academic libraries are often faced with the challenge of finding new inspirations to educate and engage patrons. The Illuminated Lifestyles exhibit at Binghamton University was an attempt to teach library users about the sensory experiences of medieval manuscripts using touch technology. Relatively inexpensive, these boards can be incorporated in various ways to make an exhibit interactive. In this case, the boards were used in conjunction with large-scale frames covered with digitized replicas of manuscript leaves that spoke to the viewer as they touched the images. This case study explains the technology and platforms used within the exhibit and what the long-term impacts and benefits, if any, the library experienced.	[Gallant, Kristen; Denzer, Juan] Binghamton Univ Lib, POB 6012, Binghamton, NY 13902 USA	Gallant, K (corresponding author), Binghamton Univ Lib, POB 6012, Binghamton, NY 13902 USA.	kristen0gallant@gmail.com	Denzer, Juan/AAF-1207-2019	Denzer, Juan/0000-0002-8638-9023				9	0	0	0	1	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1069-1316	1545-2530		COLL UNDERGRAD LIBR	Coll. Undergrad. Libr.		2017	24	2-4			SI		203	215		10.1080/10691316.2017.1341358			13	Information Science & Library Science	Information Science & Library Science	FS5WK	WOS:000419869700006					2021-02-18	
B	Pessacg, F; Nitsche, M; Teijeiro, A; Martin, D; De Cristoforis, P		Antonelli, M; Brengi, D; DeMicco, L; Inza, MG; Lipovetzky, J; Lutenberg, A		Pessacg, Facundo; Nitsche, Matias; Teijeiro, Adrian; Martin, Diego; De Cristoforis, Pablo			Open-source embedded framework for Unmanned Ground Vehicle control using CIAA	2017 EIGHT ARGENTINE SYMPOSIUM AND CONFERENCE ON EMBEDDED SYSTEMS (CASE)			English	Proceedings Paper	8th Argentine Symposium and Conference on Embedded Systems (CASE)	AUG 09-11, 2017	Buenos Aires, ARGENTINA				SYSTEMS	In this paper a new open-source and open-hardware framework for Unmanned Ground Vehicle (UGV) control is described. The hardware is based on CIAA (Computadora Industrial Abierta Argentina) and Arduino modules while the software is based on NuttX real-time operating system (RTOS). For communication, the MAVlink protocol is used, also enabling interfacing with ROS (Robot Operating System). The framework can be employed for different style UGVs (differential drive, omnidirectional, skid steer) with different number of motorized wheels. It is designed for low-cost and ease of integration and adoption. The proposed framework was employed as the control system of a four-wheel skid-steer rover protoype developed by the authors, which is also described as a part of this work.	[Pessacg, Facundo; Nitsche, Matias; De Cristoforis, Pablo] Univ Buenos Aires, CONICET, Inst Invest Ciencias Computac ICC, Buenos Aires, DF, Argentina; [De Cristoforis, Pablo] Univ Buenos Aires, Fac Ciencias Exactas & Nat, Dept Computac, Buenos Aires, DF, Argentina; [Teijeiro, Adrian; Martin, Diego] Univ Buenos Aires, Fac Arquitectura Diseno & Urbanismo, Buenos Aires, DF, Argentina	Pessacg, F (corresponding author), Univ Buenos Aires, CONICET, Inst Invest Ciencias Computac ICC, Buenos Aires, DF, Argentina.				Argentinian Ministry of Science and Technology [PICT 2015-3167]; University of Buenos AiresUniversity of Buenos Aires [UBACyT 20020130300035BA]	The research was supported by PICT 2015-3167 of the Argentinian Ministry of Science and Technology and UBACyT 20020130300035BA of the University of Buenos Aires.		9	2	2	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-987-46297-1-5				2017							35	40					6	Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ2GH	WOS:000419282200007					2021-02-18	
J	Borquez-Lopez, RA; Martinez-Cordova, LR; Casillas-Hernandez, R; Lopez-Elias, JA; Barraza-Guardado, RH; Ibarra-Gamez, JC; Gil-Nunez, JC				Borquez-Lopez, R. A.; Martinez-Cordova, L. R.; Casillas-Hernandez, R.; Lopez-Elias, J. A.; Barraza-Guardado, R. H.; Ibarra-Gamez, J. C.; Gil-Nunez, J. C.			WATER QUALITY INDEX MONITORING FOR SHRIMP AQUACULTURE USING OPEN SOURCE HARDWARE AND FUZZY INFERENCE SYSTEMS	BIOTECNIA			Spanish	Article						Precision aquaculture; Artificial Intelligence; Aquaculture Feeding; Shrimp	PARAMETERS; CULTURE	Precision aquaculture is a new tool developed in the field of information technology (IT) that allows the farmers having a better control of the farm processes, facilitate the decisions making, and improve the efficiency of the activity. The development of systems for continuous monitoring are important to aquaculture crops since these can detect unwanted conditions that can be harmful for organisms. In this study, are valued open hardware and artificial intelligence as alternative platforms to develop new monitoring systems. The proposed system automatically records the physicochemical variables of the water (dissolved oxygen, temperature and pH) and processes them using fuzzy logic (artificial intelligence) for the determination of the water quality index. The system was tested in a shrimp culture (Litopenaeus vannamei) with a size of 1.67 +/- 0.23g in a period of 84 days. The results show that the system analyzes the physicochemical variables most important of a shrimp culture and were able to qualify as a water quality index: poor, good and excellent according to the optimal thresholds required by the crop. This indicates that it is possible the use of the open hardware and fuzzy logic system for the monitoring of water quality index and its application in aquaculture.	[Borquez-Lopez, R. A.; Martinez-Cordova, L. R.; Lopez-Elias, J. A.; Barraza-Guardado, R. H.] Univ Sonora, Dept Invest Cient & Tecnol, Blvd Luis Donaldo Colosio Colosio S-N, Hermosillo 83000, Sonora, Mexico; [Casillas-Hernandez, R.; Ibarra-Gamez, J. C.] Inst Tecnol Sonora, Dept Ciencias Agr & Vet, 5 Febrero 818 Sur, Obregon 8500, Son, Mexico; [Gil-Nunez, J. C.] Inst Tecnol Sonora, Dept Biotecnol & Ciencias Alimentarias, 5 Febrero 818 Sur, Obregon 8500, Son, Mexico	Casillas-Hernandez, R (corresponding author), Inst Tecnol Sonora, Dept Ciencias Agr & Vet, 5 Febrero 818 Sur, Obregon 8500, Son, Mexico.	ramon.casillas@itson.edu.mx						18	0	0	0	2	UNIV SONORA	HERMOSILLO	BLVD LUIS ENCINAS AND ROSALES S-N, HERMOSILLO, CP 83000, MEXICO	1665-1456			BIOTECNIA	Biotecnia		2017	19	3					45	49					5	Biotechnology & Applied Microbiology	Biotechnology & Applied Microbiology	FQ7LC	WOS:000418542900008					2021-02-18	
S	Acasandrei, L; Barriga, A			IA ENG	Acasandrei, Laurentiu; Barriga, Angel			SHORES: Software and Hardware Open Repository for Embedded Systems	WORLD CONGRESS ON ENGINEERING AND COMPUTER SCIENCE, WCECS 2017, VOL I	Lecture Notes in Engineering and Computer Science		English	Proceedings Paper	World Congress on Engineering and Computer Science, WCES 2017	OCT 25-27, 2017	San Francisco, CA	Int Assoc Engineers, IAENG, Soc Artificial Intelligence, IAENG, Soc Bioinformat, IAENG, Soc Comp Sci, IAENG, Soc Data Min, IAENG, Soc Elect Engn, IAENG, Soc HIV AIDS, IAENG, Soc Imag Engn, IAENG, Soc Ind Engn, IAENG, Soc Informat Syst Engn, IAENG, Soc internet Comp & Web Serv, IAENG, Soc Mech Engn, IAENG, Soc Operat Res, IAENG, Soc Sci Comp, IAENG, Soc Software Engn, IAENG, Soc Wireless Networks		Embedded system; intellectual property module; open source hardware; open source software		This communication describes an open source repository for embedded software and hardware designs. Its main goal is to make available to everyone, in an open-source style, the designs and results from academia/research community. SHORES hosts the source code of various software and hardware design projects, that combined with the newest algorithms proposed by academia, give birth to embedded solutions to the most challenging obstacles in the fields of vision, bio-cryptography, signal processing, etc. SHORES resources are distribute under the terms of the GNU General Public License as published by the Free Software Foundation; either version 2 of the license, or any later version.	[Acasandrei, Laurentiu; Barriga, Angel] Univ Seville, Inst Microelect Sevilla, IMSE CNM, CSIC, Seville, Spain	Acasandrei, L (corresponding author), Univ Seville, Inst Microelect Sevilla, IMSE CNM, CSIC, Seville, Spain.	laurenti@imse-cnm.csic.es; barriga@imse-cnm.csic.es		Barriga, Angel/0000-0001-6673-6684	Ministerio de Economia y Competitividad - FEDER [TEC2014-57971-R]	This work was supported in part by Ministerio de Economia y Competitividad under the Projects TEC2014-57971-R, co-financed by FEDER.		15	0	0	0	0	INT ASSOC ENGINEERS-IAENG	HONG KONG	UNIT 1, 1-F, 37-39 HUNG TO ROAD, KWUN TONG, HONG KONG, 00000, PEOPLES R CHINA	2078-0958		978-988-14047-5-6	LECT NOTES ENG COMP			2017							26	31					6	Computer Science, Information Systems; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ1UT	WOS:000418106200006					2021-02-18	
