PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Gutierrez, A; Campo, A; Dorigo, M; Amor, D; Magdalena, L; Monasterio-Huelin, F				Gutierrez, Alvaro; Campo, Alexandre; Dorigo, Marco; Amor, Daniel; Magdalena, Luis; Monasterio-Huelin, Felix			An Open Localization and Local Communication Embodied Sensor	SENSORS			English	Article						Localization; local communication; range and bearing; embodied communication		In this paper we describe a localization and local communication system which allows situated agents to communicate locally, obtaining at the same time both the range and the bearing of the emitter without the need of any centralized control or any external reference. The system relies on infrared communications with frequency modulation and is composed of two interconnected modules for data and power measurement. Thanks to the open hardware license under which it is released, the research community can easily replicate the system at a low cost and/or adapt it for applications in sensor networks and in robotics.	[Gutierrez, Alvaro; Monasterio-Huelin, Felix] Univ Politecn Madrid, ETSI Telecomunicac, E-28040 Madrid, Spain; [Campo, Alexandre; Dorigo, Marco] Univ Libre Bruxelles, CoDE, IRIDIA, Brussels, Belgium; [Amor, Daniel] RBZ Robot Design SL, Madrid 28830, Spain; [Magdalena, Luis] European Ctr Soft Comp, Asturias 33600, Spain	Gutierrez, A (corresponding author), Univ Politecn Madrid, ETSI Telecomunicac, Avd Complutense S-N, E-28040 Madrid, Spain.	aguti@etsit.upm.es; acampo@iridia.ulb.ac.be; mdorigo@ulb.ac.be; daniel@rbz.es; luis.magdalena@softcomputing.es; felix.monasteriohuelin@upm.es	Monasterio-Huelin, Felix/K-3140-2014; Gutierrez, Alvaro/K-2418-2014; Magdalena, Luis/K-9223-2014; Dorigo, Marco/B-5664-2013; Campo, Alexandre/ABI-1629-2020	Monasterio-Huelin, Felix/0000-0001-8760-922X; Gutierrez, Alvaro/0000-0001-8926-5328; Magdalena, Luis/0000-0001-7639-8906; Dorigo, Marco/0000-0002-3971-0507; Campo, Alexandre/0000-0003-4817-4790				31	35	36	0	8	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		1424-8220		SENSORS-BASEL	Sensors	NOV	2008	8	11					7545	7563		10.3390/s8117545			19	Chemistry, Analytical; Engineering, Electrical & Electronic; Instruments & Instrumentation	Chemistry; Engineering; Instruments & Instrumentation	376WZ	WOS:000261215000045	27873944	DOAJ Gold, Green Published			2021-02-18	
J	Datta, SC; Opp, MR				Datta, Subhash C.; Opp, Mark R.			Lipopolysaccharide-induced increases in cytokines in discrete mouse brain regions are detectable using Luminex xMAP((R)) technology	JOURNAL OF NEUROSCIENCE METHODS			English	Article						Sleep; Mouse; Multiplex; Interleukin; Tumor necrosis factor; Brain; CNS	BLOOD MONONUCLEAR-CELLS; MULTIPLE CYTOKINES; PROTEIN EXPRESSION; SERUM; MICE; LPS; THERMOREGULATION; BEHAVIOR; INVIVO; PLASMA	Methods to determine cytokine protein content in samples of interest, such as enzyme-linked immunosorbent assay (ELISA), are often labor-intensive and costly. Furthermore, because ELISA requires relatively large sample volumes and protein concentrations, it is difficult using this technique to determine protein content for multiple cytokines from individual samples. Recently, Luminex has developed an open source hardware platform combining flow cytometry- and bead-based antibody capture that is capable of detecting multiple analytes from a single sample. In the present study we employed the Luminex 2000 platform to determine the cytokine protein content in discrete brain regions of C57BL/6J mice. In spike-and-recovery experiments, known concentrations of murine recombinant interleukin (IL)-1, 1 beta, IL-6, and tumor necrosis factor (TNF)alpha were added either singly or as a mixture of all three to whole brain homogenates containing known quantities of total protein. Spiked samples were assayed for either a single cytokine or for multiple cytokines using 1-plex or 3-plex assay kits, respectively. In whole mouse brain homogenate we recovered between 81% and 103% of the recombinant cytokines. We then injected C57BL/6J mice intraperitoneally with bacterial lipopolysaccharide (LPS) and sacrificed them 4 h later. We detected in samples taken from LPS-stimulated mice 4- to 870-fold increases in serum or spleen cytokine protein, and 1.5- to 16-fold increases in cytokine protein in discrete brain regions, relative to protein content in samples obtained from vehicle-treated animals. These results indicate that multiple cytokines may be reliably assayed from discrete regions of mouse brain using a single sample. (C) 2008 Elsevier B.V. All rights reserved.	[Datta, Subhash C.] Univ Michigan, Dept Anesthesiol, Ann Arbor, MI 48109 USA; [Opp, Mark R.] Univ Michigan, Dept Mol & Integrat Physiol, Ann Arbor, MI 48109 USA; [Opp, Mark R.] Univ Michigan, Grad Program Neurosci, Ann Arbor, MI 48109 USA	Opp, MR (corresponding author), Univ Michigan, Dept Anesthesiol, 7422 Med Sci Bldg 1,1150 W Med Ctr Dr, Ann Arbor, MI 48109 USA.	mopp@umich.edu			NHLBI NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Heart Lung & Blood Institute (NHLBI) [R01 HL080972-04, HL080972, R01 HL080972] Funding Source: Medline; NIGMS NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of General Medical Sciences (NIGMS) [GM061789] Funding Source: Medline; NIMH NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH) [R01 MH064843, R01 MH064843-05, MH64843, R56 MH064843] Funding Source: Medline; NATIONAL HEART, LUNG, AND BLOOD INSTITUTEUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Heart Lung & Blood Institute (NHLBI) [R01HL080972, R01HL080972, R01HL080972, R01HL080972] Funding Source: NIH RePORTER; NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCESUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of General Medical Sciences (NIGMS) [R01GM061789, R01GM061789] Funding Source: NIH RePORTER; NATIONAL INSTITUTE OF MENTAL HEALTHUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH) [R01MH064843, R01MH064843, R01MH064843, R01MH064843, R01MH064843, R56MH064843, R01MH064843, R01MH064843, R01MH064843, R01MH064843, R01MH064843] Funding Source: NIH RePORTER			27	46	48	0	9	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0165-0270			J NEUROSCI METH	J. Neurosci. Methods	OCT 30	2008	175	1					119	124		10.1016/j.jneumeth.2008.08.007			6	Biochemical Research Methods; Neurosciences	Biochemistry & Molecular Biology; Neurosciences & Neurology	365ZA	WOS:000260447500014	18771691	Green Accepted			2021-02-18	
J	Maharaj, BT; Wallace, JW; Jensen, MA; Linde, LP				Maharaj, B. T.; Wallace, Jon W.; Jensen, Michael A.; Linde, Louis P.			A low-cost open-hardware wideband multiple-input-multiple-output (MIMO) wireless channel sounder	IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT			English	Article						measurement; multiple-input-multiple-output (MIMO); wideband	5.2 GHZ; TIME	Due to the complexity of multiple-input-multiple-output (MIMO) wireless channels, direct measurement is the main viable option for accurate characterization. Details on a new low-cost wideband channel sounder are presented, which was mainly constructed from conventional instruments and components. This switched architecture system is similar to commercial channel sounders and has modest cost (< US$ 50000). The sounder operates in the 2- to 8-GHz range with up to 100 MHz of instantaneous bandwidth and supports eight transmitters and receivers, which are sufficient to support the development and assessment of current and future MIMO wireless systems. In this "open-hardware" project, the hardware design and software components are openly available to other researchers interested in developing or enhancing the MIMO measurement capability. The actual systems built at the University of Pretoria, Pretoria, South Africa, and Brigham Young University, Provo, UT, are presented, as are some example studies.	[Maharaj, B. T.; Linde, Louis P.] Univ Pretoria, Dept Elect Elect & Comp Engn, ZA-0002 Pretoria, South Africa; [Wallace, Jon W.] Jacobs Univ Bremen, Sch Sci & Engn, D-28759 Bremen, Germany; [Jensen, Michael A.] Brigham Young Univ, Dept Elect & Comp Engn, Provo, UT 84602 USA	Maharaj, BT (corresponding author), Univ Pretoria, Dept Elect Elect & Comp Engn, ZA-0002 Pretoria, South Africa.	sunil.maharaj@mp.ac.za; wall@ieee.org; jensen@ee.byu.edu; llinde@postino.up.ac.za		Maharaj, Bodhaswar TJ/0000-0002-3703-3637	National Research Foundation (NRF) [GUN 2053857]; National Science FoundationNational Science Foundation (NSF) [CCR-0313056]; U.S. Army Research Office under Multi-University Research Initiative (MURI)MURI [W911NF04-1-0224]	This work was supported in part by the National Research Foundation (NRF) under GUN 2053857, in part by the National Science Foundation under Information Technology Grant CCR-0313056, and in part by the U.S. Army Research Office under Multi-University Research Initiative (MURI) Grant W911NF04-1-0224.		9	22	24	0	5	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855 USA	0018-9456			IEEE T INSTRUM MEAS	IEEE Trans. Instrum. Meas.	OCT	2008	57	10					2283	2289		10.1109/TIM.2008.919943			7	Engineering, Electrical & Electronic; Instruments & Instrumentation	Engineering; Instruments & Instrumentation	353BM	WOS:000259541100020					2021-02-18	
J	Paulson, LD				Paulson, Linda Dailey			'Open source' hardware lets users build devices	COMPUTER			English	News Item																	0	4	4	0	6	IEEE COMPUTER SOC	LOS ALAMITOS	10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1314 USA	0018-9162			COMPUTER	Computer	MAR	2008	41	3					20	20					1	Computer Science, Hardware & Architecture; Computer Science, Software Engineering	Computer Science	275OZ	WOS:000254082800013					2021-02-18	
S	Fainguelernt, J; Reith, G; Sikora, R			IEEE	Fainguelernt, Jacob; Reith, Graham; Sikora, Richard			An integrated environment for developing real-time DSP applications	2008 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING, VOLS 1-12	International Conference on Acoustics Speech and Signal Processing ICASSP		English	Proceedings Paper	33rd IEEE International Conference on Acoustics, Speech and Signal Processing	MAR 30-APR 04, 2008	Las Vegas, NV			signal processing; engineering education; educational technology; real-time systems; programming environments		This paper describes an innovative environment to develop real-time embedded Signal Processing based applications, and a suite of example applications that have been developed to assist in academic teaching of practical signal processing. The objective of this environment is algorithmic design and simulation, which itself is educational but it can also be used as a rapid prototyping tool, enabling students to experiment with real-time DSP applications in a variety of fields. The environment offers a wide range of libraries to support this, and it has an open hardware and software architecture enabling further expansion of its functionality.	[Fainguelernt, Jacob] Tel Aviv Univ, IL-69978 Tel Aviv, Israel; [Reith, Graham] Math Works Ltd, Cambridge, England; [Sikora, Richard] JLR Engn Ctr, Coventry, W Midlands, England	Fainguelernt, J (corresponding author), Tel Aviv Univ, IL-69978 Tel Aviv, Israel.	jfaing@eng.tau.ac.il; Graham.Reith@mathworks.co.uk; richard_sikora@hotmail.com			Texas Instruments University program; MathWorks Inc.	The authors would like to acknowledge the support from the Texas Instruments University program through Cathy Wicks and Robert Owen. They would like also thank The MathWorks Inc., especially to Amnon Gai, Houman Zarrinkoub, Maureen Maher and Ken Karnofsky for their support.		16	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1520-6149		978-1-4244-1483-3	INT CONF ACOUST SPEE			2008							2653	+		10.1109/ICASSP.2008.4518194			2	Acoustics; Computer Science, Artificial Intelligence; Computer Science, Cybernetics; Engineering, Biomedical; Engineering, Electrical & Electronic; Mathematical & Computational Biology; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging; Telecommunications	Acoustics; Computer Science; Engineering; Mathematical & Computational Biology; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging; Telecommunications	BHY47	WOS:000257456701325					2021-02-18	
S	Fieres, J; Schemmel, J; Meier, K			IEEE	Fieres, Johannes; Schemmel, Johannes; Meier, Karlheinz			Realizing Biological Spiking Network Models in a Configurable Wafer-Scale Hardware System	2008 IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOLS 1-8	IEEE International Joint Conference on Neural Networks (IJCNN)		English	Proceedings Paper	International Joint Conference on Neural Networks	JUN 01-08, 2008	Hong Kong, PEOPLES R CHINA	IEEE			VISUAL-CORTEX; EMERGENCE	An analog VLSI hardware architecture for the distributed simulation of large-scale spiking neural networks has been developed. Several hundred integrated computing nodes, each hosting up to 512 neurons, will he interconnected and operated on un-cut silicon wafers. The electro-technical aspects and the details of the hardware implementation are covered in a separate contribution to this conference. This paper focuses on the usability of the system by demonstrating that biologically relevant network models can in fact be mapped to this system. Different network configurations am established on the hardware by programmable switch matrices, repeaters, and address decoders. Systematic routing algorithms are presented to map a given network model to the hardware system. Routing is simulated for several network examples, proving the system's practical applicability. Furthermore, the routing simulations are used to fix values for yet open hardware parameters.	[Fieres, Johannes; Schemmel, Johannes; Meier, Karlheinz] Univ Heidelberg, Kirchhoff Inst Phys, Heidelberg, Germany	Fieres, J (corresponding author), Univ Heidelberg, Kirchhoff Inst Phys, Heidelberg, Germany.	fieres@kip.uni-heidelberg.de; schemmel@kip.uni-heidelberg.de; meierk@kip.uni-heidelberg.de		Schemmel, Johannes/0000-0003-1440-4375				7	40	40	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1098-7576		978-1-4244-1820-6	IEEE IJCNN			2008							969	976		10.1109/IJCNN.2008.4633916			8	Computer Science, Artificial Intelligence; Computer Science, Cybernetics; Engineering, Electrical & Electronic	Computer Science; Engineering	BIY81	WOS:000263827200159					2021-02-18	
B	Munoz, A; Ostua, E; Bellido, MJ; Millan, A; Juan, J; Guerrero, D			IEEE	Munoz, A.; Ostua, E.; Bellido, M. J.; Millan, A.; Juan, J.; Guerrero, D.			Building a SoC for industrial applications based on LEON microprocessor and a GNU/Linux distribution	2008 IEEE INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS, VOLS 1-5			English	Proceedings Paper	IEEE International Symposium on Industrial Electronics	JUN 30-JUL 02, 2008	Cambridge, ENGLAND	IEEE				This paper presents the design of a complete RTU (Remote Terminal Unit) with a System-on-Chip solution based completely on both open hardware and software platforms, and developed in conjunction with two industrial companies. The target implementation of the embedded system is a Spartan family FPGA from Xilinx. The article presents the main features of the base system, which consists of the LEON microprocessor and a Linux operating system distribution (Debian) running on it. Moreover, it shows a complete example of how to add new peripherals to the system. The peripheral that has been added is the UART 16550 compatible peripheral available in OpenCores. Given that the design has been prepared for the WishBone bus, it was necessary to adapt it to the APB bus within the LEON core. Furthermore, it has been adapted to work with the Linux driver for that UART to get a full coupling of peripheral with the system. The experimental results confirm the work done.	[Munoz, A.; Ostua, E.; Bellido, M. J.; Millan, A.; Juan, J.; Guerrero, D.] Univ Seville, Dept Tecnol Elect, Grp Invest & Desarrollo Digital ID2, E-41012 Seville, Spain	Munoz, A (corresponding author), Univ Seville, Dept Tecnol Elect, Grp Invest & Desarrollo Digital ID2, Av Reina Mercedes,S-N ETS Ingn Informat, E-41012 Seville, Spain.	amrivera@dte.us.es; ostua@dte.us.es; bellido@dte.us.es; amillan@dte.us.es; jjchico@dte.us.es; guerre@dte.us.es	Bellido, Manuel/F-2865-2010; Ostua, Enrique/C-2306-2008; Millan, Alejandro/A-2820-2009; Guerrero, David/I-2830-2015; Juan, Jorge/L-8218-2014	Ostua, Enrique/0000-0002-6454-7676; Millan, Alejandro/0000-0002-1788-8574; Guerrero, David/0000-0002-1207-0335; Juan, Jorge/0000-0001-6830-7576				12	1	1	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4244-1665-3				2008							1890	1895					6	Engineering, Industrial; Engineering, Electrical & Electronic	Engineering	BJK56	WOS:000266702100324					2021-02-18	
B	Grega, W; Pilat, A		Ganzha, M; Paprzycki, M; PelechPilichowski, T		Grega, Wojeiech; Pilat, Adam			Real-time Control Teaching Using LEGO (R) MINDSTORMS (R) NXT Robot	2008 INTERNATIONAL MULTICONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY (IMCSIT), VOLS 1 AND 2			English	Proceedings Paper	International Multiconference on Computer Science and Information Technology	OCT 20-22, 2008	Wisla, POLAND					A current trend in learning programs, even at high-degree studies, is applying the concepts of "learning by projects". In this context, the LEGO (R) MINDSTORMS (R) NXT modular robot appears as a simple, flexible and attractive educational platform to achieve the referred challenge in many domains of information technologies, especially in real-time control. The project team can operate with the real system (e.g. constructed robot) to realize a number of particular tasks. The ready-to-use embedded platform and dual microcontrollers architecture represents actual trends in the modern control systems designs. The open hardware and software architecture gives unlimited possibility to handle all devices connected to the main control brick and write effective control algorithms. The proposed rescue robot project is a good example of the simple system where, a number of real-time control problems can be analyzed. The project on this scale requires detailed planning, cooperation in teams, extensive literature survey, and comprehensive software design. That is exactly, what we need for "learning by projects" concept.	[Grega, Wojeiech; Pilat, Adam] AGH Univ Sci & Technol, Dept Automat, PL-30059 Krakow, Poland	Grega, W (corresponding author), AGH Univ Sci & Technol, Dept Automat, PL-30059 Krakow, Poland.	wgr@ia.agh.edu.pl; ap@ia.agh.edu.pl	Pilat, Adam/G-7926-2011	Pilat, Adam/0000-0003-4349-3311				6	0	0	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-8-36-8-1014-9				2008							579	582					4	Computer Science, Information Systems; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BKP15	WOS:000268848500091					2021-02-18	
J	Yamamoto, M				Yamamoto, Mamoru			Digital beacon receiver for ionospheric TEC measurement developed with GNU Radio	EARTH PLANETS AND SPACE			English	Article						Satellite-ground beacon experiment; software-defined radio; ionospheric total electron content		A simple digital receiver named "GNU Radio Beacon Receiver (GRBR)" was developed for the satellite-ground beacon experiment to measure the ionospheric total electron content (TEC). The open-source software toolkit for the software defined radio, GNU Radio, is utilized to realize the basic function of the receiver and perform fast signal processing. The software is written in Python for a LINUX PC. The open-source hardware called Universal Software Radio Peripheral (USRP), which best matches the GNU Radio, is used as a front-end to acquire the satellite beacon signals of 150 and 400 MHz. The first experiment was successful as results from GRBR showed very good agreement to those from the co-located analog beacon receiver. Detailed design information and software codes are open at the URL http://www.rish.kyoto-u.ac.jp/digitalbeacon/.	Kyoto Univ, Res Inst Sustainable Humanosphere, Uji, Kyoto 6110011, Japan	Yamamoto, M (corresponding author), Kyoto Univ, Res Inst Sustainable Humanosphere, Uji, Kyoto 6110011, Japan.	yamamoto@rish.kyoto-u.ac.jp		Yamamoto, Mamoru/0000-0002-4957-764X	Japan Society for the Promotion of ScienceMinistry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of Science [18340151]; Grants-in-Aid for Scientific ResearchMinistry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of ScienceGrants-in-Aid for Scientific Research (KAKENHI) [08F08026] Funding Source: KAKEN	The author thanks Trevor Garner for providing useful reference TEC data from the CIDR. He also thanks Paul Bernhardt, Smitha Thampi V., Susumu Saito, Akinori Saito, and Yuichi Otsuka for useful discussion and suggestions. Yasushi Fujiwara and Kenta Okumura who helped develop the system are acknowledged. Part of this work was supported by the Japan Society for the Promotion of Science under Grant-in-Aid for Scientific Research 18340151.		13	23	23	0	5	TERRA SCIENTIFIC PUBL CO	TOKYO	2003 SANSEI JIYUGAOKA HAIMU, 5-27-19 OKUSAWA, SETAGAYA-KU, TOKYO, 158-0083, JAPAN	1343-8832			EARTH PLANETS SPACE	Earth Planets Space		2008	60	11					E21	E24		10.1186/BF03353137			4	Geosciences, Multidisciplinary	Geology	V20CE	WOS:000208117300001		Bronze			2021-02-18	
B	Fainelli, F; Carcelle, X; Flesch, E; Saint-Genest, G; Afifi, H		Agha, KA; Carcelle, X; Pujolle, G		Fainelli, Florian; Carcelle, Xavier; Flesch, Etienne; Saint-Genest, Gwenael; Afifi, Hossam			OpenPattern project: a comprehensive modular routing platform	HOME NETWORKING			English	Proceedings Paper	1st Home Networking Conference	DEC 10-12, 2007	Paris, FRANCE	IFIP WG 6 2		wireless; Home Networking; open hardware; electronic; boards; routing; open source; network interfaces		The last developments of the home gateways, DSL-boxes, off-the-shelf wireless routers, wireless communities initiatives have brought a great number of network hardware to the home. These different developments have been followed by different initiatives of "hacking the box" to be able to flash this specific hardware with open-source firmware resulting from the contribution of several open-source developers (OpenWrt, Freifunk...). Due to the lack of "open hardware" off-the-shelf available to adjust the platform to the home-networking (and networking) applications, OpenPattern is a project to develop such a hardware based on the inputs from the past initiatives and bringing a box based on an open hardware (i.e. open specifications of the targeted hardware), using a motherboard and able to receive daughterboard to expand the functionalities in conjunction with the current open source project to be using the box once this one is ready to be shipped.	[Fainelli, Florian; Afifi, Hossam] INT, Paris, France; [Carcelle, Xavier; Flesch, Etienne; Saint-Genest, Gwenael] Open Pattern Fdn, Paris, France	Fainelli, F (corresponding author), INT, Paris, France.	florian.fainelli@telecomitit.eu; xavier.carceile@openpattern.org; etienne.flesch@openpattern.org; gwenael.saint-genest@openpattern.org; hossam.afifi@int-edu.eu						0	0	0	0	0	SPRINGER	NEW YORK	233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES			978-0-387-77215-8				2008							197	+					3	Computer Science, Hardware & Architecture; Computer Science, Theory & Methods; Telecommunications	Computer Science; Telecommunications	BHB50	WOS:000252081100015					2021-02-18	
J	Rahman, MA; Miah, MS; Gueaieb, W; El Saddik, A				Rahman, Md. Abdur; Miah, Md. Suruz; Gueaieb, Wail; El Saddik, Abdulmotaleb			SENORA: A P2P service-oriented framework for collaborative multirobot sensor networks	IEEE SENSORS JOURNAL			English	Article						intelligent sensors; mobile robots; peer-to-peer (P2P) network; sensor collaboration	MOBILE ROBOTS; NAVIGATION	SENORA is an open hardware and software architecture for the cooperative coordination of multiple heterogeneous mobile robots operating in a common environment. It is designed to meet the stringent requirements of modern loosely coupled multirobot architectures, such as flexibility, reliability, and fault tolerance. As such, the proposed architecture enables the robots to cope with the ubiquitous presence of various types of uncertainties in their operating environments. SENORA is a fully autonomous and scalable sensory-based peer-to-peer (P2P) framework. It also offers a real-time inter-robot communication protocol and it is based on the state-of-the-art P2P technology, which is specifically designed to satisfy the requirements of physical sensory data publishing and fusion. This architecture is implemented and evaluated on a team of indoor mobile robots. The test results manifest the architecture's distinguished features and capabilities.	Univ Ottawa, Sch Informat Technol & Engn, Ottawa, ON K1N 6N5, Canada	Rahman, MA (corresponding author), Univ Ottawa, Sch Informat Technol & Engn, Ottawa, ON K1N 6N5, Canada.	rahman@mcriab.uottawa.ca; smiah069@site.uottawa.ca; elsaddik@site.uottawa.ca; abed@mcrlab.uottawa.ca	Saddik, Abdulmotaleb El/D-4159-2009; Rahman, Abdur/AAG-9302-2019	Saddik, Abdulmotaleb El/0000-0002-7690-8547; 				22	12	12	0	6	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1530-437X	1558-1748		IEEE SENS J	IEEE Sens. J.	MAY-JUN	2007	7	5-6					658	666		10.1109/JSEN.2007.894913			9	Engineering, Electrical & Electronic; Instruments & Instrumentation; Physics, Applied	Engineering; Instruments & Instrumentation; Physics	172CB	WOS:000246780600008					2021-02-18	
B	Wang, HZ; Zhang, XL; Li, W; Yang, PQ; Liu, C; Ren, CH			ieee	Wang, H. Z.; Zhang, X. L.; Li, W.; Yang, P. Q.; Liu, C.; Ren, C. H.			The application research on mini-type magnetic resonance imaging instrument	2007 IEEE/ICME INTERNATIONAL CONFERENCE ON COMPLEX MEDICAL ENGINEERING, VOLS 1-4			English	Proceedings Paper	IEEE/ICME International Conference on Complex Medical Engineering	MAY 23-27, 2007	Beijing, PEOPLES R CHINA	IEEE, ICME				According to the specialties of mini-type magnetic resonance imaging instrument, the authors developed more than 30 teaching experiment projects on medical imaging. Because of its open hardware configuration, these experiment projects have clear processes. Furthermore, some testing researches and analyses on characteristics of biology tissues and food samples have been done. Using this instrument, the research into the properties of water in food Systems, such as water molecular mobility, water-holding capacity, binding and hydration so on.	[Wang, H. Z.; Zhang, X. L.; Li, W.; Liu, C.; Ren, C. H.] Shanghai Univ Sci & Technol, Coll Med Instrument, 101 Yingkou Rd, Shanghai 200093, Peoples R China; [Yang, P. Q.] Shanghai Niumag Corp, Shanghai 200266, Peoples R China	Wang, HZ (corresponding author), Shanghai Univ Sci & Technol, Coll Med Instrument, 101 Yingkou Rd, Shanghai 200093, Peoples R China.	xuelongz@yahoo.com.cn			Shanghai Leading Academic Discipline ProjectShanghai Leading Academic Discipline Project [P0502]; Shanghai Committee of Education [07ZZ93, 06EZ026]; Importance Scientific Research Item Fund of Shanghai [06DZ1 1311]	This work is supported by Shanghai Leading Academic Discipline Project (P0502), Development Fund for Science and Technology of the Shanghai Committee of Education (07ZZ93, 06EZ026) and Importance Scientific Research Item Fund of Shanghai (06DZ1 1311). The authors would like to acknowledge the guidance of PhD. S. D. Nie and wish to acknowledge Lecturer J. Wu for the assistance in the experiment, whose are working in College of Medical Instrument, University ofShanghai Science and Technology.		13	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4244-1077-4				2007							1996	+		10.1109/ICCME.2007.4382098			2	Engineering, Biomedical; Engineering, Electrical & Electronic	Engineering	BHL89	WOS:000254165301208					2021-02-18	
S	Miah, MS; Gueaieb, W; Rahman, MA; El Saddik, A			IEEE	Miah, Md. Suruz; Gueaieb, Wail; Rahman, Md. Abdur; El Saddik, Abdulmotaleb			Autonomous dead-reckoning mobile robot navigation system with intelligent precision calibration	2007 IEEE INSTRUMENTATION & MEASUREMENT TECHNOLOGY CONFERENCE, VOLS 1-5	IEEE Instrumentation and Measurement Technology Conference		English	Proceedings Paper	24th IEEE Instrumentation and Measurement Technology Conference	MAY 01-03, 2007	Warsaw, POLAND	IEEE		fuzzy logic; mobile robot; dead-reckoning navigation		An open hardware architecture for a goal-oriented indoor mobile robot navigation based on corrected odometry information using fuzzy logic controller is presented in this paper. The proposed approach exploits the ability of mobile robots to navigate in unstructured, cluttered and potentially hostile environments using calibrated odometry information, proximity sensor data and a fuzzy logic engine. A key advantage to this technique is its simplicity over similar navigation systems discussed in the literature. The simplification stems from the fact that only the previous traveled position of the robot needs to be tracked to reach to the target position. The superiority of this technique is supported by the experimental results that were collected for this purpose.	[Miah, Md. Suruz; Gueaieb, Wail] Univ Ottawa, Sch Informat Engn & Engn, Ottawa, ON K1N 6N5, Canada	Miah, MS (corresponding author), Univ Ottawa, Sch Informat Engn & Engn, Ottawa, ON K1N 6N5, Canada.	smiah069@site.uOttawa.ca; wgueaieb@site.uOttawa.ca; rahman@mcrlab.uOttawa.ca; abed@mcrlab.uOttawa.ca	Saddik, Abdulmotaleb El/D-4159-2009	Saddik, Abdulmotaleb El/0000-0002-7690-8547				12	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1091-5281		978-1-4244-0588-6	IEEE IMTC P			2007							2056	+					2	Automation & Control Systems; Computer Science, Interdisciplinary Applications; Engineering, Electrical & Electronic; Nanoscience & Nanotechnology; Instruments & Instrumentation; Robotics; Remote Sensing	Automation & Control Systems; Computer Science; Engineering; Science & Technology - Other Topics; Instruments & Instrumentation; Robotics; Remote Sensing	BGY21	WOS:000251296802021					2021-02-18	
