PT	AN	DT	TI	FT	AU	CA	SO	VL	IS	PS	PY	PD	LA	U1	U2	AB	A2	C1	RI	OI	MH	SS	ID	SD	GN	CN	NM	SF	SC	SN	JC	PA	GI	OB	SA	IV	NR	RC	NO	PE	NT	DI	UT	OA	HC	HP	DA
J	25803706	Journal Article; Research Support, Non-U.S. Gov't	Open hardware: a role to play in wireless sensor networks?		Fisher, Roy; Ledwaba, Lehlogonolo; Hancke, Gerhard; Kruger, Carel		Sensors (Basel, Switzerland)	15	3	6818-44	2015	2015 Mar 20	English	0	29	The concept of the Internet of Things is rapidly becoming a reality, with many applications being deployed within industrial and consumer sectors. At the 'thing' level-devices and inter-device network communication-the core technical building blocks are generally the same as those found in wireless sensor network implementations. For the Internet of Things to continue growing, we need more plentiful resources for building intelligent devices and sensor networks. Unfortunately, current commercial devices, e.g., sensor nodes and network gateways, tend to be expensive and proprietary, which presents a barrier to entry and arguably slows down further development. There are, however, an increasing number of open embedded platforms available and also a wide selection of off-the-shelf components that can quickly and easily be built into device and network gateway solutions. The question is whether these solutions measure up to built-for-purpose devices. In the paper, we provide a comparison of existing built-for-purpose devices against open source devices. For comparison, we have also designed and rapidly prototyped a sensor node based on off-the-shelf components. We show that these devices compare favorably to built-for-purpose devices in terms of performance, power and cost. Using open platforms and off-the-shelf components would allow more developers to build intelligent devices and sensor networks, which could result in a better overall development ecosystem, lower barriers to entry and rapid growth in the number of IoT applications.		Advanced Sensor Networks Research Group, University of Pretoria, Lynwood Road, Pretoria 0083, South Africa. rmfisher@cityu.edu.hk.; Department of Computer Science, City University of Hong Kong, 83 Tat Chee Avenue,Kowloon Tong, Hong Kong. rmfisher@cityu.edu.hk.; Meraka Institute, Council for Scientific and Industrial Research South Africa, Meiring Naude Road,Pretoria 0184, South Africa. lehlogonolo.ledwaba@yahoo.com.; Department of Computer Science, City University of Hong Kong, 83 Tat Chee Avenue,Kowloon Tong, Hong Kong. gp.hancke@cityu.edu.hk.; Advanced Sensor Networks Research Group, University of Pretoria, Lynwood Road, Pretoria 0083, South Africa. lehlogonolo.ledwaba@yahoo.com.	Hancke, Gerhard/J-7187-2013	Hancke, Gerhard/0000-0002-2388-3542; Ledwaba, Lehlogonolo/0000-0002-7292-2835	Humans. Internet. *Remote Sensing Technology. *Telemetry. *Wireless Technology	Index Medicus							Computer Science; Medical Laboratory Technology; Telecommunications (provided by Clarivate Analytics)	1424-8220	101204366	Switzerland		NLM	MEDLINE			 / 05 Oct 2015 / 20 Feb 2017		20 Mar 2015		10.3390/s150306818	MEDLINE:25803706	DOAJ Gold, Green Published			2020-04-16
J	25756864	Journal Article	SEnviro: a sensorized platform proposal using open hardware and open standards.		Trilles, Sergio; Lujan, Alejandro; Belmonte, Oscar; Montoliu, Raul; Torres-Sospedra, Joaquin; Huerta, Joaquin		Sensors (Basel, Switzerland)	15	3	5555-82	2015	2015 Mar 06	English	0	8	The need for constant monitoring of environmental conditions has produced an increase in the development of wireless sensor networks (WSN). The drive towards smart cities has produced the need for smart sensors to be able to monitor what is happening in our cities. This, combined with the decrease in hardware component prices and the increase in the popularity of open hardware, has favored the deployment of sensor networks based on open hardware. The new trends in Internet Protocol (IP) communication between sensor nodes allow sensor access via the Internet, turning them into smart objects (Internet of Things and Web of Things). Currently, WSNs provide data in different formats. There is a lack of communication protocol standardization, which turns into interoperability issues when connecting different sensor networks or even when connecting different sensor nodes within the same network. This work presents a sensorized platform proposal that adheres to the principles of the Internet of Things and theWeb of Things. Wireless sensor nodes were built using open hardware solutions, and communications rely on the HTTP/IP Internet protocols. The Open Geospatial Consortium (OGC) SensorThings API candidate standard was used as a neutral format to avoid interoperability issues. An environmental WSN developed following the proposed architecture was built as a proof of concept. Details on how to build each node and a study regarding energy concerns are presented.		Institute of New Imaging Technologies, Universitat Jaume I, Av. Vicente Sos Baynat s/n, 12071, Castellon de la Plana, Spain. strilles@uji.es.; Institute of New Imaging Technologies, Universitat Jaume I, Av. Vicente Sos Baynat s/n, 12071, Castellon de la Plana, Spain. alujan@uji.es.; Institute of New Imaging Technologies, Universitat Jaume I, Av. Vicente Sos Baynat s/n, 12071, Castellon de la Plana, Spain. belfern@uji.es.; Institute of New Imaging Technologies, Universitat Jaume I, Av. Vicente Sos Baynat s/n, 12071, Castellon de la Plana, Spain. montoliu@uji.es.; Institute of New Imaging Technologies, Universitat Jaume I, Av. Vicente Sos Baynat s/n, 12071, Castellon de la Plana, Spain. jtorres@uji.es.; Institute of New Imaging Technologies, Universitat Jaume I, Av. Vicente Sos Baynat s/n, 12071, Castellon de la Plana, Spain. huerta@uji.es.	Trilles, Sergio/AAB-1339-2019; Huerta, Joaquin/L-6103-2018; Torres-Sospedra, Joaquin/G-4885-2013	Trilles, Sergio/0000-0002-9304-0719; Huerta, Joaquin/0000-0002-8625-441X; Torres-Sospedra, Joaquin/0000-0003-4338-4334										1424-8220	101204366	Switzerland		NLM	PubMed-not-MEDLINE			 / 21 May 2015 / 20 Feb 2017		06 Mar 2015		10.3390/s150305555	MEDLINE:25756864	DOAJ Gold, Green Published			2020-04-16
J	25794301	Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't	Open Labware: 3-D printing your own lab equipment.		Baden, Tom; Chagas, Andre Maia; Gage, Gregory J; Gage, Greg; Marzullo, Timothy C; Marzullo, Timothy; Prieto-Godino, Lucia L; Euler, Thomas		PLoS biology	13	3	e1002086	2015	2015 Mar	English	2	50	The introduction of affordable, consumer-oriented 3-D printers is a milestone in the current "maker movement," which has been heralded as the next industrial revolution. Combined with free and open sharing of detailed design blueprints and accessible development tools, rapid prototypes of complex products can now be assembled in one's own garage--a game-changer reminiscent of the early days of personal computing. At the same time, 3-D printing has also allowed the scientific and engineering community to build the "little things" that help a lab get up and running much faster and easier than ever before.		Werner Reichardt Centre for Integrative Neuroscience (CIN), University of Tubingen, Tubingen, Germany; Bernstein Centre for Computational Neuroscience, University of Tubingen, Tubingen, Germany; Institute for Ophthalmic Research, University of Tubingen, Tubingen, Germany; TReND in Africa gUG, Tubingen, Germany.; Werner Reichardt Centre for Integrative Neuroscience (CIN), University of Tubingen, Tubingen, Germany; Bernstein Centre for Computational Neuroscience, University of Tubingen, Tubingen, Germany; TReND in Africa gUG, Tubingen, Germany; Hertie Institute for Clinical Brain research, University of Tubingen, Tubingen, Germany; Graduate School of Neural and Behavioural Sciences, International Max Planck Research School, University of Tubingen, Germany.; Backyard Brains, Ann Arbor, Michigan, United States of America.; TReND in Africa gUG, Tubingen, Germany; Centre for Integrative Genomics, University of Lausanne, Lausanne, Switzerland.; Werner Reichardt Centre for Integrative Neuroscience (CIN), University of Tubingen, Tubingen, Germany; Bernstein Centre for Computational Neuroscience, University of Tubingen, Tubingen, Germany; Institute for Ophthalmic Research, University of Tubingen, Tubingen, Germany.	Gage, Greg/J-4467-2019	Gage, Greg/0000-0002-8672-3212; Prieto-Godino, Lucia L/0000-0002-2980-362X; Maia Chagas, Andre/0000-0003-2609-3017; Baden, Tom/0000-0003-2808-4210; Euler, Thomas/0000-0002-4567-6966	Developing Countries. Female. Humans. Information Dissemination / *ethics. Laboratories. Male. Printing, Three-Dimensional / economics; *instrumentation; supply & distribution. *Software	Index Medicus							Psychology; Behavioral Sciences; Medical Ethics; Computer Science (provided by Clarivate Analytics)	1545-7885	101183755	United States	R44 MH093334 / NIMH NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)		MEDLINE			 / 18 Jan 2016 / 02 Feb 2019	Erratum in: PLoS Biol. 2015 May;13(5):e1002175 / PMID: 25996924 / Gage, Greg [corrected to Gage, Gregory J]; Marzullo, Timothy [corrected Marzullo, Timothy C]	20 Mar 2015		10.1371/journal.pbio.1002086	MEDLINE:25794301	DOAJ Gold, Green Published, Green Accepted			2020-04-16
J	26294501	Journal Article	Embedded systems for supporting computer accessibility.		Mulfari, Davide; Celesti, Antonio; Fazio, Maria; Villari, Massimo; Puliafito, Antonio		Studies in health technology and informatics	217		378-85	2015	2015 	English	0	0	Nowadays, customized AT software solutions allow their users to interact with various kinds of computer systems. Such tools are generally available on personal devices (e.g., smartphones, laptops and so on) commonly used by a person with a disability. In this paper, we investigate a way of using the aforementioned AT equipments in order to access many different devices without assistive preferences. The solution takes advantage of open source hardware and its core component consists of an affordable Linux embedded system: it grabs data coming from the assistive software, which runs on the user's personal device, then, after processing, it generates native keyboard and mouse HID commands for the target computing device controlled by the end user. This process supports any operating system available on the target machine and it requires no specialized software installation; therefore the user with a disability can rely on a single assistive tool to control a wide range of computing platforms, including conventional computers and many kinds of mobile devices, which receive input commands through the USB HID protocol.		DICIEAMA, Faculty of Engineering, University of Messina (Italy), email: (dmulfari,acelesti,mfazio,mvillari,apuliafito)@unime.it.	Puliafito, Antonio/H-7823-2016; CELESTI, ANTONIO/C-6121-2016	Puliafito, Antonio/0000-0003-0385-2711; CELESTI, ANTONIO/0000-0001-9003-6194; Fazio, Maria/0000-0003-3574-1848; VILLARI, Massimo/0000-0001-9457-0677	Humans. Mobile Applications. *Self-Help Devices / psychology; standards. *Software Design. *User-Computer Interface	Health Technology Assessment							Computer Science (provided by Clarivate Analytics)	0926-9630	9214582	Netherlands			MEDLINE			 / 19 Apr 2017 / 19 Apr 2017					MEDLINE:26294501				2020-04-16
J	26737875	Comparative Study; Journal Article	3D vs 2D laparoscopic systems: Development of a performance quantitative validation model.		Ghedi, Andrea; Donarini, Erica; Lamera, Roberta; Sgroi, Giovanni; Turati, Luca; Ercole, Cesare		Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference	2015		6884-7	2015	2015 	English	0	0	BACKGROUND: The new technology ensures 3D laparoscopic vision by adding depth to the traditional two dimensions. This realistic vision gives the surgeon the feeling of operating in real space. Hospital of Treviglio-Caravaggio isn't an university or scientific institution; in 2014 a new 3D laparoscopic technology was acquired therefore it led to evaluation of the of the appropriateness in term of patient outcome and safety. The project aims at achieving the development of a quantitative validation model that would ensure low cost and a reliable measure of the performance of 3D technology versus 2D mode. In addition, it aims at demonstrating how new technologies, such as open source hardware and software and 3D printing, could help research with no significant cost increase. For these reasons, in order to define criteria of appropriateness in the use of 3D technologies, it was decided to perform a study to technically validate the use of the best technology in terms of effectiveness, efficiency and safety in the use of a system between laparoscopic vision in 3D and the traditional 2D.METHODS: 30 surgeons were enrolled in order to perform an exercise through the use of laparoscopic forceps inside a trainer. The exercise consisted of having surgeons with different level of seniority, grouped by type of specialization (eg. surgery, urology, gynecology), exercising videolaparoscopy with two technologies (2D and 3D) through the use of a anthropometric phantom. The target assigned to the surgeon was that to pass "needle and thread" without touching the metal part in the shortest time possible. The rings selected for the exercise had each a coefficient of difficulty determined by depth, diameter, angle from the positioning and from the point of view.RESULTS: The analysis of the data collected from the above exercise has mathematically confirmed that the 3D technique ensures a learning curve lower in novice and greater accuracy in the performance of the task with respect to 2D.				Sgroi, Giovanni/0000-0003-4956-124X; Turati, Luca/0000-0002-6958-6682	Humans. Imaging, Three-Dimensional / *methods. Laparoscopy / *methods. *Models, Theoretical. Phantoms, Imaging. Reproducibility of Results. Time Factors. Touch	Index Medicus							Computer Science; Radiology, Nuclear Medicine & Medical Imaging; Surgery; Medical Laboratory Technology; Behavioral Sciences; Neurosciences & Neurology; Psychology (provided by Clarivate Analytics)	1557-170X	101243413	United States			MEDLINE			 / 19 Sep 2016 / 07 Jan 2016				10.1109/EMBC.2015.7319975	MEDLINE:26737875				2020-04-16
J	26213614	Journal Article	An open ecosystem engagement strategy through the lens of global food safety.		Stacey, Paul; Fons, Garin; Bernardo, Theresa M		F1000Research	4		129	2015	2015 	English	1	1	The Global Food Safety Partnership (GFSP) is a public/private partnership established through the World Bank to improve food safety systems through a globally coordinated and locally-driven approach. This concept paper aims to establish a framework to help GFSP fully leverage the potential of open models. In preparing this paper the authors spoke to many different GFSP stakeholders who asked questions about open models such as: what is it?what's in it for me?why use an open rather than a proprietary model?how will open models generate equivalent or greater sustainable revenue streams compared to the current "traditional" approaches? This last question came up many times with assertions that traditional service providers need to see opportunity for equivalent or greater revenue dollars before they will buy-in. This paper identifies open value propositions for GFSP stakeholders and proposes a framework for creating and structuring that value. Open Educational Resources (OER) were the primary open practice GFSP partners spoke to us about, as they provide a logical entry point for collaboration. Going forward, funders should consider requiring that educational resources and concomitant data resulting from their sponsorship should be open, as a public good. There are, however, many other forms of open practice that bring value to the GFSP. Nine different open strategies and tactics (Appendix A) are described, including: open content (including OER and open courseware), open data, open access (research), open government, open source software, open standards, open policy, open licensing and open hardware. It is recommended that all stakeholders proactively pursue "openness" as an operating principle. This paper presents an overall GFSP Open Ecosystem Engagement Strategy within which specific local case examples can be situated. Two different case examples, China and Colombia, are presented to show both project-based and crowd-sourced, direct-to-public paths through this ecosystem.		Creative Commons, Mountain View, CA, 94042, USA.; Center for Open Educational Resources and Language Learning (COERLL), University of Texas at Austin, Austin, TX, 78712, USA.; College of Veterinary Medicine, Michigan State University, East Lansing, MI, 48824, USA.					Creative Commons; OER, open access; food safety; knowledge sharing; open data; open educational resources; open policy							2046-1402	101594320	England		NLM	PubMed-not-MEDLINE			 / 27 Jul 2015 / 20 Feb 2017		27 May 2015		10.12688/f1000research.6123.1	MEDLINE:26213614	DOAJ Gold, Green Published			2020-04-16
J	25337742	Journal Article; Research Support, Non-U.S. Gov't	A novel low-cost open-hardware platform for monitoring soil water content and multiple soil-air-vegetation parameters.		Bitella, Giovanni; Rossi, Roberta; Bochicchio, Rocco; Perniola, Michele; Amato, Mariana		Sensors (Basel, Switzerland)	14	10	19639-59	2014	2014 Oct 21	English	1	89	Monitoring soil water content at high spatio-temporal resolution and coupled to other sensor data is crucial for applications oriented towards water sustainability in agriculture, such as precision irrigation or phenotyping root traits for drought tolerance. The cost of instrumentation, however, limits measurement frequency and number of sensors. The objective of this work was to design a low cost "open hardware" platform for multi-sensor measurements including water content at different depths, air and soil temperatures. The system is based on an open-source ARDUINO microcontroller-board, programmed in a simple integrated development environment (IDE). Low cost high-frequency dielectric probes were used in the platform and lab tested on three non-saline soils (ECe1: 2.5 < 0.1 mS/cm). Empirical calibration curves were subjected to cross-validation (leave-one-out method), and normalized root mean square error (NRMSE) were respectively 0.09 for the overall model, 0.09 for the sandy soil, 0.07 for the clay loam and 0.08 for the sandy loam. The overall model (pooled soil data) fitted the data very well (R2 = 0.89) showing a high stability, being able to generate very similar RMSEs during training and validation (RMSE(training) = 2.63; RMSE(validation) = 2.61). Data recorded on the card were automatically sent to a remote server allowing repeated field-data quality checks. This work provides a framework for the replication and upgrading of a customized low cost platform, consistent with the open source approach whereby sharing information on equipment design and software facilitates the adoption and continuous improvement of existing technologies.		School of Agriculture, Forestry, Food and Environmental Sciences, University of Basilicata, Potenza 85100, Italy. gianfranco.bitella@gmail.com.; Consiglio per la Ricerca e la sperimentazione in Agricoltura-Research Unit for Cropping Systems in Dry Environments (CRA-SCA), Bari 70125, Italy. roberta.rossi@entecra.it.; School of Agriculture, Forestry, Food and Environmental Sciences, University of Basilicata, Potenza 85100, Italy. bochicchiorocco@gmail.com.; School of Agriculture, Forestry, Food and Environmental Sciences, University of Basilicata, Potenza 85100, Italy. michele.perniola@unibas.it.; School of Agriculture, Forestry, Food and Environmental Sciences, University of Basilicata, Potenza 85100, Italy. mariana.amato@unibas.it.		AMATO, Mariana/0000-0003-0179-8969	*Agriculture. Equipment Design. Plant Roots. Software. Soil / *chemistry. Water / *chemistry	Index Medicus				0 / Soil. 059QF0KO0R / Water			Agriculture; Plant Sciences; Computer Science; Environmental Sciences & Ecology (provided by Clarivate Analytics)	1424-8220	101204366	Switzerland		NLM	MEDLINE			 / 29 Jun 2015 / 16 Nov 2017		21 Oct 2014		10.3390/s141019639	MEDLINE:25337742	DOAJ Gold, Green Published			2020-04-16
J	24823494	Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.	Getting started with open-hardware: development and control of microfluidic devices.		da Costa, Eric Tavares; Mora, Maria F; Willis, Peter A; do Lago, Claudimir L; Jiao, Hong; Garcia, Carlos D		Electrophoresis	35	16	2370-7	2014	2014 Aug (Epub 2014 Jul 14)	English	2	89	© 2014 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.Understanding basic concepts of electronics and computer programming allows researchers to get the most out of the equipment found in their laboratories. Although a number of platforms have been specifically designed for the general public and are supported by a vast array of on-line tutorials, this subject is not normally included in university chemistry curricula. Aiming to provide the basic concepts of hardware and software, this article is focused on the design and use of a simple module to control a series of PDMS-based valves. The module is based on a low-cost microprocessor (Teensy) and open-source software (Arduino). The microvalves were fabricated using thin sheets of PDMS and patterned using CO2 laser engraving, providing a simple and efficient way to fabricate devices without the traditional photolithographic process or facilities. Synchronization of valve control enabled the development of two simple devices to perform injection (1.6 ± 0.4 muL/stroke) and mixing of different solutions. Furthermore, a practical demonstration of the utility of this system for microscale chemical sample handling and analysis was achieved performing an on-chip acid-base titration, followed by conductivity detection with an open-source low-cost detection system. Overall, the system provided a very reproducible (98%) platform to perform fluid delivery at the microfluidic scale.		Department of Chemistry, The University of Texas at San Antonio, San Antonio, TX, USA; Departamento de Quimica Fundamental, Instituto de Quimica, Universidade de Sao Paulo, Sao Paulo, Brazil.	Willis, Peter A/I-6621-2012; Mora, Maria F/C-9753-2009; da Costa, Eric/D-5387-2012; Lago, Claudimir Lucio do/A-1852-2008; da Costa, Eric Tavares/S-7114-2019; Garcia, Carlos/A-8681-2008	Willis, Peter A/0000-0001-5394-1101; da Costa, Eric/0000-0003-4489-3501; Lago, Claudimir Lucio do/0000-0003-1542-4343; da Costa, Eric Tavares/0000-0003-4489-3501; Garcia, Carlos/0000-0002-7583-5585	Dimethylpolysiloxanes / chemistry. Equipment Design. Lasers. Microfluidic Analytical Techniques / *instrumentation. Microtechnology / methods. Software	Index Medicus	Open-source; PDMS; Valves			0 / Dimethylpolysiloxanes			Optics; Physics; Chemistry; Science & Technology - Other Topics; Computer Science (provided by Clarivate Analytics)	1522-2683	8204476	Germany	G12 MD007591 / NIMHD NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute on Minority Health & Health Disparities (NIMHD). G12MD007591 / NIMHD NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute on Minority Health & Health Disparities (NIMHD)	NLM; NLM	MEDLINE			 / 31 Mar 2015 / 20 Feb 2017		14 Jul 2014		10.1002/elps.201400128	MEDLINE:24823494	Green Accepted			2020-04-16
J	24535453	Journal Article	Open-source hardware and software and web application for gamma dose rate network operation.		Luff, R; Zahringer, M; Harms, W; Bleher, M; Prommer, B; Stohlker, U		Radiation protection dosimetry	160	4	252-8	2014	2014 Aug (Epub 2014 Feb 16)	English	2	11	© The Author 2014. Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oup.com.The German Federal Office for Radiation Protection operates a network of about 1800 gamma dose rate stations as a part of the national emergency preparedness plan. Each of the six network centres is capable of operating the network alone. Most of the used hardware and software have been developed in-house under open-source license. Short development cycles and close cooperation between developers and users ensure robustness, transparency and fast maintenance procedures, thus avoiding unnecessary complex solutions. This also reduces the overall costs of the network operation. An easy-to-expand web interface has been developed to make the complete system available to other interested network operators in order to increase cooperation between different countries. The interface is also regularly in use for education during scholarships of trainees supported, e.g. by the 'International Atomic Energy Agency' to operate a local area dose rate monitoring test network.		Bundesamt fur Strahlenschutz (Federal Office for Radiation Protection), Willy-Brandt-StraSSe 5, 38226 Salzgitter, Germany rluff@bfs.de.; Bundesamt fur Strahlenschutz (Federal Office for Radiation Protection), Willy-Brandt-StraSSe 5, 38226 Salzgitter, Germany.			Computers / *utilization. *Gamma Rays. Humans. *Internet. *Radiation Monitoring. Radiation Protection. Radioactive Pollutants / *analysis. *Software	Index Medicus				0 / Radioactive Pollutants			Computer Science; Physics; Public, Environmental & Occupational Health; Nuclear Science & Technology; Toxicology; Environmental Sciences & Ecology (provided by Clarivate Analytics)	1742-3406	8109958	England			MEDLINE			 / 30 Mar 2015 / 01 Aug 2014		16 Feb 2014		10.1093/rpd/ncu012	MEDLINE:24535453				2020-04-16
J	24286701	Journal Article; Research Support, N.I.H., Extramural	StimSync: open-source hardware for behavioral and MRI experiments.		Rorden, Christopher; Hanayik, Taylor		Journal of neuroscience methods	227		90-9	2014	2014 Apr 30 (Epub 2013 Nov 25)	English	1	20	Copyright © 2014. Published by Elsevier B.V.BACKGROUND: Many neuroscience experiments rely on presenting stimuli and measuring participants' responses to these events. Often computer screens, speakers and keyboards are sufficient. However, these devices are not appropriate for some situations. For example, some studies present tactile or olfactory stimuli or brain stimulation. Likewise, keyboard buttons are not appropriate for use with vocal responses, small animals or individuals with motor impairments.NEW METHOD: We describe StimSync, which simulates USB keyboard inputs, allowing use with most experimental software. StimSync can measure button presses, optical signals from magnetic resonance imaging systems, changes in ambient light (e.g. synchronizing intracranial electrography), and auditory events (a voice key). In addition to the USB keyboard mode (necessarily millisecond precision), StimSync can also be set to provide higher precision timing. This feature can be used to validate timing, ensuring event synchronization (e.g. auditory events, visual events, brain stimulation). In addition to recording inputs, StimSync provides seven digital outputs for controlling external devices. Finally, StimSync can record analog inputs; we illustrate how this can be used to evaluate the rise time for computer displays.RESULTS: We observed outputs with a mean latency of 2.1ms (sd=0.17ms) and USB inputs with a mean latency of 2ms (sd=0.54ms).COMPARISON WITH EXISTING METHOD(S): StimSync statistically outperforms two professional solutions and numerically outperforms other devices described in the literature.CONCLUSIONS: StimSync (http://www.mccauslandcenter.sc.edu/CRNL/tools/stimsync) provides an open-source solution for controlling and validating neuroscience experiments. In addition to sharing the design, we have produced a batch of devices to demonstrate the market for professional implementations.		Department of Psychology, University of South Carolina, Columbia, SC 290208, USA; McCausland Center for Brain Imaging, University of South Carolina, Columbia, SC 290208, USA. Electronic address: Rorden@sc.edu.; Department of Psychology, University of South Carolina, Columbia, SC 290208, USA; McCausland Center for Brain Imaging, University of South Carolina, Columbia, SC 290208, USA.		Hanayik, Taylor/0000-0003-0751-9844; Rorden, Chris/0000-0002-7554-6142	Animals. *Behavior. Brain / *physiology. *Computers. Humans. Image Processing, Computer-Assisted / instrumentation; methods. Magnetic Resonance Imaging / *instrumentation; *methods. Reaction Time. Reproducibility of Results. Software	Index Medicus	Custom response device; Human and animal responses; Magnetic resonance imaging; Motor-evoked potential; Open source hardware; Stimulus synchronization						Psychology; Behavioral Sciences; Neurosciences & Neurology; Computer Science; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging (provided by Clarivate Analytics)	1872-678X	7905558	Netherlands	R01 DC009571 / NIDCD NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute on Deafness & Other Communication Disorders (NIDCD)		MEDLINE			 / 24 Nov 2014 / 26 Oct 2015		25 Nov 2013		10.1016/j.jneumeth.2013.11.017	MEDLINE:24286701				2020-04-16
J	24476879	Letter	Laboratory equipment: Cut costs with open-source hardware.		Pearce, Joshua M		Nature	505	7485	618	2014	2014 Jan 30	English	0	16			Michigan Technological University, USA.	Pearce, Joshua M/D-2052-2010; Pearce, J.M/C-9240-2013	Pearce, J.M/0000-0001-9802-3056	*Cost Savings. Databases, Factual. Equipment and Supplies / *economics. Laboratories / *economics	Index Medicus							Business & Economics; Medical Informatics (provided by Clarivate Analytics)	1476-4687	0410462	England			MEDLINE			 / 18 Feb 2014 / 20 Feb 2017				10.1038/505618d	MEDLINE:24476879	Bronze			2020-04-16
J	24855446	Journal Article	Open source data logger for low-cost environmental monitoring.		Baker, Ed		Biodiversity data journal		2	e1059	2014	2014 	English	0	0	The increasing transformation of biodiversity into a data-intensive science has seen numerous independent systems linked and aggregated into the current landscape of biodiversity informatics. This paper outlines how we can move forward with this programme, incorporating real time environmental monitoring into our methodology using low-power and low-cost computing platforms.		The Natural History Museum, London, United Kingdom.		Baker, Edward/0000-0002-5887-9543			Arduino; Ethernet; big data; environmental monitoring; humidity; internet of things; open hardware; open source; temperature							1314-2828	101619899	Bulgaria		NLM	PubMed-not-MEDLINE			 / 23 May 2014 / 20 Feb 2017		11 Feb 2014		10.3897/BDJ.2.e1059	MEDLINE:24855446	DOAJ Gold, Green Published			2020-04-16
J	24043254	Journal Article; Research Support, N.I.H., Extramural	Three-dimensional printing physiology laboratory technology.		Sulkin, Matthew S; Widder, Emily; Shao, Connie; Holzem, Katherine M; Gloschat, Christopher; Gutbrod, Sarah R; Efimov, Igor R		American journal of physiology. Heart and circulatory physiology	305	11	H1569-73	2013	2013 Dec 01 (Epub 2013 Sep 16)	English	1	26	Since its inception in 19th-century Germany, the physiology laboratory has been a complex and expensive research enterprise involving experts in various fields of science and engineering. Physiology research has been critically dependent on cutting-edge technological support of mechanical, electrical, optical, and more recently computer engineers. Evolution of modern experimental equipment is constrained by lack of direct communication between the physiological community and industry producing this equipment. Fortunately, recent advances in open source technologies, including three-dimensional printing, open source hardware and software, present an exciting opportunity to bring the design and development of research instrumentation to the end user, i.e., life scientists. Here we provide an overview on how to develop customized, cost-effective experimental equipment for physiology laboratories.		Department of Biomedical Engineering, Washington University in Saint Louis, Saint Louis, Missouri.	Efimov, Igor R/B-8040-2010; Holzem, Katherine/C-2060-2014; Efimov, Igor/R-5544-2017	Efimov, Igor R/0000-0002-1483-5039; Efimov, Igor/0000-0002-1483-5039	Animals. *Computer-Aided Design. Equipment Design. Heart / *anatomy & histology. Humans. *Imaging, Three-Dimensional. *Laboratories. Physiology / instrumentation; *methods. Printing / instrumentation; *methods. Species Specificity	Index Medicus	3-D printing; heart physiology; open source manufacturing; optical mapping						Computer Science; Cardiovascular System & Cardiology; Radiology, Nuclear Medicine & Medical Imaging; Physiology; Information Science & Library Science; Immunology (provided by Clarivate Analytics)	1522-1539	100901228	United States	R21-HL-108617 / NHLBI NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Heart Lung & Blood Institute (NHLBI). R01-HL-095010 / NHLBI NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Heart Lung & Blood Institute (NHLBI). R01-EB-008999 / NIBIB NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Biomedical Imaging & Bioengineering (NIBIB). F30 HL114310 / NHLBI NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Heart Lung & Blood Institute (NHLBI). R21-HL-112278 / NHLBI NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Heart Lung & Blood Institute (NHLBI). R01-HL-114395 / NHLBI NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Heart Lung & Blood Institute (NHLBI)	NLM	MEDLINE			 / 30 Jan 2014 / 19 Oct 2016		16 Sep 2013		10.1152/ajpheart.00599.2013	MEDLINE:24043254	Green Published			2020-04-16
