"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z88HZ5U9","journalArticle","2013","Berdahl, Edgar; Kontogeorgakopoulos, Alexandros","The FireFader: Simple, Open-Source, and Reconfigurable Haptic Force Feedback for Musicians","COMPUTER MUSIC JOURNAL","","0148-9267","10.1162/COMJ_a_00166","","The FireFader is a simple haptic force-feedback device that is optimized for introducing musicians to haptics. It is based upon a single-degree-of-freedom potentiometer fader coupled to a DC motor, also known as a “motorized fader.” A light is connected in parallel with the motor to help communicate the force's strength visually. The FireFader consists of only open-source hardware and open-source software elements. Consequently, it is relatively easy for users to repurpose it into new projects involving varying kinds and numbers of motors and sensors. An open-source device driver for the FireFader allows it to be linked to a computer via USB so that the computer can perform the feedback control calculations. For example, the computer can simulate the acoustics of a virtual musical instrument to concurrently synthesize sound and calculate the motor force as a function of the fader position. The serial connection over USB increases the latency of the control signal compared to embedded implementations, but the serial connection facilitates easier programming via the computer, and the force feedback can be automatically disabled when the user is not touching the fader. Some new devices derived from the FireFader design are presented.","2013","2020-02-03 22:14:28","2020-02-03 22:14:28","","23-34","","1","37","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9X6YY2AR","journalArticle","2013","Flores, Federico; Rondanelli, Roberto; Diaz, Marcos; Querel, Richard; Mundnich, Karel; Herrera, Luis Alberto; Pola, Daniel; Carricajo, Tomas","THE LIFE CYCLE OF A RADIOSONDE","BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","","0003-0007","10.1175/BAMS-D-11-00163.1","","THE LIFE CYCLE OF A RADIOSONDE The development of scientific instruments Was, only a few years ago, confined to universities and electronics companies having highly specialized human and/or technical resources. With the advent of open hardware initiatives, engineers, scientists, hobbyists, and even people with limited electronic skills have been able to tinker with complex electronic systems. Taking advantage of these inexpensive and widely available tools and in the context of an engineering project class for undergraduates, the authors set about building a working radiosonde prototype from the ground up, based on an open hardware platform and easily accessible components. As a result, a fully functional radiosonde has been built that measures, records, and transmits pressure, temperature, humidity, and wind, plus a small camera that stores images on a flash card. A release system was also developed so that the radiosonde can be detached from a balloon upon reaching a certain height, pressure level, or flight time. Once it is released., one can attempt the recovery of the radiosonde with the help of a precalculated trajectory using a numerical mesoscale forecasting model and visualization software. The performance of the sonde Was compared with two commercial radiosondes using climate chambers and two field launches. This paper also discusses some of the more interesting capabilities foreseeable for such a platform: 1) collaboration between meteorology and engineering departments in both education and research, and 2) development of a flexible hardware platform that allows for an effective way to compare different commercially available sensors and to easily integrate new prototype sensors. (Page 187)","2013-02","2020-02-03 22:14:28","2020-02-03 22:14:28","","187+","","2","94","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWMECJCC","journalArticle","2013","Vona, Marsette; Shekar, N. H.","Teaching Robotics Software With the Open Hardware Mobile Manipulator","IEEE TRANSACTIONS ON EDUCATION","","0018-9359","10.1109/TE.2012.2218657","","The open hardware mobile manipulator (OHMM) is a new open platform with a unique combination of features for teaching robotics software and algorithms. On-board low- and high-level processors support real-time embedded programming and motor control, as well as higher-level coding with contemporary libraries. Full hardware designs and software source codes are available under free licenses enabling the community to adapt and update the design as the field (and available hardware) evolves. Digital manufacturing (3-D printing and laser cutting) methods, now available as low-cost Internet services, enable OHMM to be easily modified and to be built from scratch for a competitive price. Five hands-on curriculum modules are presented that use OHMM to teach robotics software and algorithms at the undergraduate and graduate levels, and results are presented based on student performance and feedback.","2013-02","2020-02-03 22:14:29","2020-02-03 22:14:29","","42-47","","1, SI","56","","","","","","","","","","English","","","","","","","","","","","open hardware; Digital manufacturing; educational robot; embedded computing; mobile manipulation; visual servoing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6IATMEU","conferencePaper","2013","Pittini, Riccardo; Zhang, Zhe; Andersen, Michael A. E.","An Interface Board for Developing Control Loops in Power Electronics Based on Microcontrollers and DSPs Cores -Arduino /ChipKit /dsPIC /DSP /TI Piccolo","2013 IEEE 14TH WORKSHOP ON CONTROL AND MODELING FOR POWER ELECTRONICS (COMPEL)","978-1-4673-4916-1 978-1-4673-4914-7","","","","In this paper a new control-interface card for developing simple control loops and generating test signals for power electronic converters is presented. The control board can operate with two computational cores (Texas Instruments and Microchip) allowing using the preferred DSP architecture and development environment. Moreover, the interface board can operate with open hardware Arduino-like boards such as the ChipKit Uno32. The paper also describes how to enhance the performance of a ChipKit Uno32 with a dsPIC obtaining a more suitable solution for power electronics. The basic blocks and interfaces of the boards are presented in detail as well as the board main specifications. The board operation has been tested with three core platforms: TI Piccolo controlSTICK, a Microchip dsPIC and a ChipKit Uno32 (Arduino-like platform). The board was used for generating test signals for characterizing 1200 V Si and SiC power semiconductors. A 6 kW dc-dc converter prototype is presented; the converter is based on the developed interface board.","2013","2020-02-03 22:14:29","2020-02-03 22:14:29","","","","","","","","","IEEE Workshop on Control and Modeling for Power Electronics","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGH46N3B","conferencePaper","2013","Zhao, Tao; Mao, Jianbiao; Huang, Jinfeng","RNP: A Remote-desktop Based NetMagic Remote Debugging Platform","2013 FOURTH WORLD CONGRESS ON SOFTWARE ENGINEERING (WCSE)","978-1-4799-2882-8","","10.1109/WCSE.2013.48","","The paper presents a remote-desktop based NetMagic remote debugging RNP (Remote-desktop based NetMagic Remote Debugging Platform) model for the situation that hardware programming experiment is not often conducted in the network innovation experiment and teaching. It allows researchers to operate NetMagic remotely, which is a kind of open source hardware network study experiment platform, using the remote-desktop key technology. Additionally, we preliminarily implemented the remote debugging platform based on this model and verified the key technology of the remote-desktop connection. The work of this paper has an important guiding significance for the network innovation experiment and teaching.","2013","2020-02-03 22:14:29","2020-02-03 22:14:29","","261-265","","","","","","","World Congress on Software Engineering (WCSE)","","","","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","English","","","","","","","","","","","NetMagic; remote debugging; remote desktop; RNP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22BM2GTR","conferencePaper","2013","Bardaji, R.; Piera, J.","Low-cost moored instrumentation for citizens' education and participation in environmental stewardship","2013 MTS/IEEE OCEANS - BERGEN","978-1-4799-0000-8 978-1-4799-0002-2","","","","One goal of the Citclops European project is to approach citizens and improve their understanding of aquatic environmental observations and monitoring for the enhancement of community decision-making and cooperative planning. As a potential solution to estimate water transparency related parameters, a low cost instrument is proposed, integrating quasi-digital optical sensors in the open-hardware Arduino platform.","2013","2020-02-03 22:14:30","2020-02-03 22:14:30","","","","","","","","","OCEANS-IEEE","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","Low cost sensors; Buoy technology; Do it yourself; Oceanographic instrumentation and sensors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VKKKD8L","conferencePaper","2013","Burki, Jehanzeb; Malik, Fahad; Mushtaq, Mudassar","GSM Downlink Protocol Analysis and Decoding using Open-Source Hardware and Software","2013 2ND NATIONAL CONFERENCE ON INFORMATION ASSURANCE (NCIA)","978-1-4799-1288-9 978-1-4799-1288-9","","","","Since its introduction in 1992, Global System for Mobile Communications (GSM) has evolved to become a worldwide standard in mobile telephony. Security in GSM, albeit being one of the most important issues, has not yet been scrutinized to a level it deserves owing mainly to the expensive hardware requirements and lack of thorough understanding of GSM protocols in general. This scenario is changing significantly with the growing rate of development of open-source tools, which can serve to harness the RF signaling and enable processing on a general purpose workstation. In this paper, these open-source tools are utilized to study the feasibility of developing a GSM Protocol Analyzer and investigating the theoretical security protocols and procedures through practical implementation of such system. Universal Software Programmable Radio Peripheral (USRP) was selected as the RF frontend for the protocol analyzer. The USRP is a general purpose, open-hardware transceiver that can be linked to a workstation via an RJ45 Gigabit Ethernet link. Various open-source software, based primarily on GNU Radio, are then utilized to synchronize, demodulate and decode the received signal.","2013","2020-02-03 22:14:30","2020-02-03 22:14:30","","39-46","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","open-source; GSM; AirProbe; Ethical hacking; GNU Radio; GSM Protocol Analysis; Software Defined Radio; USRP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUCNKDBE","conferencePaper","2013","Bozicevic, Mislav; Radovan, Aleksander","A HTTP-Enabled Cryptographically Secure Hardware Random Number Generator","2013 36TH INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS (MIPRO)","978-953-233-076-2","","","","A cryptographically secure hardware HTTP enabled random number generator based on a nondeterministic entropy source has been implemented using open source hardware development kit. Internally, randomness is distilled from the entropy source using Algorithm M where modified-RC4-based and BLAKE-512-as-counter-mode pseudo-random number stream generators are combined. Users access the device via HTTP on a TCP/IP network and platform specific device drivers are not required. The random number files were tested using stringent statistical tests including DIEHARD, STS 2.1.1, dieharder 3.31.1, TestU01 1.2.3 SmallCrush and ENT. Emphasis was put on low cost of hardware.","2013","2020-02-03 22:14:30","2020-02-03 22:14:30","","1268-1272","","","","","","","","","","","CROATIAN SOC INF & COMMUN TECHNOL, ELECTRONICS & MICROELECTRONICS-MIPRO","KRUZNA 8-II, PO BOX 303, RIJEKA, HR-51001, CROATIA","English","","","","","","","","","","","","","Biljanovic, P and Butkovic, Z and Skala, K and Golubic, S and CicinSain, M and Sruk, V and Ribaric, S and Hutinski, Z and Baranovic, M and Tijan, E and Mauher, M and Bombek, I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBEJM5CJ","conferencePaper","2013","Urien, Pascal","Cloud of Secure Elements Perspectives for Mobile and Cloud Applications Security","2013 IEEE CONFERENCE ON COMMUNICATIONS AND NETWORK SECURITY (CNS)","978-1-4799-0895-0","","","","This poster illustrates an emerging concept of Cloud of Secure Elements (CoSE) whose goal is to provide trusted computing resources to mobile and cloud applications according to open technologies driven by standards. The poster describes the CoSE platform that comprises mobile or fix terminals, grid of secure elements (GoSE) and administration entities based on global platform standards. It details two use cases for NFC capable smartphones and open hardware secure modules (HSM) facilities for cloud applications.","2013","2020-02-03 22:14:30","2020-02-03 22:14:30","","371-372","","","","","","","IEEE Conference on Communications and Network Security","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","P2P; NFC; Secure Element; Security; TLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2TAWKE5","conferencePaper","2013","Tihhomirov, Valentin; Tsepurov, Anton; Jenihhin, Maksim; Raik, Jaan; Ubar, Raimund","Assessment of Diagnostic Test for Automated Bug Localization","2013 14TH IEEE LATIN-AMERICAN TEST WORKSHOP (LATW2013)","978-1-4799-0597-3 978-1-4799-0595-9","","","","Statistical simulation based design error debug approaches strongly rely on quality of the diagnostic test. At the same time there exists no dedicated technique to perform its quality assessment and engineers are forced to rely on subjective figures such as verification test quality metrics or just the size of the diagnostic test. This paper has proposed two new approaches for assessing diagnostic capability of diagnostic tests for automated bug localization. The first approach relies on probabilistic simulation of diagnostic experiments. The second assessment method is based on calculating Hamming distances of the individual sub-tests in the diagnostic test set. The methods are computationally cheap and they provide for a measure of confidence in the localization results and allow estimating impact of the diagnostic test enhancement. The approach is implemented as a part of an open-source hardware design and debugging framework zamiaCAD. Experimental results with an industrial processor design and a set of documented bugs demonstrate feasibility and effectiveness of the proposed approach.","2013","2020-02-03 22:14:31","2020-02-03 22:14:31","","","","","","","","","Latin American Test Workshop","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","debug; design error localization; diagnostic test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UKLJVKG","conferencePaper","2013","Ormachea, O.; Abrahamse, A.; Tolavi, N.; Romero, F.; Urquidi, O.; Pearce, J. M.; Andrews, R.","Installation of a variable-angle spectrometer system for monitoring diffuse and global solar radiation","8TH IBEROAMERICAN OPTICS MEETING AND 11TH LATIN AMERICAN MEETING ON OPTICS, LASERS, AND APPLICATIONS","978-0-8194-9601-0","","10.1117/12.2025480","","We report on the design and installation of a spectrometer system for monitoring solar radiation in Cochabamba, Bolivia. Both the light intensity and the spectral distribution affect the power produced by a photovoltaic device. Local variations in the solar spectrum (especially compared to the AM1.5 standard) may have important implications for device optimization and energy yield estimation. The spectrometer system, based on an Ocean Optics USB4000 (300-900nm) spectrometer, was designed to increase functionality. Typically systems only record the global horizontal radiation. Our system moves a fiber-optic cable 0-90 degrees and takes measurements in 9 degree increments. Additionally, a shadow band allows measurement of the diffuse component of the radiation at each position. The electronic controls utilize an Arduino UNO microcontroller to synchronizes the movement of two PAP bipolar (stepper) motors with the activation of the spectrometer via an external trigger. The spectrometer was factory calibrated for wavelength and calibrated for absolute irradiance using a Sellarnet SL 1-Cal light source. We present preliminary results from data taken March-June, 2013, and comment on implications for PV devices in Cochabamba.","2013","2020-02-03 22:14:31","2020-02-03 22:14:31","","","","","8785","","","","Proceedings of SPIE","","","","SPIE-INT SOC OPTICAL ENGINEERING","1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA","English","","","","","","","","","","","Open source hardware; Photovoltaic energy yields; Spectral effects; Spectral radiation; Spectral variation","","Costa, MFPCM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2ALAPDW","conferencePaper","2013","Community, Paparazzi; Gati, Balazs","Open Source Autopilot for Academic Research - The Paparazzi System","2013 AMERICAN CONTROL CONFERENCE (ACC)","978-1-4799-0178-4","","","","Paparazzi is a free and open-source hardware and software project intended to create a flexible autopilot system for fixed-wing aircraft as well as multicopters by allowing and encouraging input from the community. In addition to the airborne hardware and software (from voltage regulators, IMU boards and GPS receivers to Kalman filtering code), the project includes an ever-expanding array of ground hardware and software including modems, antennas and a user-friendly ground control software interface with a simulation environment. The airborne software supports several microprocessor architectures and various hardware configurations. All hardware and software is open-source and freely available to anyone under the GNU licensing agreement. Currently, the Paparazzi project is developed mainly at ENAC University (Ecole Nationale de l'Aviation Civile) and the TU-Delft, but significant amount of work done by various open-source enthusiasts. The system has been used on dozens of airframes and implemented by several teams around the world. Thousands of hours of autonomous flight have been successfully achieved with the Paparazzi system on all continents including the Antarctic.","2013","2020-02-03 22:14:32","2020-02-03 22:14:32","","1478-1481","","","","","","","Proceedings of the American Control Conference","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MM6SYW5M","conferencePaper","2013","Carvajal, Gonzalo; Figueroa, Miguel; Trausmuth, Robert; Fischmeister, Sebastian","Atacama: An Open FPGA-based Platform for Mixed-Criticality Communication in Multi-Segmented Ethernet Networks","2013 IEEE 21ST ANNUAL INTERNATIONAL SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES (FCCM)","978-0-7695-4969-9 978-1-4673-6005-0","","10.1109/FCCM.2013.54","","Ethernet is widely recognized as an attractive networking technology for modern distributed real-time systems. However, standard Ethernet components require specific modifications and hardware support to provide strict latency guarantees necessary for safety-critical applications. Although this is a well-stated fact, the design of hardware components for real-time communication remains mostly unexplored. This becomes evident from the few solutions reporting prototypes and experimental validation, which hinders the consolidation of Ethernet in real-world distributed applications. This paper presents Atacama, the first open-source framework based on reconfigurable hardware for mixed-criticality communication in multi-segmented Ethernet networks. Atacama uses specialized modules for time-triggered communication of real-time data, which seamlessly integrate with a standard infrastructure using regular best-effort traffic. Atacama enables low and highly predictable communication latency on multi-segmented 1Gbps networks, easy optimization of devices for specific application scenarios, and rapid prototyping of new protocol characteristics. Researchers can use the open-source design to verify our results and build upon the framework, which aims to accelerate the development, validation, and adoption of Ethernet-based solutions in real-time applications.","2013","2020-02-03 22:14:32","2020-02-03 22:14:32","","121-128","","","","","","","Annual IEEE Symposium on Field-Programmable Custom Computing Machines","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","multi-segmented networks; open-source hardware design; Real-Time Ethernet; safety-critical systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBRQKHPS","journalArticle","2013","Kamogawa, Marcos Y.; Miranda, Jeova Correia","USE OF “ARDUINO” OPEN SOURCE HARDWARE FOR SOLENOID DEVICE ACTUATION IN FLOW ANALYSIS SYSTEMS","QUIMICA NOVA","","0100-4042","10.1590/S0100-40422013000800023","","This paper describes the use of the open source hardware platform, denominated “Arduino”, for controlling solenoid valves for solutions handling in flow analysis systems. System assessment was carried out by spectrophotometric determination of iron (II) in natural water. The sampling rate was estimated as 45 determinations per hour and the coefficient of variation was lower than 3%. Per determination, 208 mu g of 1-10-phenanthroline and ascorbic acid were consumed, generating 1.3 mL of waste. “Arduino” proved a reliable microcontroller with low cost and simple interfacing, allowing USB communication for solenoid device switching in flow systems.","2013","2020-02-03 22:14:32","2020-02-03 22:14:32","","1232-1235","","8","36","","","","","","","","","","Portuguese","","","","","","","","","","","binary sampling; multicommutation; serial port","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJ5NWL63","conferencePaper","2013","Sruthi, M. B.; Abirami, M.; Manikkoth, Akhil; Gandhiraj, R.; Soman, K. P.","Low cost digital transceiver design for Software Defined Radio using RTL-SDR","2013 IEEE INTERNATIONAL MULTI CONFERENCE ON AUTOMATION, COMPUTING, COMMUNICATION, CONTROL AND COMPRESSED SENSING (IMAC4S)","978-1-4673-5090-7 978-1-4673-5089-1","","","","The field of wireless communication has become the hottest area and Software Defined Radio (SDR) is revolutionizing it. By bringing much functionality as software, SDR reduces the cost of hardware maintenance and up-gradation. Open source hardware such as USRP (Universal Software Radio Peripheral) and software called GNU Radio-Companion are commonly used to do experiments in SDR. Since the cost of USRP is high, a low cost set up is needed which is affordable by the student community. In this paper a low cost alternative to USRP is proposed using RTL-SDR (Realtek Software Defined Radio) which is only used for reception. For transmitting purpose, a mixer circuit can be used to map the baseband signal to the band that can be received by RTL-SDR on the other end on Linux / Windows platform. Initially, the experiment is done in simulation. After that, it is tested with low cost hardware such as mixer and RTL-SDR. The cost for total transceiver system can be less than USD 100 which is 10 times less than the existing one.","2013","2020-02-03 22:14:33","2020-02-03 22:14:33","","852-855","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","SDR; USRP; GNU Radio-Companion; MIXER; RTL-SDR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJ9QD2DI","conferencePaper","2013","Budding, A.; Vaneker, T. H. J.; Winnubst, A. J. A.","Open source powder based rapid prototyping machine for ceramics","PROCEEDINGS OF THE SEVENTEENTH CIRP CONFERENCE ON ELECTRO PHYSICAL AND CHEMICAL MACHINING (ISEM)","","","10.1016/j.procir.2013.03.101","","3DP (Three Dimensional Printing) technology is one of the SFF (Solid Freeform Fabrication) technologies which have recently come into the spotlight due to its adaptability to various applications. However, commercial 3DP machines are limited as to the use of building material, without voiding the warranty on the machine. At the same time, a rise in domestic rapid prototyping machines is observed, but none of these machines use the 3DP process. Therefore, an open source 3DP machine is designed and built. In this study, the machine is discussed and the first experiments are carried out to create ceramic (alumina and zirconia) membranes with specific physical properties. The purpose for developing this machine was opening up the opportunity to investigate printing ceramic membranes and reactors. Were, contrary to many other applications, maximal compaction of the powder during deposition is not desirable, to maintain an open structure the walls of the printed object. The machine is able to deposit the powder with adjustable bulk density, which is used to alter the properties of the membrane. The design of the printer (drawings, electronic layout, software) is publicly released under an open source license, free for others to adapt, build and use, e.g. in academic research. (C) 2013 The Authors. Published by Elsevier B.V.","2013","2020-02-03 22:14:33","2020-02-03 22:14:33","","533-538","","","6","","","","Procedia CIRP","","","","ELSEVIER SCIENCE BV","SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","English","","","","","","","","","","","Open source hardware; Manufacturing systems; Rapid prototypes; Three Dimensional Printing","","Lauwers, B and Kruth, JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C53GDZ3","conferencePaper","2013","Abraham, Kirubakaran; Pandian, Shunmugham","A Low-cost Mobile Urban Environmental Monitoring System","FOURTH INTERNATIONAL CONFERENCE ON IN℡LIGENT SYSTEMS, MODELLING AND SIMULATION (ISMS 2013)","978-0-7695-4963-7 978-1-4673-5653-4","","10.1109/ISMS.2013.76","","The increasing pace of economic development and urbanization around the world has led to serious problems of environmental pollution, particularly from automobile emissions which contributes to Global Warming. In this paper, a low-cost mobile urban environmental monitoring system is proposed using off-the-shelf open source hardware and software. The system can be installed or used in public transport vehicles, particularly in school and college buses in countries like India. A pollution map of local and regional environments can be built from the data acquired, and displayed online leading to increased awareness of urban pollution problems. The system can also be used in situ in school and college buses to educate children and youth on emerging technologies like computer hardware, software, and web technologies. Results of prototype implementation are presented to illustrate the effectiveness of the approach.","2013","2020-02-03 22:14:33","2020-02-03 22:14:33","","659-664","","","","","","","Proceedings International Conference on Intelligent Systems Modelling Simulation","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","open source hardware; air quality sensors; database; web server","","AlDabass, D and Uthayopas, P and Sanguanpong, S and Niramitranon, J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8TACR69","conferencePaper","2013","Forconesi, Marco; Sutter, Gustavo; Lopez-Buedo, Sergio; Aracil, Javier","ACCURATE AND FLEXIBLE FLOW-BASED MONITORING FOR HIGH-SPEED NETWORKS","2013 23RD INTERNATIONAL CONFERENCE ON FIELD PROGRAMMABLE LOGIC AND APPLICATIONS (FPL 2013) PROCEEDINGS","978-1-4799-0004-6","","","","In this paper we present an FPGA-based architecture to export flows in 10 Gbps networks, implemented on the NetFPGA-10G platform. Flow-based monitoring is a powerful methodology to analyze and detect network issues, such as congested links or DDoS attacks. Our design provides the following advantages: (i) The architecture allows processing 10 Gbps links without sampling, even for the highest packet rate of 14.88 Mpps (Million packets per second) that corresponds to the shortest (64-byte) Ethernet frames; (ii) It is possible to manage up to 786,432 concurrent flows; (iii) The project is developed in an open-source hardware platform and the HDL code is open to the community; (iv) The proposed approach frees network routers from the burden of exporting flows.","2013","2020-02-03 22:14:34","2020-02-03 22:14:34","","","","","","","","","International Conference on Field Programmable and Logic Applications","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","Cardoso, JMP and Morrow, K and Diniz, PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4CDCQUY","conferencePaper","2013","Honegger, Dominik; Meier, Lorenz; Tanskanen, Petri; Pollefeys, Marc","An Open Source and Open Hardware Embedded Metric Optical Flow CMOS Camera for Indoor and Outdoor Applications","2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA)","978-1-4673-5641-1 978-1-4673-5643-5","","","","Robust velocity and position estimation at high update rates is crucial for mobile robot navigation. In recent years optical flow sensors based on computer mouse hardware chips have been shown to perform well on micro air vehicles. Since they require more light than present in typical indoor and outdoor low-light conditions, their practical use is limited. We present an open source and open hardware design (1) of an optical flow sensor based on a machine vision CMOS image sensor for indoor and outdoor applications with very high light sensitivity. Optical flow is estimated on an ARM Cortex M4 microcontroller in real-time at 250 Hz update rate. Angular rate compensation with a gyroscope and distance scaling using a ultrasonic sensor are performed onboard. The system is designed for further extension and adaption and shown in-flight on a micro air vehicle.","2013","2020-02-03 22:14:34","2020-02-03 22:14:34","","1736-1741","","","","","","","IEEE International Conference on Robotics and Automation ICRA","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SU2DIWR5","conferencePaper","2013","Sun, Ke; Yu, Yun; Zhou, Wancheng; Zhou, Guyue; Wang, Tao; Li, Zexiang","A low-cost and robust optical flow CMOS camera for velocity estimation","2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS (ROBIO)","","","","","This paper presents a robust velocity estimation algorithm applicable to low-cost monocular platform with a tri-axial gyroscope. The algorithm is developed based on PX4FLOW platform which is an open software and open hardware solution for monocular speed estimation. The paper provides three main contributions. The first is the improved robustness achieved by various methods including feature block selection, feed-forward rotation, motion compensation, failure case detection and filtering. The second contribution is the improved performance in terms of resolution and search range achieved by adaptive frame interval and advanced search algorithm. The final contribution is a systematical strategy for parameter selection to fully utilize the hardware resources and optimize the performance in different contexts. The performance was benchmarked against the PX4FLOW and GPS. Results indicated that the proposed algorithm achieved levels of robustness exceeding that of PX4FLOW in measuring velocity. Also, the integrated trajectory agreed with the position calculated by an on-board GPS system.","2013","2020-02-03 22:14:34","2020-02-03 22:14:34","","1181-1186","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WU5LLSD9","conferencePaper","2013","Zahedi, Edmond","Quick Deployment of Open-source Hardware and Software for a Dual-channel Biosignal Recorder","2013 IEEE INTERNATIONAL CONFERENCE ON SMART INSTRUMENTATION, MEASUREMENT AND APPLICATIONS (ICSIMA 2013)","978-1-4799-0843-1","","","","Access to a prototype during R&D can play a crucial role in early identification of the weaknesses in the design. Under circumstances that a particular commercial subsystem with the exact required specific features is unavailable, the realization of such a prototype can be delayed. In this paper, an example of rapid prototyping for a dual-channel biosignal data acquisition system based on the open-source concept is described. The selected biosignal is the finger photoplethysmogram. Except for Matlab, all other software components are open-source. The hardware design of the optical sensor utilized to record the signals is also open-source, making the system extremely affordable with the advantage of flexibility and customization. Precise timing of the samples allows for proper alignment and delay estimation between the acquired traces, useful in arterial stiffness studies. Although the results presented concern only two channels, the system has the ability to be expanded to six channels. Further possible expansions include the addition of custom filtering, on-board data compression and advanced GUI.","2013","2020-02-03 22:14:35","2020-02-03 22:14:35","","","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","Electronic rapid prototyping; medical vital signs; optical sensors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
