"","x"
"1903","getting started with open-hardware: development and control of microfluidic devices"
"1904","globally adaptive decentralized control of time-varying robot
manipulators"
"1905","glotto vibrato graph: a device and method for recording, analysis and
visualization of glottal activity"
"1906","glotto vibrato graph: a device and method for recording, analysis and visualization of glottal activity"
"1907","glove-based hand gesture recognition sign language translator using
capacitive touch sensor"
"1908","glove-based hand gesture recognition sign language translator using capacitive touch sensor"
"1909","gnomes: a testbed for low power heterogeneous wireless sensor networks"
"1910","gps \& glonass mass-market receivers: positioning performances and
peculiarities"
"1911","gps & glonass mass-market receivers: positioning performances and peculiarities"
"1912","gps and ethernet based real time train tracking system"
"1913","gps-disciplined analog-to-digital converter for phasor measurement
applications"
"1914","gps-disciplined analog-to-digital converter for phasor measurement applications"
"1915","gpu-based parallel processing technology in dpi"
"1916","gpu-based parallel processing technology in dpi"
"1917","graphics composition for multiview displays"
"1918","greening the video transcoding service with low-cost hardware
transcoders"
"1919","greening the video transcoding service with low-cost hardware transcoders"
"1920","grid load reduction through optimized pv power utilization in
intermittent grids using a low-cost hardware platform"
"1921","grid load reduction through optimized pv power utilization in intermittent grids using a low-cost hardware platform"
"1922","grid-connected photovoltaic systems synchronization algorithms under disturbances: a low-cost hardware implementation using arduino due"
"1923","group communications in narrowband-iot: architecture, procedures, and
evaluation"
"1924","group communications in narrowband-iot: architecture, procedures, and evaluation"
"1925","growth of ybco superconducting film on textured metallic substrate by fluorine free mod method [采用无氟mod法在织构金属基带上生长ybco超导薄膜的研究]"
"1926","gsm downlink protocol analysis and decoding using open-source hardware
and software"
"1927","gsm downlink protocol analysis and decoding using open-source hardware and software"
"1928","guidance and nonlinear control system for autonomous flight of
minirotorcraft unmanned aerial vehicles"
"1929","hacking for astronomy: can 3d printers and open-hardware enable low-cost
sub-/millimeter instrumentation?"
"1930","hacking for astronomy: can 3d printers and open-hardware enable low-cost sub-/millimeter instrumentation?"
"1931","hacking with chinese characteristics: the promises of the maker movement
against china's manufacturing culture"
"1932","hacking with chinese characteristics: the promises of the maker movement against china’s manufacturing culture"
"1933","hackrf + gnu radio: a software-defined radio to teach communication theory"
"1934","hand recognition using depth cameras"
"1935","hand tracking and gesture recognition system for human-computer
interaction using low-cost hardware"
"1936","hand tracking and gesture recognition system for human-computer interaction using low-cost hardware"
"1937","handson: enabling embodied, creative stem e-learning with
programming-free force feedback"
"1938","handson: enabling embodied, creative stem e-learning with programming-free force feedback"
"1939","haptic reference cues to support the exploration of touchscreen mobile devices by blind users"
"1940","hard cap espresso extraction and liquid chromatography determination of
bioactive compounds in vegetables and spices"
"1941","hard cap espresso extraction and liquid chromatography determination of bioactive compounds in vegetables and spices"
"1942","hardfails: insights into software-exploitable hardware bugs"
"1943","hardfails: insights into software-exploitable hardware bugs"
"1944","hardware accelerators for iota cryptocurrency"
"1945","hardware accelerators for iota cryptocurrency"
"1946","hardware and software architecture for state estimation on an
experimental low-cost small-scaled helicopter"
"1947","hardware application of hum an-machine interface in smart air
conditioners using hand tracking"
"1948","hardware application of human-machine interface in smart air conditioners using hand tracking"
"1949","hardware assisted clock synchronization for real-time sensor networks"
"1950","hardware assisted clock synchronization for real-time sensor networks"
"1951","hardware concepts for the sequential sampling of repetitive pulse radar
echoes in cost-efficient ultra-wideband transceivers"
"1952","hardware for classification of power quality problems in three phase
system using microcontroller"
"1953","hardware for classification of power quality problems in three phase system using microcontroller"
"1954","hardware for multiconnected networks: a case study"
"1955","hardware implementation and comparison of new defuzzification techniques
in fuzzy processors"
"1956","hardware implementation of a chaotic pseudo random number generator
based on 3d chaotic system without equilibrium"
"1957","hardware implementation of a chaotic pseudo random number generator based on 3d chaotic system without equilibrium"
"1958","hardware implementation of naive bayes classifier: a cost effective
technique"
"1959","hardware implementation of naive bayes classifier: a cost effective technique"
"1960","hardware in the loop for electronic speed limiter"
"1961","hardware in the loop for electronic speed limiter"
"1962","hardware in the loop wind turbine simulator for control system testing"
"1963","hardware in the loop wind turbine simulator for control system testing"
"1964","hardware layer of ambient intelligence environment implementation"
"1965","hardware layer of ambient intelligence environment implementation"
"1966","hardware-based attacks to compromise the cryptographic security of an
election system"
"1967","hardware-based attacks to compromise the cryptographic security of an election system"
"1968","hardware-based workload forensics and malware detection in
microprocessors"
"1969","hardware-based workload forensics and malware detection in microprocessors"
"1970","hardware-in-loop for all types of hybrid vehicles using open modular hardware to meet iso 26262 standard"
"1971","hardware-in-loop simulation and implementation of fuzzy sliding mode
control of induction motor based on fpga"
"1972","hardware-in-the-loop emulation of electrical drives using standard
voltage source inverters"
"1973","hardware-in-the-loop emulation of electrical drives using standard voltage source inverters"
"1974","hardware-in-the-loop simulation for automotive parking assistant control
units"
"1975","hardware-in-the-loop simulation for automotive parking assistant control units"
"1976","hardware-in-the-loop simulation of a dc-machine with intel fpga boards"
"1977","hardware-in-the-loop simulation of a dc-machine with intel fpga boards"
"1978","hardware-in-the-loop simulation of fpga embedded processor based
controls for power electronics"
"1979","harmonization of procedures of road safety inspection in italy and
poland"
"1980","hatred: a distributed hardware assisted testbed for non-invasive
profiling of lot devices"
"1981","haves and have nots must find a better way: the case for open scientific hardware"
"1982","hay baling as a business for former street children in kenya"
"1983","hazelnut collection, calibration and shelling"
"1984","head loss in drip tapes with molded emitters [perda de carga em fitas gotejadoras com emissores moldados]"
"1985","health & play-addressing together the challenges of creating an open source standard for breathing games"
"1986","heartpy: a novel heart rate algorithm for the analysis of noisy signals"
"1987","heartpy: a novel heart rate algorithm for the analysis of noisy signals"
"1988","hecatonquiros: open-source hardware for aerial manipulation applications"
"1989","hecatonquiros: open-source hardware for aerial manipulation applications"
"1990","heterodyne interferometry for the detection of elastic waves: a tutorial
and open-hardware project"
"1991","heterodyne interferometry for the detection of elastic waves: a tutorial and open-hardware project"
"1992","heterogeneous sensor data integration for crowdsensing applications"
"1993","heterogeneous sensor data integration for crowdsensing applications"
"1994","hgum: messaging framework for hardware accelerators"
"1995","hgum: messaging framework for hardware accelerators"
"1996","hicce-128: an open hardware fmc module for high-channel count
electrophysiology"
"1997","hicce-128: an open hardware fmc module for high-channel count electrophysiology"
"1998","high bandwidth high throughput (hbht) government reference architecture
(gra) validation"
"1999","high efficiency and low cost solution on rfid tag measurement"
"2000","high efficiency and low cost solution on rfid tag measurement"
"2001","high frequency oscillation torch control system based on can-open"
"2002","high peak and high average radiofrequency power transmit/receive switch
for thermal magnetic resonance"
"2003","high peak and high average radiofrequency power transmit/receive switch for thermal magnetic resonance"
"2004","high performance i/o architectures and systems"
"2005","high precision gps positioning with multiple receivers using carrier phase technique and sensor fusion"
"2006","high resolution 3d content creation using unconstrained and uncalibrated
cameras"
"2007","high resolution 3d content creation using unconstrained and uncalibrated cameras"
"2008","high speed robotics with low cost hardware"
"2009","high speed robotics with low cost hardware"
"2010","high thermal conductive diamond/cu-ti composites fabricated by
pressureless sintering technique"
"2011","high thermal conductive diamond/cu-ti composites fabricated by pressureless sintering technique"
"2012","high-displacement flexible shape memory alloy actuator for soft wearable
robots"
"2013","high-displacement flexible shape memory alloy actuator for soft wearable robots"
"2014","high-speed classification of aer data based on a low-cost hardware system"
"2015","high-speed data acquisition and signal processing using cost effective
arm plus fpga processors"
"2016","high-speed data acquisition and signal processing using cost effective arm + fpga processors"
"2017","high-speed device synchronization in optical microscopy with an
open-source hardware control platform"
"2018","high-speed device synchronization in optical microscopy with an open-source hardware control platform"
"2019","high-speed fpga-implementation of multidimensional binary morphological
operations"
"2020","high-throughput and low-cost hardware accelerator for privacy preserving
publishing"
"2021","high-throughput and low-cost hardware accelerator for privacy preserving publishing"
"2022","high-throughput and low-cost hardware-oriented integer transforms for
hevc"
"2023","high-throughput and low-cost hardware-oriented integer transforms for hevc"
"2024","highly spectrally efficient ngara rural wireless broadband access demonstrator"
"2025","history of extreme ultraviolet solar measurements in xx-xxi centuries:
from balloons to the international space station as instrumental
platforms"
"2026","history of extreme ultraviolet solar measurements in xx-xxi centuries: from balloons to the international space station as instrumental platforms"
"2027","home computer network: a new way of networking for diy internet of things"
"2028","honeycomb - a platform for computational robotic materials"
"2029","hop-by-hop congestion control and load balancing in wireless sensor
networks"
"2030","how open hardware drives digital fabrication tools such as the 3d printer"
"2031","how participative is open source hardware ? insights from online
repository mining"
"2032","how participative is open source hardware? insights from online repository mining"
"2033","how to automate a kinematic mount using a 3d printed arduino-based system"
"2034","how to create successful open hardware projects - about white rabbits
and open fields"
"2035","how to create successful open hardware projects - about white rabbits and open fields"
"2036","hpin/htan: a lightweight and low-cost e-banking solution against
untrusted computers"
"2037","hpin/htan: a lightweight and low-cost e-banking solution against untrusted computers"
"2038","hppn 2013 - proceedings of the 2013 acm workshop on high performance and programmable networking"
"2039","human computer interaction using hand gestures and voice"
"2040","human wound photogrammetry with low-cost hardware based on automatic
calibration of geometry and color"
"2041","human wound photogrammetry with low-cost hardware based on automatic calibration of geometry and color"
"2042","human-like sign-language learning method using deep learning"
"2043","human-like sign-language learning method using deep learning"
"2044","hybrid rf mapping and kalman filtered spring relaxation for sensor
network localization"
"2045","hybrid rf mapping and kalman filtered spring relaxation for sensor network localization"
"2046","hybrid time-optimal predictive control for mechanical systems with
backlash nonlinearity"
"2047","hybrid-dbt: hardware/software dynamic binary translation targeting vliw"
"2048","hybrid-dbt: hardware/software dynamic binary translation targeting vliw"
"2049","hydraulic design procedure forbypass flow meters using a pipe bend"
"2050","hydrosense: an open platform for hydroclimatic monitoring"
"2051","hydrosense: an open platform for hydroclimatic monitoring"
"2052","hyperrail: modular, 3d printed, 1–100 m, programmable, and low-cost linear motion control system for imaging and sensor suites"
"2053","i3mote: an open development platform for the intelligent industrial
internet"
"2054","i3mote: an open development platform for the intelligent industrial internet"
"2055","identification of listeria species using a low-cost surface-enhanced
raman scattering system with wavelet-based signal processing"
"2056","identification of optimised open platform architecture products for design for mass individualisation"
"2057","iec-60870-5 application layer for an open and flexible remote unit"
"2058","iec-60870-5 application layer over tcp/ip for an open and flexible
remote unit"
"2059","ieee 802.11 distance estimation based on rts/cts two-frame exchange
mechanism"
"2060","iflex: a fully open-source, high-density field-programmable gate array
(fpga)-based hardware co-processor for vector similarity searching"
"2061","ikimo: open entry-level robotics platform"
"2062","image classifier based digital image forensic detection - a review and simulations"
"2063","image classifier based digital image forensic detection-a review and
simulations"
"2064","image constrast control based on lukasiewicz's operators"
"2065","image constrast control based on lukasiewicz's operators and fuzzy logic"
"2066","image reconstruction algorithms for electrical impedance tomography
based on swarm intelligence"
"2067","immersive learning environment using 3d virtual worlds and integrated remote experimentation"
"2068","impact of mental fatigue during repetitive exercises of a visual p300 speller"
"2069","impact of physiological signals acquisition in the emotional support
provided in learning scenarios"
"2070","impact of physiological signals acquisition in the emotional support provided in learning scenarios"
"2071","impacts of open source hardware in science and engineering"
"2072","impasse-aware node placement mechanism for wireless sensor networks"
"2073","impasse-aware node placement mechanism for wireless sensor networks"
"2074","implementación de filtro digital en tiempo real para detección de la onda r"
"2075","implementation and assessment of a decentralized load frequency control:
application to power systems with high wind energy penetration"
"2076","implementation and assessment of a decentralized load frequency control: application to power systems with high wind energy penetration"
"2077","implementation and deployment of an outdoor iot-based air quality
monitoring testbed"
"2078","implementation and deployment of an outdoor iot-based air quality monitoring testbed"
"2079","implementation and manufacturing of a 3-axes plotter machine by arduino
and cnc shield"
"2080","implementation and manufacturing of a 3-axes plotter machine by arduino and cnc shield"
"2081","implementation and testing of janus and aorun acoustic communication
algorithms"
"2082","implementation and testing of janus and aorun acoustic communication algorithms"
"2083","implementation of 2-dof inverted pendulum control system robust against actuator uncertainties"
"2084","implementation of a ball and plate control system using sliding mode
control"
"2085","implementation of a ball and plate control system using sliding mode control"
"2086","implementation of a high resolution stepped frequency radar on a usrp"
"2087","implementation of a high resolution stepped frequency radar on a usrp"
"2088","implementation of a high-performance hardware architecture for binary
morphological image processing operations"
"2089","implementation of a low-cost automated led photometer for enzymatic
reaction detection to teach basic bioelectronics technologies in
vocational high schools"
"2090","implementation of a low-cost automated led photometer for enzymatic reaction detection to teach basic bioelectronics technologies in vocational high schools"
"2091","implementation of a low-cost mobile devices to support medical diagnosis"
"2092","implementation of a low-cost mobile devices to support medical diagnosis"
"2093","implementation of a personal area network for secure routing in manets
by using low-cost hardware"
"2094","implementation of a personal area network for secure routing in manets by using low-cost hardware"
"2095","implementation of a plug and play i-v curve tracer dedicated to
characterization and diagnosis of pv modules under real operating
conditions"
"2096","implementation of a plug and play i-v curve tracer dedicated to characterization and diagnosis of pv modules under real operating conditions"
"2097","implementation of an electronic system to monitor the thermoregulatory
capacity of honeybee colonies in hives with open-screened bottom boards"
"2098","implementation of an electronic system to monitor the thermoregulatory capacity of honeybee colonies in hives with open-screened bottom boards"
"2099","implementation of an intelligent computing platform for determination of
moisture content of subgrade soil"
"2100","implementation of an intelligent computing platform for determination of moisture content of subgrade soil"
"2101","implementation of an iot-assisted relay control system in social networking environments"
"2102","implementation of dynamic reconfigurable interpolator for open
architecture cnc by using fpga"
"2103","implementation of dynamic reconfigurable interpolator for open architecture cnc by using fpga"
"2104","implementation of internet of things based solutionof wireless infrared camera with mlx90621 sensor"
"2105","implementation of real-time filter using an open-source platform
oriented to r-wave detection"
"2106","implementation of real-time filter using an open-source platform oriented to r-wave detection"
"2107","implementation of tcp large receive offload on open hardware platform"
"2108","implementation of the real-time path-tracking control for a mobile robot using open-source hardware"
"2109","implementation of vision-based autonomous mobile platform to control by
a* algorithm"
"2110","implementation of vision-based autonomous mobile platform to control by a∗ algorithm"
"2111","implementations of low-cost hardware sharing architectures for fast 8 x
8 and 4 x 4 integer transforms in h.264/avc"
"2112","implementing a demilitarized zone using holistic open source solution"
"2113","implementing neuro-adaptive control algorithms with sliding mode
learning on industrial servo drives"
"2114","implementing neuro-adaptive control algorithms with sliding mode learning on industrial servo drives"
"2115","implications for a wireless, external device system to study
electrocorticography"
"2116","implications for a wireless, external device system to study electrocorticography"
"2117","implications of open source design for sustainability"
"2118","implications of open source design for sustainability"
"2119","improved efficiency determination for a pll-controlled series resonant
inverter for induction metal surface hardening"
"2120","improved efficiency determination for a pll-controlled series resonant inverter for induction metal surface hardening"
"2121","improved gnss-based indoor positioning algorithm for mobile devices"
"2122","improved gnss-based indoor positioning algorithm for mobile devices"
"2123","improved mechanical properties, wear and corrosion resistance of 316l steel by homogeneous chromium nitride layer synthesis using plasma nitriding"
"2124","improved variable step-size partial update lms algorithm"
"2125","improved variable step-size partial update lms algorithm"
"2126","improvement of the t-peel strength of polypropylene adhesion joints by
surface photografting pre-treatment with methyl methacrylate"
"2127","improving african healthcare through open source biomedical engineering"
"2128","improving monocular plane-based slam with inertial measures"
"2129","improving mos virtual multisensor systems by combining temperature
cycled operation with impedance spectroscopy"
"2130","improving patient access to specialized health care: the telehealth
network of minas gerais, brazil"
"2131","improving patient access to specialized health care: the telehealth network of minas gerais, brazil"
"2132","improving patient access to specialized health care: the telehealth network of minas gerais, brazil [améliorer l'accès des patients aux soins de santé spécialisés: le réseau de télésanté du minas gerais, au brésil]"
"2133","improving power \& latency metrics for hardware trojan detection during
high level synthesis"
"2134","improving power latency metrics for hardware trojan detection during high level synthesis"
"2135","improving the efficiency of multi-color leds display system using the improved pwm technique on fpga"
"2136","improving the physics laboratory experience through sensors on a
wireless open source hardware and software platform"
"2137","improving time synchronization in wireless sensor networks using
bayesian inference"
"2138","improving time synchronization in wireless sensor networks using bayesian inference"
"2139","in interior architecture loft design"
"2140","in situ formation of substrate release mechanisms for gas metal arc weld
metal 3-d printing"
"2141","in situ formation of substrate release mechanisms for gas metal arc weld metal 3-d printing"
"2142","in vitro evaluation of a closed-loop feedback system for dopamine concentration control"
"2143","in vitro evaluation of a closed-loop feedback system for dopamine concentration control"
"2144","in-cylinder nox reduction using different camshaft timings on diesel
engines"
"2145","in-cylinder nox reduction using different camshaft timings on diesel engines"
"2146","in-flight testing of a bio-inspired approach for assessment of an uav outside bounds of nominal design"
"2147","in-line ultrasonic monitoring of biodiesel production"
"2148","in-line ultrasonic monitoring of biodiesel production"
"2149","in-storage anti-virus system via on-demand inspection"
"2150","in-storage anti-virus system via on-demand inspection"
"2151","incu-stream 1.0: an open-hardware live-cell imaging system based on
inverted bright-field microscopy and automated mechanical scanning for
real-time and long-term imaging of microplates in incubator"
"2152","incu-stream 1.0: an open-hardware live-cell imaging system based on inverted bright-field microscopy and automated mechanical scanning for real-time and long-term imaging of microplates in incubator"
"2153","indoor children location system using ble technology"
"2154","indoor positioning system simulation for a robot using radio frequency
identification"
"2155","indoor positioning system simulation for a robot using radio frequency identification"
"2156","industrial device monitoring and control system based on onem2m for edge
computing"
"2157","industrial device monitoring and control system based on onem2m for edge computing"
"2158","industrial implementation of a fuzzy logic controller for brushless dc
motor drives using the picomotion control framework"
"2159","industrial implementation of a fuzzy logic controller for brushless dc motor drives using the picomotion control framework"
"2160","inexpensive mie scattering experiment for the classroom manufactured by
3d printing"
"2161","inexpensive mie scattering experiment for the classroom manufactured by 3d printing"
"2162","inexpensive time dissemination using magnetically coupled resonators"
"2163","inexpensive time dissemination using magnetically coupled resonators"
"2164","inexpensive, scalable camera system for tracking rats in large spaces"
"2165","inexpensive, scalable camera system for tracking rats in large spaces"
"2166","information processing using transient dynamics of semiconductor lasers
subject to delayed feedback"
"2167","information processing using transient dynamics of semiconductor lasers subject to delayed feedback"
"2168","infrastructure for transportation cyber-physical systems"
"2169","inkjet printed resistive strain gages on flexible substrates"
"2170","innovation toolkit for identification of the optimal module options in open platform architecture products"
"2171","innovative approach towards understanding optics"
"2172","ins/gps aided by frequency contents of vector observations with
application to autonomous surface crafts"
"2173","insomnia diagnostics in children with neurodevelopmental disorders
(ndd): low-cost equipment for video studies in the home setting"
"2174","inspiring energy conservation through open source metering hardware and
embedded real-time load disaggregation"
"2175","inspiring energy conservation through open source metering hardware and embedded real-time load disaggregation"
"2176","installation of a variable-angle spectrometer system for monitoring
diffuse and global solar radiation"
"2177","installation of a variable-angle spectrometer system for monitoring diffuse and global solar radiation"
"2178","instrumentino: an open-source modular python framework for controlling
arduino based experimental instruments"
"2179","integrated measurement of micro motions for mems dynamic performance
analysis"
"2180","integrated mechatronic system for bearing rings control"
"2181","integrated monitoring system for environmental and river data measurements"
"2182","integrated pollutants control equipment optimization with fluidized bed
absorber based on flow field simulation"
"2183","integrated pollutants control equipment optimization with fluidized bed absorber based on flow field simulation"
"2184","integrated testing system for multiple sensors in intelligent packaging"
"2185","integrated voltage-current monitoring and control of gas metal arc weld
magnetic ball-jointed open source 3-d printer"
"2186","integrated voltage-current monitoring and control of gas metal arc weld magnetic ball-jointed open source 3-d printer"
"2187","integrating free open source hardware as educational tool to investigate
the rlc circuit time response"
"2188","integrating free open source hardware as educational tool to investigate the rlc circuit time response [integración de hardware libre como herramienta educativa para investigar la respuesta en el tiempo del circuito rlc en serie]"
"2189","integrating hardware prototyping platforms into the classroom"
"2190","integrating hardware prototyping platforms into the classroom"
"2191","integrating open-source technologies to build a school indoor air
quality monitoring box (skomobo)"
"2192","integrating open-source technologies to build a school indoor air quality monitoring box (skomobo)"
"2193","integration of additional device to a multimedia presentation system"
"2194","integration of gps and monocular vision for land vehicle navigation in
urban area"
"2195","integration of gps and monocular vision for land vehicle navigation in urban area"
"2196","integration of industrial power quality analyzer and open source hardware and software solution for microgrids monitoring"
"2197","integration of open source arduino with labview-based scada through opc for application in industry 4.0 and smart grid scenarios"
"2198","integration of open source hardware arduino platform in automation
systems applied to smart grids/micro-grids"
"2199","integration of open source hardware arduino platform in automation systems applied to smart grids/micro-grids"
"2200","intel sim8-01: a proto-pic"
"2201","intelligent acoustic rotor speed estimation for an autonomous helicopter"
"2202","intelligent acoustic rotor speed estimation for an autonomous helicopter"
"2203","intelligent electronic lighting system in academic environments [sistema electrónico de iluminación inteligente en ambientes académicos]"
"2204","intelligent household voice control system based on arduino"
"2205","intelligent range-only mapping and navigation for mobile robots"
"2206","intelligent range-only mapping and navigation for mobile robots"
"2207","intelligent video surveillance platform for wireless multimedia sensor
networks"
"2208","intelligent video surveillance platform for wireless multimedia sensor networks"
"2209","intensification of ultrasonic-assisted crude oil demulsification based
on acoustic field distribution data"
"2210","intensification of ultrasonic-assisted crude oil demulsification based on acoustic field distribution data"
"2211","interacting with objects in the environment using gaze tracking glasses and speech"
"2212","interface for music education and creation by children who are blind or
affected with autism spectrum disorders"
"2213","international conference on information technology and systems, icits18"
"2214","international machine tool design and research conference, 13th, proceedings, 1972."
"2215","internet of things applied in healthcare based on open hardware with
low-energy consumption"
"2216","internet of things applied in healthcare based on open hardware with low-energy consumption"
"2217","internet of things based vehicle monitoring system"
"2218","internet of things based vehicle monitoring system"
"2219","internet of things experiment platform based on open source ecosystem"
"2220","internet-based videoconferencing and data collaboration for the imaging
community"
"2221","introducing die datenkrake: programmable logic for hardware security analysis"
"2222","intruder monitoring system for local networks using python"
"2223","intruder monitoring system for local networks using python"
"2224","inventory control with rfid integration"
"2225","inverted pendulum nonlinear controllers using two reaction wheels:
design and implementation"
"2226","inverted pendulum nonlinear controllers using two reaction wheels: design and implementation"
"2227","investigation drying kinetics of kiwi fruit in solar ehd dryer"
"2228","investigation of additive manufacturing surface smoothing process"
"2229","investigation of additive manufacturing surface smoothing process"
"2230","investigation of chained analog signal processors in programmable analog
computer"
"2231","investigation of chained analog signal processors in programmable analog computer"
"2232","investigation of ls-mimo systems with channel aging effects"
"2233","investigation of ls-mimo systems with channel aging effects"
"2234","invited: open-source eda tools and ip, a view from the trenches"
"2235","invited: open-source eda tools and ip, a view from the trenches"
"2236","iodine: verifying constant-time execution of hardware"
"2237","iodine: verifying constant-time execution of hardware"
"2238","iot embedded computing systems performance assessment: a simple method"
"2239","iot embedded computing systems performance assessment: a simple method"
"2240","iot for buoy monitoring system"
"2241","iot for buoy monitoring system"
"2242","iot for real-time measurement of high-throughput liquid dispensing in
laboratory environments"
"2243","iot for real-time measurement of high-throughput liquid dispensing in laboratory environments"
"2244","iot green corridor"
"2245","iot grid alignment assistant system for dynamic wireless charging of
electric vehicles"
"2246","iot grid alignment assistant system for dynamic wireless charging of electric vehicles"
"2247","iot in radiology: using raspberry pi to automatically log telephone
calls in the reading room"
"2248","iot in radiology: using raspberry pi to automatically log telephone calls in the reading room"
"2249","iot platform for the control and monitoring of physical variables with open hardware technology"
"2250","iot ubiquitous edge engine implementation on the raspberry pi"
"2251","iot-based implementation of classroom response system for deaf and mute using mqtt protocol"
"2252","iot-fog-cloud based architecture for smart city: prototype of a smart building"
"2253","ip based home automation system"
"2254","ip network based home automation system using avr microcontroller"
"2255","ip network based home automation system using avr microcontroller"
"2256","ip2go: an interior point source code generator for solving
linear-quadratic optimal control problems"
"2257","ip2go: an interior point source code generator for solving linear-quadratic optimal control problems"
"2258","irrig-oh: an open-hardware device for soil water potential monitoring
and irrigation management"
"2259","irrig-oh: an open-hardware device for soil water potential monitoring and irrigation management"
"2260","irukatact: submersible haptic search glove"
"2261","irukatact: submersible haptic search glove"
"2262","is the post-turing ict sustainable?"
"2263","is the use of a low-cost semg sensor valid to measure muscle fatigue?"
"2264","is the use of a low-cost semg sensor valid to measure muscle fatigue?"
"2265","is the use of a low-cost semg sensor valid to measure muscle fatigue?"
"2266","isophote-based low-computing-power eye-detection embedded-system"
"2267","isophote-based low-computing-power eye-detection embedded-system"
"2268","isophote-based low-computing-power eye-detection embedded-system"
"2269","jnode: a sensor network platform that supports distributed inertial kinematic monitoring"
"2270","joint location and parameter tracking of mobile nodes in wireless
networks"
"2271","joint location and parameter tracking of mobile nodes in wireless networks"
"2272","key technologies research on building a cluster-based parallel computing
system for remote sensing"
"2273","kickstarting semiconductor innovation with open source hardware"
"2274","kickstarting semiconductor innovation with open source hardware"
"2275","kilogrid: a novel experimental environment for the kilobot robot"
"2276","kilogrid: a novel experimental environment for the kilobot robot"
"2277","kinematic parameter estimation using close range photogrammetry for
sport applications"
"2278","kinematic parameter estimation using close range photogrammetry for sport applications"
"2279","kite networks for harvestingwind energy"
"2280","kratos: an open source hardware-software platform for rapid research in
lpwans"
"2281","kratos: an open source hardware-software platform for rapid research in lpwans"
"2282","lab hackathons to overcome laboratory equipment shortages in africa:
opportunities and challenges"
"2283","lab hackathons to overcome laboratory equipment shortages in africa: opportunities and challenges"
"2284","lab kits using the arduino prototyping platform"
"2285","lab@home for analog electronic circuit laboratory"
"2286","lab@home for analog electronic circuit laboratory"
"2287","label-free quantification of membrane-ligand interactions using
backscattering interferometry"
"2288","laboratorio experimental: lessons learned after two years encouraging
undergraduate research in computer engineering"
"2289","laboratorio experimental: lessons learned after two years encouraging undergraduate research in computer engineering"
"2290","laboratory course on solar photovoltaic systems based on low cost
equipment"
"2291","laboratory course on solar photovoltaic systems based on low cost equipment"
"2292","laboratory environment for algorithms testing in mobile robotics"
"2293","laboratory equipment: cut costs with open-source hardware"
"2294","laminated micro-machine: design and fabrication of a flexure-based delta
robot"
"2295","laminated micro-machine: design and fabrication of a flexure-based delta robot"
"2296","landmark-based position and movement detection of wireless sensor
network devices"
"2297","lapped convolutional neural networks for embedded systems"
"2298","lapped convolutional neural networks for embedded systems"
"2299","large volume syringe pump extruder for desktop 3d printers"
"2300","lasimup: large scale multi-touch support integration across multiple
projections on arbitrary surfaces"
"2301","lasimup: large scale multi-touch support integration across multiple projections on arbitrary surfaces"
"2302","leakage-proof nozzle design for reprap community 3d printer"
"2303","leakage-proof nozzle design for reprap community 3d printer"
"2304","lean rapid production concept realization in the compact manufacturing
system"
"2305","learning and transferring human navigational skill to wheelchair"
"2306","learning basic robotics and val ii programming with lego mindstorms
robots"
"2307","learning basic robotics and val ii programming with lego mindstorms robots [aprendizaje de robótica básica y programación en val ii usando robots lego mindstoms]"
"2308","learning human navigational skill for smart wheelchair in a static
cluttered route"
"2309","learning mathematical concepts with 3d animation: active visualization
of a quaternion"
"2310","learning platform for smart city application development"
"2311","learning to play in the classroom with tangible bits"
"2312","lecture units with low cost equipment set for a high sophisticated rfid
laboratory tutorial"
"2313","lessons learned from the development of an arinc 653 compatible
operating system"
"2314","lessons learned from the development of an arinc 653 compatible operating system"
"2315","lessons learned: gastric motility assessment during driving simulation"
"2316","lessons learned: gastric motility assessment during driving simulation"
"2317","leveraging conservation action with open-source hardware"
"2318","leveraging conservation action with open-source hardware"
"2319","leveraging open hardware to alleviate the burden of covid-19 on global
health systems"
"2320","leveraging open hardware to alleviate the burden of covid-19 on global health systems"
"2321","libremote: exploring diy, personal fabrication and community contribution in ad-hoc designed unconventional controllers"
"2322","life-cycle analysis of distributed manufacturing"
"2323","life-cycle economic analysis of distributed manufacturing with
open-source 3-d printers"
"2324","life-cycle economic analysis of distributed manufacturing with open-source 3-d printers"
"2325","light propagation through weakly scattering media: a study of monte carlo vs. diffusion theory with application to neuroimaging"
"2326","light propagation through weakly scattering media. a study of monte
carlo vs. diffusion theory with application to neuroimaging"
"2327","light propagation through weakly scattering media. a study of monte carlo vs. diffusion theory with application to neuroimaging"
"2328","light weight gnss-based passive radar for remote sensing uav
applications"
"2329","light weight gnss-based passive radar for remote sensing uav applications"
"2330","lighting control actuator design and development for a zigbee network
with a web server mounted on raspberry pi."
"2331","lighting control actuator design and development for a zigbee network with a web server mounted on raspberry pi"
"2332","lighting through educational robotics"
"2333","lighting through educational robotics"
"2334","lightweight and compact solutions for secure reconfiguration of fpgas"
"2335","lightweight and compact solutions for secure reconfiguration of fpgas"
"2336","lightweight and optimized sound source localization and tracking methods
for open and closed microphone array configurations"
"2337","lightweight and optimized sound source localization and tracking methods for open and closed microphone array configurations"
"2338","lightweight location verification in air traffic surveillance networks"
"2339","lightweight smart screen architecture for multichannel control advertising display"
"2340","lightweight sustainable intelligent load forecasting platform for smart
grid applications"
"2341","lightweight sustainable intelligent load forecasting platform for smart grid applications"
