,source,document_type,abbrev_source_title,language,pubmed_id,issn,publisher,correspondence_address1,abstract,affiliation,url,note,art_number,doi,number,volume,year,journal,title,author,ENTRYTYPE,ID,coden,keywords,author_keywords,pages,isbn,editor,page_count
1167,Scopus,Article,Eng. Technol.,English,,17509637,,,This paper investigates the options presented by open-source hardware and software in building a do-it-yourself mobile phone.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350772390&doi=10.1049%2fet.2009.1514&partnerID=40&md5=c67583841d62b7a2d44f9bfee97ab7f5,cited By 0,,10.1049/et.2009.1514,15,4,2009,Engineering and Technology,Opening the way to DIY mobiles,"Edwards, C.",article,Edwards200966,,"Hardware and software;  In-buildings;  Open-source, Telecommunication equipment",,66-68,,,
1168,Scopus,Conference Paper,Lect. Notes Comput. Sci.,English,,03029743,,"Lawo, M.; TZI, Universität Bremen, Am Fallturm 1, Bremen D28359, Germany; email: mlawo@tzi.de","The concept of Wearable Computing can be used to support work processes of mobile workers e.g. in a factory environment or outdoors. The basis is a wireless network for an ubiquituous remote access to information. In the paper we explain the potential of Wearable Computing and focus on the technological challenges. During the last five years (2004 till 2009) the EC funded the worldwide largest project on Wearable Computing: wearIT@work (www.wearitatwork.com). The project did not focus on new technologies. However, with existing technologies new applications were developed. For new user groups of mobile workers a new quality of support had to be achieved. The paper reports at the end of the project on the main findings and lessons learned: An open hardware platform, an open software framework and for seven different application domains solutions were developed. © 2009 Springer Berlin Heidelberg.","TZI, Universität Bremen, Am Fallturm 1, Bremen D28359, Germany; InfoConsult Gesellschaft für Informationstechnik MbH, Anne- Conway- Straße 4, Bremen D-28359, Germany",https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350450304&doi=10.1007%2f978-3-642-04190-7-7&partnerID=40&md5=f56cb612a87043cb8e74716eb00f7135,cited By 0,,10.1007/978-3-642-04190-7-7,,5764 LNCS,2009,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Empower mobile workspaces by wireless networks and wearable computing,"Lawo, M. and Herzog, O. and Boronowski, M. and Knackfuß, P.",article,Lawo200966,,"Application domains;  Context Detection;  Lessons learned;  Mobile workers;  New applications;  New technologies;  Open hardware;  Open software;  Remote access;  Technological challenges;  User groups;  User Interface Design;  Wearable Computing;  Work process, Computer science;  Mobile computing;  User interfaces;  Wearable computers, Wireless networks",Context Detection;  Mobile Computing;  User Interface Design;  Wearable Computing,66-76,3642041884; 9783642041884,,
1169,Scopus,Conference Paper,Proc. Des. Autom. Test Eur. DATE,English,,15301591,,"Parrish, P.; Sun MicrosystemsUnited States",,"Sun Microsystems, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350064459&partnerID=40&md5=2c7fa1e161a1ac329832c31c6f41a0f5,cited By 0,5090701,,,,2009,"Proceedings -Design, Automation and Test in Europe, DATE","Panel Session - Open source hardware IP, are you serious?","Parrish, P. and Mehta, S.",conference,Parrish2009429,,,,429,9783981080155,,
1170,Scopus,Article,Chin J Aeronaut,English,,10009361,,"Jun, X.; College of Material Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China; email: j.xiao@nuaa.edu.cn","This article introduces a computer numerical control (CNC)-based open hardware architecture system to realize the special functions of automated tape-laying (ATL) in a numerical control system. It associates a programmable multi-axis controller (PMAC) as the motion control unit with programmable numerical controllers (PCL-725, PCL-730) for on-off control. To bring about synchronized movements of the main 5-axis tape-laying head system and the 3-axis ultrasonic tape-cutting sub-system, the tracking-control method associated with time-based mode attributed to PMAC is applied in different cases. In addition, with the goal of realizing real-time tasks in the software system such as synchronizing motion control and on-off control, the real-time Win 2000 system is adopted. As a device driver for PMAC and PCL, a user graphical interface and a numerical control program interpretation module are also designed. This system is helpful to solve complicated problems in designing numerical controls for ATL such as ensuring high requirements for precise machine control and synchronization of motion control and on-off control. © 2009 Chinese Journal of Aeronautics.","College of Material Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China",https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350495613&doi=10.1016%2fS1000-9361%2808%2960141-7&partnerID=40&md5=9a250fb39d987b48c8e74589ad8537ce,cited By 6,,10.1016/S1000-9361(08)60141-7,5,22,2009,Chinese Journal of Aeronautics,PMAC-based Tracking Control System for 8-axis Automated Tape-laying Machine,"Lin, L. and Yong, L. and Liwei, W. and Jun, X.",article,Lin2009558,CJAEE,"automated tape-laying;  Computer numerical control;  Control methods;  Device Driver;  Graphical interface;  Laying machines;  Machine controls;  Numerical control;  Numerical control program;  Numerical controller;  On-off control;  Open hardware;  programmable multi-axis controller;  Programmable multi-axis controllers;  Real-time tasks;  Software systems;  Special functions;  Sub-systems;  tracking control;  Tracking control systems, AC motors;  Automation;  Computer architecture;  Computer control systems;  Computer hardware;  Control theory;  Grinding (machining);  Linear motors;  Motion control;  Motion planning;  Navigation;  Numerical control systems;  On-off control systems;  Program interpreters, Controllers",automated tape-laying;  on-off control systems;  programmable multi-axis controller;  tape-cutting;  tracking control,558-563,,,
1171,Scopus,Article,EDN,English,,00127515,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349101711&partnerID=40&md5=1c5ea276ed33f75060e7e5a517a9a428,cited By 2,,,17,54,2009,EDN,Take advantage of open-source hardware,"Coley, G.",article,Coley200920,EDNSB,,,20-23,,,
1172,Scopus,Article,Sensors,English,,14248220,,"Bagula, A. B.; Department of Computer Science, University of Cape Town, 7707 Cape Town, South Africa; email: bagula@cs.uct.ac.za","This paper revisits the problem of the readiness for field deployments of wireless sensor networks by assessing the relevance of using Open Hardware and Software motes for environment monitoring. We propose a new prototype wireless sensor network that finetunes SquidBee motes to improve the life-time and sensing performance of an environment monitoring system that measures temperature, humidity and luminosity. Building upon two outdoor sensing scenarios, we evaluate the performance of the newly proposed energy-aware prototype solution in terms of link quality when expressed by the Received Signal Strength, Packet Loss and the battery lifetime. The experimental results reveal the relevance of using the Open Hardware and Software motes when setting up outdoor wireless sensor networks. © 2009 by the authors; licensee Molecular Diversity Preservation International, Basel, Switzerland.","Department of Computer Science, University of Cape Town, 7707 Cape Town, South Africa; Telecommunication Systems Laboratory, The Royal Institute of Technology, Stockholm, Sweden; The Abdus Salam International Centre for Theretical Physics, Trieste, Italy",https://www.scopus.com/inward/record.uri?eid=2-s2.0-70849092749&doi=10.3390%2fs90604845&partnerID=40&md5=048da6fa455ad0711b034e55122f7085,cited By 3,,10.3390/s90604845,6,9,2009,Sensors (Switzerland),On the relevance of using openwireless sensor networks in environment monitoring,"Bagula, A.B. and Inggs, G. and Scott, S. and Zennaro, M.",article,Bagula20094845,,"Battery lifetime;  Environment monitoring;  Environment monitoring system;  Field deployment;  Open hardware;  Open motes squidbee;  Received signal strength;  Sensing performance, Energy efficiency;  Hardware;  Molluscs, Wireless sensor networks",Energy efficiency;  Open motes squidbee;  Wireless sensor networks,4845-4868,,,
1173,Scopus,Article,Jisuanji Jicheng Zhizao Xitong,Chinese,,10065911,,"Dong, J.-C.; Tianjin Key Lab. of Advanced Manufacturing Technologies and Equipments, Tianjin University, Tianjin 300072, China; email: new_lightning@sohu.com","To enable the open architecture Computer Numerical Control (CNC) system to be independent of specific hardware and software platforms, the NC pipeline architecture was proposed. The pipeline architecture was consisted of a NC pipeline thread, a driver and a NC Microcode Processor (NCMP). The NC Canonical Command (NCCC) interface and the NC Microcode (NCM) interface were defined to ensure the inter-changeability of different modules and the reconfiguration of the pipeline. The primary control functions from code interpretation to NCM generation were encapsulated in the NC pipeline thread. Standard programming interface and software development techniques were employed to guarantee the portability of the NC pipeline thread. The NCMP utilized reconfigurable open hardware to execute the NCM and perform the real-time control functions. The non-real-time section and real-time section of the NC pipeline was isolated by the NCM buffer. The experiment showed that the NC pipeline architecture was applicable to a wide range of general hardware and software platforms, and it provided a practical approach to construct open architecture CNC systems.","Tianjin Key Lab. of Advanced Manufacturing Technologies and Equipments, Tianjin University, Tianjin 300072, China",https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650069494&partnerID=40&md5=ed70c729c04615d28dcb5a16b76dbb84,cited By 7,,,6,15,2009,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",Open architecture CNC based on NC pipeline technology,"Dong, J.-C. and Wang, T.-Y. and Xu, Y.",article,Dong20091130,JJZXF,"Computer numerical control;  Numerical control microcode;  Numerical control pipeline;  Open architecture;  Reconfigurable, Architecture;  Computer architecture;  Computer control systems;  Computer hardware;  Computer software portability;  Numerical control systems;  Pipeline codes;  Pipelines;  Program interpreters;  Real time control;  Semiconductor storage;  Software architecture;  Standardization, Computer control",Computer numerical control;  Numerical control microcode;  Numerical control pipeline;  Open architecture;  Reconfigurable,1130-1139,,,
1174,Scopus,Conference Paper,Proc IEEE Int Conf Rob Autom,English,,10504729,Institute of Electrical and Electronics Engineers Inc.,"Gutiérrez, Á.; Universidad Politécnica de Madrid (UPM), ETSIT, Ciudad Universitaria s/n, 28040 Madrid, Spain; email: aguti@etsit.upm.es","We have designed and built a new open hardware/ software board that lets miniaturized robots communicate and at the same time obtain the range and bearing of the source of emission. The open E-puck Range & Bearing board improves an existing infrared relative localization/communication software library (libIrcom) developed for the e-puck robot and based on its on-board infrared sensors. The board allows the robots to have an embodied, decentralized and scalable communication system. Its use and capabilities are demonstrated via an alignment experiment. © 2009 IEEE.","Universidad Politécnica de Madrid (UPM), ETSIT, Ciudad Universitaria s/n, 28040 Madrid, Spain; IRIDIA, CoDE, Université Libre de Bruxelles, 50, Av. F. Roosevelt, CP 194/6, Brussels, Belgium; RBZ Robot Design S.L., Avd. Via Láctea s/n, 28830 Madrid, Spain; European Centre for Soft Computing, C. Gonzalo Gutiérrez Quirós S/N, 33600 Asturias, Spain",https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350418460&doi=10.1109%2fROBOT.2009.5152456&partnerID=40&md5=27cb9cf08b894cab0533bb7b1c4bc860,cited By 54,5152456,10.1109/ROBOT.2009.5152456,,,2009,Proceedings - IEEE International Conference on Robotics and Automation,Open E-puck range & bearing miniaturized board for local communication in swarm robotics,"Gutiérrez, Á. and Campo, A. and Dorigo, M. and Donate, J. and Monasterio-Huelin, F. and Magdalena, L.",conference,Gutiérrez20093111,PIIAE,"Infrared detectors;  Robotics;  Robots, Infra-red sensor;  Local communications;  Open hardware;  Relative localization;  Scalable communication;  Software libraries;  Swarm robotics, Swarm intelligence",,3111-3116,9781424427895,,
1175,Scopus,Conference Paper,IEEE Int Symp Ind Electron,English,,,,"Muñoz, A.; Grupo de Investigatión y Desarrollo Digital (ID2), Departamento de Tecnología Electrónica, Universidad de Sevilla, Av. Reina Mercedes, s/n (E. T. S. Ingenieria Informatica), 41012 Sevilla, Spain; email: amrivera@dte.us.es","This paper presents the design of a complete RTU (Remote Terminal Unit) with a System-on-Chip solution based completely on both open hardware and software platforms, and developed in conjunction with two industrial companies. The target implementation of the embedded system is a Spartan family FPGA from Xilinx. The article presents the main features of the base system, which consists of the LEON microprocessor and a Linux operating system distribution (Debian) running on it. Moreover, it shows a complete example of how to add new peripherals to the system. The peripheral that has been added is the UART 16550 compatible peripheral available in OpenCores. Given that the design has been prepared for the WishBone bus, it was necessary to adapt it to the APB bus within the LEON core. Furthermore, it has been adapted to work with the Linux driver for that UART to get a full coupling of peripheral with the system. The experimental results confirm the work done. © 2008 IEEE.","Grupo de Investigatión y Desarrollo Digital (ID2), Departamento de Tecnología Electrónica, Universidad de Sevilla, Av. Reina Mercedes, s/n (E. T. S. Ingenieria Informatica), 41012 Sevilla, Spain",https://www.scopus.com/inward/record.uri?eid=2-s2.0-57849118942&doi=10.1109%2fISIE.2008.4677201&partnerID=40&md5=568b57e97a0f3538c52f49d42be5121f,cited By 2,4677201,10.1109/ISIE.2008.4677201,,,2008,IEEE International Symposium on Industrial Electronics,Building a SoC for industrial applications based on LEON microprocessor and a GNU/Linux distribution,"Muñoz, A. and Ostúa, E. and Bellido, M.J. and Millán, A. and Juan, J. and Guerrero, D.",conference,Muñoz20081727,85PTA,"Aberrations;  Application specific integrated circuits;  Computer operating systems;  Industrial applications;  Industrial electronics;  Integrated circuits;  Optical properties;  Programmable logic controllers, Base systems;  Chip solutions;  Full couplings;  GNU/Linux;  Industrial companies;  Micro-processors;  Open hardwares;  Operating systems, Microprocessor chips",,1727-1732,1424416655; 9781424416653,,
1176,Scopus,Conference Paper,"Adv. Satell. Mob. Syst. - Proc., ASMS",English,,,,"Hurskainen, H.; Department of Computer Systems, Tampere University of Technology, Tampere, Finland; email: Heikki.Hurskainen@tut.fi","Satellite based navigation is a rapidly growing application of satellite systems. The research of the topic is lacking ""open source"" hardware receivers. Our group's purpose is to provide one. In this paper we outline the background to the topic, motivate the need for hardware receiver research and present the functional blocks for a generic GNSS receiver. Our implementations, with their current status, are presented and the initial block-by-block functionality is presented along the signal chain from antenna to the actual navigation solution. Our future work will be the connection of the currently discrete pieces to a solid framework - a real-time GNSS receiver. © 2008 IEEE.","Department of Computer Systems, Tampere University of Technology, Tampere, Finland",https://www.scopus.com/inward/record.uri?eid=2-s2.0-57849099726&doi=10.1109%2fASMS.2008.42&partnerID=40&md5=6b21de13b49fe758da409ec71c4c8c0c,cited By 4,4620265,10.1109/ASMS.2008.42,,,2008,"2008 4th Advanced Satellite Mobile Systems - Proceedings, ASMS 2008",GNSS receiver reference design,"Hurskainen, H. and Paakki, T. and Liu, Z. and Raasakka, J. and Nurmi, J.",conference,Hurskainen2008204,,"Global positioning system;  Navigation, Current statuses;  Functional blocks;  Future works;  Gnss receivers;  Navigation solutions;  Open sources;  Reference designs;  Satellite systems;  Signal chains, Satellites",,204-209,9781424421602,,
1177,Scopus,Conference Paper,MCCSIS - IADIS Multi Conf. Comput. Sci. Inf. Syst.; Proc. Comput. Graph. Vis. Gaming: Des. Engaging Exp. Soc. Interact.,English,,,,"Morris, D.; Faculty of Management and Information Science, University of Brighton, Watts Building, Moulsecoomb, Brighton, United Kingdom","Immersive environments offer significant potential for engaging users in new ways of receiving information and learning. Although, commercial head-eye trackers offer advantages when compared to Open Source Software (OSS) solutions, their use for research presents the same problem as many proprietary software and hardware: restricted access to data and protocols. To overcome these problems, this paper describes the development of OSS which was designed to be used with either commercial or open source hardware. Particular focus was on designing the software from the ground up, to work with immersive environments. As a result, the Point of Regard (PoR) head-eye tracking software uses an open source library which takes as data input a users' head position, head orientation and eye data from any device giving the freedom to the developer for manipulating the resulting combined data. © 2008 IADIS.","Faculty of Management and Information Science, University of Brighton, Watts Building, Moulsecoomb, Brighton, United Kingdom",https://www.scopus.com/inward/record.uri?eid=2-s2.0-58449097679&partnerID=40&md5=c933b4d3d223b04140adcbe2ad5076de,cited By 0,,,,,2008,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of Computer Graphics and Visualization 2008 and Gaming 2008: Design for Engaging Experience Soc. Interaction,An open source head-eye tracking suite for immersive environments: Point of Regard,"Morris, D. and Rodriguez-Echavarria, K. and Arnold, D.",conference,Morris2008206,,"Computer graphics;  Computers;  Information systems;  Open systems;  Three dimensional;  Tracking (position);  Visualization, Eye trackers;  Head orientation;  Head position;  Head-eye tracking;  Immersive 3D environments;  Immersive environments;  Open source;  Open-source software (OSS), Computer software",Head-eye tracking;  Immersive 3D environments;  Open source,206-210,9789728924638,,
1178,Scopus,Conference Paper,Proc Int Jt Conf Neural Networks,English,,,,"Fieres, J.; Kirchhoff Institute for Physics, Ruprecht-Karls University, Heidelberg, Germany; email: fieres@kip.uni-heidelberg.de","An analog VLSI hardware architecture for the distributed simulation of large-scale spiking neural networks has been developed. Several hundred integrated computing nodes, each hosting up to 512 neurons, will be interconnected and operated on un-cut silicon wafers. The electro-technical aspects and the details of the hardware implementation are covered in a separate contribution to this conference. This paper focuses on the usability of the system by demonstrating that biologically relevant network models can in fact be mapped to this system. Different network configurations are established on the hardware by programmable switch matrices, repeaters, and address decoders. Systematic routing algorithms are presented to map a given network model to the hardware system. Routing is simulated for several network examples, proving the system's practical applicability. Furthermore, the routing simulations are used to fix values for yet open hardware parameters. © 2008 IEEE.","Kirchhoff Institute for Physics, Ruprecht-Karls University, Heidelberg, Germany",https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349143763&doi=10.1109%2fIJCNN.2008.4633916&partnerID=40&md5=2be48d86ce46f164e2075a38b6a6a275,cited By 50,4633916,10.1109/IJCNN.2008.4633916,,,2008,Proceedings of the International Joint Conference on Neural Networks,Realizing biological spiking network models in a configurable wafer-scale hardware system,"Fieres, J. and Schemmel, J. and Meier, K.",conference,Fieres2008969,85OFA,"Conformal mapping;  Hardware;  Military operations;  Neural networks;  Routing algorithms;  Semiconducting silicon compounds;  Silicon;  Silicon wafers;  Switching circuits, Address decoders;  Analog vlsis;  Configurable;  Distributed simulations;  Hardware architectures;  Hardware implementations;  Hardware systems;  Integrated computing;  Network configurations;  Network models;  Open hardwares;  Programmable switches;  Routing simulations;  Spiking networks;  Spiking Neural networks;  Technical aspects, Computer networks",,969-976,9781424418213,,
1179,Scopus,Article,J. Neurosci. Methods,English,18761038,01650270,,"Purdon, P.L.; Neuroscience Statistics Research Laboratory, Department of Anesthesia and Critical Care, Massachusetts General Hospital, 149 13th Street, Room 4005, Charlestown, MA 02129, United States; email: patrickp@nmr.mgh.harvard.edu","Simultaneous recording of electrophysiology and functional magnetic resonance imaging (fMRI) is a technique of growing importance in neuroscience. Rapidly evolving clinical and scientific requirements have created a need for hardware and software that can be customized for specific applications. Hardware may require customization to enable a variety of recording types (e.g., electroencephalogram, local field potentials, or multi-unit activity) while meeting the stringent and costly requirements of MRI safety and compatibility. Real-time signal processing tools are an enabling technology for studies of learning, attention, sleep, epilepsy, neurofeedback, and neuropharmacology, yet real-time signal processing tools are difficult to develop. We describe an open-source system for simultaneous electrophysiology and fMRI featuring low-noise (<0.6 μV p-p input noise), electromagnetic compatibility for MRI (tested up to 7 T), and user-programmable real-time signal processing. The hardware distribution provides the complete specifications required to build an MRI-compatible electrophysiological data acquisition system, including circuit schematics, print circuit board (PCB) layouts, Gerber files for PCB fabrication and robotic assembly, a bill of materials with part numbers, data sheets, and vendor information, and test procedures. The software facilitates rapid implementation of real-time signal processing algorithms. This system has been used in human EEG/fMRI studies at 3 and 7 T examining the auditory system, visual system, sleep physiology, and anesthesia, as well as in intracranial electrophysiological studies of the non-human primate visual system during 3 T fMRI, and in human hyperbaric physiology studies at depths of up to 300 feet below sea level.","Neuroscience Statistics Research Laboratory, Department of Anesthesia and Critical Care, Massachusetts General Hospital, 149 13th Street, Room 4005, Charlestown, MA 02129, United States; MGH, MIT, HMS Athinoula A. Martinos Center for Biomedical Imaging, 149 13th Street, Charlestown, MA 02129, United States; PLF Consulting, 258 Harvard Street #324, Brookline, MA 02446-2904, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-53749099996&doi=10.1016%2fj.jneumeth.2008.07.017&partnerID=40&md5=6301148a71b7d2e0576b333e78e25e77,cited By 18,,10.1016/j.jneumeth.2008.07.017,2,175,2008,Journal of Neuroscience Methods,An open-source hardware and software system for acquisition and real-time processing of electrophysiology during high field MRI,"Purdon, P.L. and Millan, H. and Fuller, P.L. and Bonmassar, G.",article,Purdon2008165,JNMED,"article;  auditory system;  computer;  computer program;  electromagnetic field;  electrophysiology;  functional magnetic resonance imaging;  physiology;  priority journal;  robotics;  signal noise ratio;  signal processing;  visual system, Brain;  Brain Mapping;  Computers;  Electroencephalography;  Electrophysiology;  Evoked Potentials;  Humans;  Image Processing, Computer-Assisted;  Magnetic Resonance Imaging;  Numerical Analysis, Computer-Assisted;  Oxygen;  Software",Anesthesia;  Attention;  EEG;  fMRI;  Hyperbaric medicine;  Learning;  Local field potentials;  Multimodal imaging;  Neuropharmacology;  Real-time signal processing;  Sleep,165-186,,,
1180,Scopus,Article,Sensors,English,,14248220,,"Gutiérrez, A.; ETSI Telecomunicación, Universidad Politécnica de Madrid, Avd. Complutense S/N, 28040 Madrid, Spain; email: aguti@etsit.upm.es","In this paper we describe a localization and local communication system which allows situated agents to communicate locally, obtaining at the same time both the range and the bearing of the emitter without the need of any centralized control or any external reference. The system relies on infrared communications with frequency modulation and is composed of two interconnected modules for data and power measurement. Thanks to the open hardware license under which it is released, the research community can easily replicate the system at a low cost and/or adapt it for applications in sensor networks and in robotics. © 2008 by the authors.","ETSI Telecomunicación, Universidad Politécnica de Madrid, Avd. Complutense S/N, 28040 Madrid, Spain; IRIDIA, CoDE, Université Libre de Bruxelles, 50, Av. F. Roosevelt, CP 194/6, Brussels, Belgium; RBZ Robot Design S.L., C.M.E. San Fernando de Henares, Avd. Vía Láctea S/N, Local 30, 28830 Madrid, Spain; European Centre for Soft Computing, C. Gonzalo Gutiérrez Quirós S/N, 33600 Asturias, Spain",https://www.scopus.com/inward/record.uri?eid=2-s2.0-68249117683&doi=10.3390%2fs8117545&partnerID=40&md5=0369cf823b111261aaab575f8e849e52,cited By 43,,10.3390/s8117545,11,8,2008,Sensors,An open localization and local communication embodied sensor,"Gutiérrez, A. and Campo, A. and Dorigo, M. and Amor, D. and Magdalena, L. and Monasterio-Huelin, F.",article,Gutiérrez20087545,,"Centralized control;  Embodied communication;  Infrared communication;  Interconnected modules;  Local communications;  Localization;  Research communities;  Situated agents, Sensor networks, Communication",Embodied communication;  Local communication;  Localization;  Range and bearing,7545-7568,,,
1181,Scopus,Article,J. Neurosci. Methods,English,18771691,01650270,,"Opp, M.R.; Department of Anesthesiology, University of Michigan, Ann Arbor, MI 48109, United States; email: mopp@umich.edu","Methods to determine cytokine protein content in samples of interest, such as enzyme-linked immunosorbent assay (ELISA), are often labor-intensive and costly. Furthermore, because ELISA requires relatively large sample volumes and protein concentrations, it is difficult using this technique to determine protein content for multiple cytokines from individual samples. Recently, Luminex has developed an open source hardware platform combining flow cytometry- and bead-based antibody capture that is capable of detecting multiple analytes from a single sample. In the present study we employed the Luminex 200® platform to determine the cytokine protein content in discrete brain regions of C57BL/6J mice. In spike-and-recovery experiments, known concentrations of murine recombinant interleukin (IL)-1β, IL-6, and tumor necrosis factor (TNF)α were added either singly or as a mixture of all three to whole brain homogenates containing known quantities of total protein. Spiked samples were assayed for either a single cytokine or for multiple cytokines using 1-plex or 3-plex assay kits, respectively. In whole mouse brain homogenate we recovered between 81% and 103% of the recombinant cytokines. We then injected C57BL/6J mice intraperitoneally with bacterial lipopolysaccharide (LPS) and sacrificed them 4 h later. We detected in samples taken from LPS-stimulated mice 4- to 870-fold increases in serum or spleen cytokine protein, and 1.5- to 16-fold increases in cytokine protein in discrete brain regions, relative to protein content in samples obtained from vehicle-treated animals. These results indicate that multiple cytokines may be reliably assayed from discrete regions of mouse brain using a single sample. © 2008 Elsevier B.V. All rights reserved.","Department of Anesthesiology, University of Michigan, Ann Arbor, MI 48109, United States; Department of Molecular and Integrative Physiology, University of Michigan, Ann Arbor, MI 48109, United States; Neuroscience Graduate Program, University of Michigan, Ann Arbor, MI 48109, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049098912&doi=10.1016%2fj.jneumeth.2008.08.007&partnerID=40&md5=ce5d63c7b0a584ac57c083517d1dbf03,cited By 50,,10.1016/j.jneumeth.2008.08.007,1,175,2008,Journal of Neuroscience Methods,Lipopolysaccharide-induced increases in cytokines in discrete mouse brain regions are detectable using Luminex xMAP® technology,"Datta, S.C. and Opp, M.R.",article,Datta2008119,JNMED,"lipopolysaccharide;  recombinant interleukin 1beta;  recombinant interleukin 6;  recombinant tumor necrosis factor alpha, animal experiment;  animal tissue;  article;  brain homogenate;  brain region;  brain stem;  controlled study;  enzyme linked immunosorbent assay;  flow cytometry;  hippocampus;  hypothalamus;  mouse;  nonhuman;  priority journal;  protein content;  protein isolation;  spleen, Animals;  Brain;  Cytokines;  Gene Expression Regulation;  Interleukin-1beta;  Interleukin-6;  Luminescent Measurements;  Male;  Mice;  Mice, Inbred C57BL;  Polysaccharides;  Tumor Necrosis Factor-alpha",Brain;  CNS;  Interleukin;  Mouse;  Multiplex;  Sleep;  Tumor necrosis factor,119-124,,,
1182,Scopus,Conference Paper,ICASSP IEEE Int Conf Acoust Speech Signal Process Proc,English,,15206149,,"Fainguelernt, J.; Tel-Aviv University, Tel-Aviv, Israel; email: jfaing@eng.tau.ac.il","This paper describes an innovative environment to develop real-time embedded Signal Processing based applications, and a suite of example applications that have been developed to assist in academic teaching of practical signal processing. The objective of this environment is algorithmic design and simulation, which itself is educational but it can also be used as a rapid prototyping tool, enabling students to experiment with real-time DSP applications in a variety of fields. The environment offers a wide range of libraries to support this, and it has an open hardware and software architecture enabling further expansion of its functionality. ©2008 IEEE.","Tel-Aviv University, Tel-Aviv, Israel; MathWorks Ltd., Cambridge, United Kingdom; JLR Engineering Centre, Coventry, United Kingdom",https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449089643&doi=10.1109%2fICASSP.2008.4518194&partnerID=40&md5=c7a49510e53a83f4f4170c375fafa0d0,cited By 0,4518194,10.1109/ICASSP.2008.4518194,,,2008,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",An integrated environment for developing real-time DSP applications,"Fainguelernt, J. and Reith, G. and Sikora, R.",conference,Fainguelernt20082653,IPROD,"Acoustics;  Concurrent engineering;  Digital signal processors;  Interconnection networks;  Job analysis;  Rapid prototyping;  Signal processing;  Software architecture;  Speech, Educational technology;  Engineering education;  Programming environments;  Real-time systems, Applications",Educational technology;  Engineering education;  Programming environments;  Real-time systems;  Signal processing,2653-2656,1424414849; 9781424414840,,
1183,Scopus,Article,IEEE Trans. Instrum. Meas.,English,,00189456,,"Maharaj, B.T.; Department of Electrical, Electronic, and Computer Engineering, University of Pretoria, Pretoria 0002, South Africa; email: sunil.maharaj@mp.ac.za","Due to the complexity of multiple-input-multiple-output (MIMO) wireless channels, direct measurement is the main viable option for accurate characterization. Details on a new low-cost wideband channel sounder are presented, which was mainly constructed from conventional instruments and components. This switched architecture system is similar to commercial channel sounders and has modest cost (< US$ 50000). The sounder operates in the 2- to 8-GHz range with up to 100 MHz of instantaneous bandwidth and supports eight transmitters and receivers, which are sufficient to support the development and assessment of current and future MIMO wireless systems. In this ""open-hardware""project, the hardware design and software components are openly available to other researchers interested in developing or enhancing the MIMO measurement capability. The actual systems built at the University of Pretoria, Pretoria, South Africa, and Brigham Young University, Provo, UT, are presented, as are some example studies. © 2008 IEEE.","Department of Electrical, Electronic, and Computer Engineering, University of Pretoria, Pretoria 0002, South Africa; School of Engineering and Science, Jacobs University Bremen, 28759 Bremen, Germany; Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT 84602, United States",https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649096964&doi=10.1109%2fTIM.2008.919943&partnerID=40&md5=3a3112b578416316f6eca81a72f87f21,cited By 30,,10.1109/TIM.2008.919943,10,57,2008,IEEE Transactions on Instrumentation and Measurement,A low-cost open-hardware wideband multiple-input-multiple-output (MIMO) wireless channel sounder,"Maharaj, B.T. and Wallace, J.W. and Jensen, M.A. and Linde, L.P.",article,Maharaj20082283,IEIMA,"Acoustic devices;  Chlorine compounds;  Communication channels (information theory);  Local area networks;  Multiplexing;  Software design;  Telecommunication repeaters, Actual systems;  Channel sounders;  Conventional instruments;  Direct measurements;  Hardware designs;  Measurement;  MIMO wireless systems;  Multiple-input-multiple-output (MIMO);  Software components;  South Africa;  Switched architecture;  Wide bands;  Wide-band channels;  Wideband;  Wireless channels, MIM devices",Measurement;  Multiple-input-multiple-output (MIMO);  Wideband,2283-2289,,,
