,da,unique-id,doc-delivery-number,journal-iso,usage-count-since-2013,usage-count-last-180-days,times-cited,number-of-cited-references,author-email,web-of-science-categories,research-areas,keywords-plus,keywords,eissn,issn,doi,affiliation,language,type,address,publisher,abstract,month,pages,number,volume,year,journal,title,author,ENTRYTYPE,ID,funding-text,funding-acknowledgement,oa,orcid-numbers,researcherid-numbers,article-number,organization,note,isbn,booktitle,book-group-author,meeting,series,editor,esi-hot-paper,esi-highly-cited-paper,book-author
620,{2020-04-29},{ISI:000336784600078},{AI3TB},{Sensors},{71},{2},{32},{37},"{ckelle13@jhu.edu
amk283@cornell.edu
lbrunne4@jhu.edu
aburklu1@jhu.edu
dkahn7@jhu.edu
bball@jhu.edu
monroe.weber-shirk@cornell.edu}","{Chemistry, Analytical; Engineering, Electrical \& Electronic;
Instruments \& Instrumentation}",{Chemistry; Engineering; Instruments \& Instrumentation},{DRINKING-WATER; DESIGN; FIBERS},"{turbidity; affordable water treatment monitoring; open-source hardware;
Arduino}",,{1424-8220},{10.3390/s140407142},"{Kelley, CD (Reprint Author), Johns Hopkins Univ, Dept Geog \& Environm Engn, 3400 N Charles St,Ames 313, Baltimore, MD 21218 USA.
Kelley, Christopher D.; Brunner, Logan; Burklund, Alison; Kahn, Daniel; Ball, William P., Johns Hopkins Univ, Dept Geog \& Environm Engn, Baltimore, MD 21218 USA.
Krolick, Alexander, Cornell Univ, Sibley Sch Mech \& Aerosp Engn, Ithaca, NY 14853 USA.
Weber-Shirk, Monroe, Cornell Univ, Sch Civil \& Environm Engn, Ithaca, NY 14853 USA.}",{English},{Article},"{POSTFACH, CH-4005 BASEL, SWITZERLAND}",{MDPI AG},"{Turbidity is an internationally recognized criterion for assessing
drinking water quality, because the colloidal particles in turbid water
may harbor pathogens, chemically reduce oxidizing disinfectants, and
hinder attempts to disinfect water with ultraviolet radiation. A
turbidimeter is an electronic/optical instrument that assesses turbidity
by measuring the scattering of light passing through a water sample
containing such colloidal particles. Commercial turbidimeters cost
hundreds or thousands of dollars, putting them beyond the reach of
low-resource communities around the world. An affordable open-source
turbidimeter based on a single light-to-frequency sensor was designed
and constructed, and evaluated against a portable commercial
turbidimeter. The final product, which builds on extensive published
research, is intended to catalyze further developments in affordable
water and sanitation monitoring.}",{APR},{7142-7155},{4},{14},{2014},{SENSORS},{An Affordable Open-Source Turbidimeter},"Kelley, Christopher D. and Krolick, Alexander and Brunner, Logan and
Burklund, Alison and Kahn, Daniel and Ball, William P. and Weber-Shirk,
Monroe",article,ISI:000336784600078,"{This project was supported financially through an NSF IGERT grant
(DGE-1069213), and an EPA P3 grant (OSP\# 69442/A001). The authors wish
to thank Dan Naiman (Johns Hopkins University) for his advice, and also
thank Alan Stone (Johns Hopkins University) and Sushant Murthy
(undergraduate, Johns Hopkins University) for their assistance.}",{NSF IGERT grant {[}DGE-1069213]; EPA P3 grant (OSP) {[}69442/A001]},"{DOAJ Gold, Green Published}","{Ball, William P/0000-0001-5217-8108
Burklund, Alison/0000-0002-3468-4899}","{Ball, William P/C-9431-2019
}",,,,,,,,,,,,
621,{2020-04-29},{ISI:000331974600010},{AB7MO},{IEEE Trans. Comput-Aided Des. Integr. Circuits Syst.},{10},{1},{2},{42},"{joyguoqi@gmail.com
chentianshi@ict.ac.cn
cyj@ict.ac.cn
wrui1108@mail.ustc.edu.cn
hchen@ustc.edu.cn
hww@ict.ac.cn
glchen@ustc.edu.cn}","{Computer Science, Hardware \& Architecture; Computer Science,
Interdisciplinary Applications; Engineering, Electrical \& Electronic}",{Computer Science; Engineering},,"{Bug forecast; code review; design characteristics; functional
verification; machine learning}",{1937-4151},{0278-0070},{10.1109/TCAD.2013.2288688},"{Chen, TS (Reprint Author), Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China.
Guo, Qi; Chen, Tianshi; Chen, Yunji; Hu, Weiwu, Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China.
Wang, Rui, Anhui USTC iFLYTEK Co Ltd, Hefei 230088, Peoples R China.
Chen, Huanhuan, Univ Sci \& Technol China, Hefei 230027, Peoples R China.
Chen, Guoliang, Univ Sci \& Technol China, Sch Comp Sci \& Technol, Hefei 230027, Peoples R China.}",{English},{Article},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}",{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC},"{The ever-intensifying time-to-market pressure imposes great challenges
on the pre-silicon design phase of hardware. Before the tape-out, a
pre-silicon design has to be thoroughly inspected by time-consuming
functional verification and code review to exclude bugs. For functional
verification and code review, a critical issue determining their
efficiency is the allocation of resources (e.g., computational resources
and manpower) to different modules of a design, which is conventionally
guided by designers' experiences. Such practices, though simple and
straightforward, may take high risks of wasting resources on bug-free
modules or missing bugs in buggy modules, and thus could affect the
success and timeline of the tape-out. In this paper, we propose a novel
framework called pre-silicon bug forecast to predict the bug information
of hardware designs. In this framework, bug models are built via machine
learning techniques to characterize the relationship between design
characteristics and the bug information, which can be leveraged to
predict how bugs distribute in different modules of the current design.
Such predicted bug information is adequate to regulate the resources
among different modules to achieve efficient functional verification and
code review. To evaluate the effectiveness of the proposed pre-silicon
bug forecast framework, we conducted detailed experiments on several
open-source hardware projects. Moreover, we also investigate the impacts
of different learning techniques and different sets of characteristic on
the performance of bug models. Experimental results show that with
appropriate learning techniques and characteristics, about 90\% modules
could be correctly predicted as buggy or clean and the number of bugs of
each module could also be accurately predicted.}",{MAR},{451-463},{3},{33},{2014},"{IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND
SYSTEMS}",{Pre-Silicon Bug Forecast},"Guo, Qi and Chen, Tianshi and Chen, Yunji and Wang, Rui and Chen,
Huanhuan and Hu, Weiwu and Chen, Guoliang",article,ISI:000331974600010,"{This work was supported in part by the Strategic Priority Research
Program of the Chinese Academy of Sciences under Grant XDA06010401-02,
in part by the National Natural Science Foundation of China under Grant
61100163, Grant 61003064, Grant 61222204, Grant 61050002, Grant
61173006, Grant 61133004, and Grant 61173001, in part by the National
S\&T Major Project of China under Grant 2009ZX01028-002-003, Grant
2009ZX01029-001-03, and Grant 2010ZX01036-001-002, and in part by the
National 863 Program of China under Grant 2012AA012202. The work of H.
Chen was supported by the One Thousand Young Talents Program. This paper
was recommended by Associate Editor K. Chakrabarty (Corresponding
author: T. Chen).}","{Strategic Priority Research Program of the Chinese Academy of
SciencesChinese Academy of Sciences {[}XDA06010401-02]; National Natural
Science Foundation of ChinaNational Natural Science Foundation of China
{[}61100163, 61003064, 61222204, 61050002, 61173006, 61133004,
61173001]; National S\&T Major Project of China {[}2009ZX01028-002-003,
2009ZX01029-001-03, 2010ZX01036-001-002]; National 863 Program of China
{[}2012AA012202]; One Thousand Young Talents Program}",,,,,,,,,,,,,,,
622,{2020-04-29},{ISI:000330321000022},{298JV},{Nature},{16},{0},{18},{1},{pearce@mtu.edu},{Multidisciplinary Sciences},{Science \& Technology - Other Topics},,,{1476-4687},{0028-0836},{10.1038/505618d},"{Pearce, JM (Reprint Author), Michigan Technol Univ, Houghton, MI 49931 USA.
Michigan Technol Univ, Houghton, MI 49931 USA.}",{English},{Letter},"{MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND}",{NATURE PUBLISHING GROUP},,{JAN 30},{618},{7485},{505},{2014},{NATURE},{Cut costs with open-source hardware},"Pearce, Joshua M.",article,ISI:000330321000022,,,{Bronze},"{Pearce, J.M/0000-0001-9802-3056
}","{Pearce, J.M/C-9240-2013
Pearce, Joshua M/D-2052-2010}",,,,,,,,,,,,
623,{2020-04-29},{ISI:000363986800013},{BD8JC},,{1},{0},{3},{4},"{juraj.micek@fri.uniza.sk
ondrej.karpis@pd.uniza.sk
michal.kochlan@fri.uniz.sk}","{Computer Science, Interdisciplinary Applications; Education, Scientific
Disciplines}",{Computer Science; Education \& Educational Research},,,,,,"{Micek, J (Reprint Author), Univ Zilina, Dept Tech Cybernet, Fac Management Sci \& Informat, Univ 8215-1, SK-01026 Zilina, Slovakia.
Micek, Juraj; Karpis, Ondrej; Kochlan, Michal, Univ Zilina, Dept Tech Cybernet, Fac Management Sci \& Informat, SK-01026 Zilina, Slovakia.}",{English},{Proceedings Paper},"{345 E 47TH ST, NEW YORK, NY 10017 USA}",{IEEE},"{A mobile and modular educational robotic platform called ``Yrobot{''} is
presented for the purpose of increasing students interest in studying
technical suNects, to support teaching and to promote the selected areas
of the information and communication technologies. The developed mobile
robotic system is open hardware. Its base part - a mobile robotic
platform - is being continuously extended by expansion modules to enable
the development and implementation of the specific applications. As the
first expansion module for the ``Yrobot{''}, an audio-communication
subsystem module based on Texas Instruments solutions has been
developed. This extension module is called ``AudioCom{''} and allows the
development and verification of the simple modulation techniques
operation. These techniques are commonly used in the radio frequency
communication as well. This paper describes the motivation for the
development of the mentioned platform, the expansion module circuit
design, software solution and the experimental testing results.}",,{60-64},,,{2014},,"{AUDIO-COMMUNICATION SUBSYSTEM MODULE FOR YROBOT - A MODULAR EDUCATIONAL
ROBOTIC PLATFORM}","Micek, Juraj and Karpis, Ondrej and Kochlan, Michal",inproceedings,ISI:000363986800013,,,,,,,"{IEEE Reg 8; IEEE Italian SPS Chapter; North Italian IEEE IAS PELS IES
Joint Chapter; European Assoc Signal Proc}","{6th European Embedded Design in Education and Research Conference
(EDERC), Milan, ITALY, SEP 11-12, 2014}",{978-1-4799-6843-5},"{2014 6TH EUROPEAN EMBEDDED DESIGN IN EDUCATION AND RESEARCH CONFERENCE
(EDERC)}",,,,"{Soraghan, JJ and DiCaterina, G and Marinkovic, D and Llin, N and Wicks, D}",,,
624,{2020-04-29},{ISI:000364233300008},{BD8RS},,{2},{0},{0},{25},{kjx@ecs.vuw.ac.nz},"{Computer Science, Software Engineering; Computer Science, Theory \&
Methods; Engineering, Electrical \& Electronic}",{Computer Science; Engineering},,,,,{10.1109/VISSOFT.2014.16},"{Noble, J (Reprint Author), Victoria Univ Wellington, Sch Engn \& Comp Sci, Wellington, New Zealand.
Victoria Univ Wellington, Sch Engn \& Comp Sci, Wellington, New Zealand.}",{English},{Proceedings Paper},"{345 E 47TH ST, NEW YORK, NY 10017 USA}",{IEEE},"{littleBits (littleBits. cc) is an open-source hardware library of
pre-assembled analogue components that can be easily assembled into
circuits, disassembled, reassembled, and re-used. In this paper, we
consider littleBits - and the littleBits SynthKit in particular - as a
physically-embodied domain specific programming language. We describe
the littleBits system, explain how littleBits ``programs{''} are
constructed as configurations of physical modules in the real world, and
describe how they are typically used to control physical artefacts or
constructions. We then argue that littleBits constructions essentially
``visualise themselves{''}. We describe how littleBits' liveness,
embodiment, and plasticity assists both learning and debugging, and then
evaluate littleBits configurations according to the cognitive dimensions
of notations.}",,{40-44},,,{2014},,{Livecoding the SynthKit: littleBits as an embodied programming language},"Noble, James",inproceedings,ISI:000364233300008,,,,"{Noble, James/0000-0001-9036-5692}",,,"{IEEE Comp Soc; IEEE Comp Soc, Tech Council Software Engn; IEEE}","{2nd IEEE Working Conference on Software Visualization (VISSOFT),
Victoria, CANADA, SEP 29-30, 2014}",{978-0-7695-5305-4},{2014 SECOND IEEE WORKING CONFERENCE ON SOFTWARE VISUALIZATION (VISSOFT)},,,,"{Sahraoui, H and Zaidman, A and Sharif, B}",,,
625,{2020-04-29},{ISI:000361384700005},{BD5FP},,{2},{0},{0},{4},"{nancy.diniz@xjtlu.edu.cn
haining.liang@xjtlu.edu.cn}",{Architecture},{Architecture},,"{Environmental data collection; mobile sensing; intangible data
collection and visualization; city modeling; site surveying with open
hardware; DIY electronics}",,,,"{Diniz, N (Reprint Author), Xian Jiaotong Liverpool Univ, Xian, Peoples R China.
Diniz, Nancy; Liang, Hai-Ning, Xian Jiaotong Liverpool Univ, Xian, Peoples R China.}",{English},{Proceedings Paper},"{DEPT ARCHITECTURE SINT-LUCAS BRUSSELS-GHENT, HOGESCHOOL VOOR WETENSCHAP
\& KUNST, PALEIZENSTRAAT 65, BRUSSELS, 1030, BELGIUM}",{ECAADE-EDUCATION \& RESEARCH COMPUTER AIDED ARCHITECTURAL DESIGN EUROPE},"{This paper describes the design and testing of a mobile sensing kit for
real-time urban site analysis. It aims to contribute to a discussion on
the importance of sensing-based mapping of urban phenomena following our
assertion that current delivery of urban analysis methodologies, with
their emphasis on visuo-spatial analysis only, fail to create maps that
reflect the nuanced and layered interrelationships between the people
and the physical environmental space they live in. In essence, the paper
will bring to light the set up components and deployment of a mobile
sensing kit that allows for usually mapped static invisible data (air
quality, temperature, humidity) to be mapped as visible data. In other
words, we want to explore how real-time geo-referenced data collection
can enhance traditional data mapping and visualization methods enabling
designers to understand better the urban space.}",,{63-70},,,{2014},,"{A Mobile Sensing Kit for Urban Analysis For more legible, quantifiable
intangible and temporary data}","Diniz, Nancy and Liang, Hai-Ning",inproceedings,ISI:000361384700005,,,,,,,{Autodesk; Bentley; Northumbria Univ},"{32nd International Conference on Education and Research in Computer
Aided Architectural Design in Europe (eCAADe), Northumbria Univ, Fac
Engn \& Environm, Dept Architecture \& Built Environm, Newcastle upon
Tyne, ENGLAND, SEP 10-12, 2014}",{978-94-91207-07-5},"{FUSION: DATA INTEGRATION AT ITS BEST, VOL 1}",,,,"{Thompson, EM}",,,
626,{2020-04-29},{ISI:000360803800023},{BD4HS},,{1},{0},{0},{21},"{michal.kochlan@fri.uniza.sk
michal.hodon@fri.uniza.sk}","{Computer Science, Artificial Intelligence; Engineering, Electrical \&
Electronic; Robotics}",{Computer Science; Engineering; Robotics},,,,,,"{Kochlan, M (Reprint Author), Univ Zilina, Fac Management Sci \& Informat, Dept Techn Cybernet, Univ 8215-1, Zilina 01026, Slovakia.
Kochlan, Michal; Hodon, Michal, Univ Zilina, Fac Management Sci \& Informat, Dept Techn Cybernet, Zilina 01026, Slovakia.}",{English},{Proceedings Paper},"{345 E 47TH ST, NEW YORK, NY 10017 USA}",{IEEE},"{The open hardware mobile and modular educational robotic platform Yrobot
is a new open platform that has been developed at the authors'
department. It features a unique combination of teaching robotics and
electronics along with algorithms, artificial intelligence and hardware
based programming. The original motivation was to encourage students'
interest in technical fields of study, to support teaching and the
selected areas of the information and communication technologies. As a
modular platform, Yrobot system enables development of various
interesting and special applications in form of the expansion modules.
The development software, support and firmware source code as well as
the full hardware designs are available under the free licenses. The
design and functionality of the Yrobot mobile and modular educational
robotic platform is presented. The developed system is meant to serve as
an educational platform for students at the undergraduate and graduate
levels.}",,,,,{2014},,{Open Hardware Modular Educational Robotic Platform - Yrobot},"Kochlan, Michal and Hodon, Michal",inproceedings,ISI:000360803800023,,,,,,,,"{23rd International Conference on Robotics in Alpe-Adria-Danube Region
(IEEE RAAD), SLOVAKIA, SEP 03-05, 2014}",{978-1-4799-6798-8},"{2014 23RD INTERNATIONAL CONFERENCE ON ROBOTICS IN ALPE-ADRIA-DANUBE
REGION (RAAD)}",,,,"{Budinska, I and Ciganek, J and Havlik, S and Hricko, J and Kozak, S}",,,
627,{2020-04-29},{ISI:000359292800015},{BD2SQ},,{0},{0},{0},{5},{carlos.elsalvador@gmail.com},"{Computer Science, Theory \& Methods; Engineering, Electrical \&
Electronic}",{Computer Science; Engineering},,"{Linux; OpenWrt; Open software; Open hardware; Electric energy meter;
Flukso; Wireless network}",,,,"{Martinez-Cruz, CE (Reprint Author), Univ El Salvador, Escuela Ingn Elect, San Salvador, El Salvador.
Univ El Salvador, Escuela Ingn Elect, San Salvador, El Salvador.}",{Spanish},{Proceedings Paper},"{345 E 47TH ST, NEW YORK, NY 10017 USA}",{IEEE},"{The meter calculates power consumption and electric energy demand.
Measurements are done through a microcontroller-based circuit. Data is
sent through wireless wifi connection to a web server. Wireless capacity
is provided by a wifi router. The construction process could be
summarized in three steps. First, a sensor circuit based on a
microcontroller was built. Second, telemetry capacity was developed.
Last, a web server was designed. The web server is a modification of a
software originally used to monitor mesh network radio links. Measures
are visualized as power versus time or energy versus time.}",,,,,{2014},,{Manufacturing Low-cost WiFi-based Electric Energy Meter},"Martinez-Cruz, Carlos Eugenio",inproceedings,ISI:000359292800015,,,,,,,"{IEEE Secc Panama; ABB; CONDUSAL; COPPERWELD; Survalent Technol;
Electroval; CONDUMEX; TELECARRIER; Viakon; ENSO; Telefonica; MetroMPLS;
IEEE Educat Activities Board; gasNaturalfenosa; Enel; IEEE}","{IEEE Central America and Panama Convention (CONCAPAN XXXIV), Panama
City, PANAMA, NOV 12-14, 2014}",{978-1-4799-7584-6},{2014 IEEE CENTRAL AMERICA AND PANAMA CONVENTION (CONCAPAN XXXIV)},{IEEE},,,,,,
628,{2020-04-29},{ISI:000358877000011},{BD2LT},,{0},{0},{0},{5},{jjcabrera@uao.edu.co},"{Computer Science, Information Systems; Engineering, Electrical \&
Electronic; Telecommunications}",{Computer Science; Engineering; Telecommunications},{FIELD},"{Environment monitoring; gas sensor; mixed-signal; transportable; PSoC;
Arduino}",,,,"{Cabrera-Lopez, JJ (Reprint Author), Univ Autonoma Occidente, Automat \& Elect Dept, Cali, Colombia.
Jairo Cabrera-Lopez, John; Latorre Victoria, Manuel Esteban; Mejia Jaramillo, Pablo Andres, Univ Autonoma Occidente, Automat \& Elect Dept, Cali, Colombia.}",{English},{Proceedings Paper},"{345 E 47TH ST, NEW YORK, NY 10017 USA}",{IEEE},"{Today, the environmental monitoring and quality have a growing interest.
This promotes the development of new monitoring tools, and especially
those with outstanding reliability and response time, and nonstationary
features. This paper presents the design and implementation of a
transportable gas detection and environmental monitoring device. Ideas
taken from the Arduino and Lego constructions are kept in mind during
the design of the device, looking further facilitate the development of
product family of this device; likewise, the use of reconfigurable and
interconnectable platforms with open hardware are considered. The
transducers have been selected based on their reliability, small size
and easy inclusion in an electronic system. Then, was developed a device
that supports transducers for environmental gases, such as: carbon
monoxide (CO), ozone (O-3), volatile organic compounds (VOC), nitrogen
dioxide (NO2) and sulfur dioxide (SO2); as well as the possibility to
interface with other systems for common gases such as carbon dioxide
(CO2) and oxygen (O-2) before developed. Other environmental measures
such as speed and wind direction, temperature and relative humidity, may
also be included. In this case, a configurable platform based on
mixed-signal circuits, PSoC5, was used for the development of embedded
system. This platform can be interfaced with different Arduino shields
and achieves the integration of several analog functions. This system
manages, acquires and processes signals from the above transducers. The
measurements can be displayed on an LCD display, save into an SD memory
and send to the Web using Ethernet interface. The device is hand size,
easy to carry and can operate with a battery. Its user interface is
simple and provides updated and in-situ readings. Currently, successful
results have been obtained from the functional and metrology testing of
the manufactured prototype.}",,,,,{2014},,"{An Electronic and Transportable Nose For Environmental Gases Monitoring
Based On Mixed-Signal SoC and Open Hardware}","Jairo Cabrera-Lopez, John and Latorre Victoria, Manuel Esteban and Mejia
Jaramillo, Pablo Andres",inproceedings,ISI:000358877000011,,,,,,,{IEEE},"{IEEE 9th Ibero-American Congress on Sensors (IBERSENSOR), Bogota,
COLOMBIA, OCT 15-18, 2014}",{978-1-4799-6836-7},{2014 IEEE 9TH IBERO-AMERICAN CONGRESS ON SENSORS (IBERSENSOR)},,,,"{Garcia, L}",,,
629,{2020-04-29},{ISI:000358567800225},{BD2AC},,{4},{0},{1},{43},"{sapena.angel@gmail.com
juperez@die.upv.es
mpineda@die.upv.es
rupucpa@die.upv.es
jroger@die.upv.es
mriera@die.upv.es
jmroman@die.upv.es}","{Engineering, Electrical \& Electronic}",{Engineering},"{FAULT-DIAGNOSIS; INDUCTION MACHINES; BAR DETECTION; SPECTRUM; MOTORS;
ALGORITHM; SIGNATURE}","{Induction motor; Fault diagnosis; Extended Park Vector; Fourier
transforms; Condition monitoring; Motor-current signature analysis;
Broken rotor bar detection; Programmable logic controllers; Signal
processing}",,,,"{Sapena-Bano, A (Reprint Author), Univ Politecn Valencia, Dept Elect Engn, Camino Vera S-N, Valencia 46022, Spain.
Sapena-Bano, A.; Perez-Cruz, J.; Pineda-Sanchez, M.; Puche-Panadero, R.; Roger-Folch, J.; Riera-Guasp, M.; Martinez-Roman, J., Univ Politecn Valencia, Dept Elect Engn, Valencia 46022, Spain.}",{English},{Proceedings Paper},"{345 E 47TH ST, NEW YORK, NY 10017 USA}",{IEEE},"{The diagnosis of electrical motors through the detection of fault
frequency signatures in the current's spectrum has become an established
standard in the field of industrial maintenance systems. Nevertheles,
its implementation on devices with low computing power remains a
practical challenge. Industrial controllers, such as programmable logic
controllers, or modern, low cost controller hardware, such as the
Arduino or the Raspberry Pi open source hardware proposals, lack both
the on-board memory and the high speed data acquisition hardware to
perform an accurate spectral analysis of the machine's current, in order
to identify the spectral components produced by each type of fault. In
this paper, a signal conditioning unit, based on a novel downsampling
method of the current, is presented. This unit reduces the amount of
current samples that must be processed by the diagnostic unit to a mere
sample per current cycle, maintains the sub-hertz accuracy needed to
resolve fault, and converts the mains component into a constant value
that can be easily eliminated without using any additional filter.
Besides, it is implemented using low cost devices, just resistors and
operational amplifiers. The proposed method is theoretically developed
in this paper, and it has been validated using induction motors with
broken bars fed directly by the mains or through variable speed drives.}",,{1516-1522},,,{2014},,"{Condition monitoring of electrical machines using low computing power
devices}","Sapena-Bano, A. and Perez-Cruz, J. and Pineda-Sanchez, M. and
Puche-Panadero, R. and Roger-Folch, J. and Riera-Guasp, M. and
Martinez-Roman, J.",inproceedings,ISI:000358567800225,,,,"{Sapena-Bano, Angel/0000-0002-3888-6498
Riera-Guasp, Martin/0000-0003-1327-242X
Puche-Panadero, Ruben/0000-0003-2090-1941
Martinez-Roman, Javier/0000-0001-7544-8481
Perez-Cruz, Juan/0000-0001-9718-3461}","{Sapena-Bano, Angel/U-8516-2019
Riera-Guasp, Martin/K-5102-2013
Puche-Panadero, Ruben/D-9460-2016
}",,"{Inst Elect \& Elect Engineers; IEEE Ind Elect Soc; VDI, Power Engn Soc}","{International Conference on Electrical Machines (ICEM), Berlin, GERMANY,
SEP 02-05, 2014}",,{2014 INTERNATIONAL CONFERENCE ON ELECTRICAL MACHINES (ICEM)},{IEEE},,,,,,
630,{2020-04-29},{ISI:000357573300001},{BD0QI},,{0},{0},{0},{17},{gianni.antichi@cl.cam.ac.uk},"{Computer Science, Theory \& Methods; Mathematics, Applied}",{Computer Science; Mathematics},,{QoS; High performance; Open-source; FPGA; VoIP},{1611-3349},{0302-9743},{10.1007/978-3-319-14896-0\_1},"{Antichi, G (Reprint Author), Univ Cambridge, Comp Lab, Pembroke St, Cambridge CB2 3QG, England.
Antichi, Gianni; Moore, Andrew W., Univ Cambridge, Comp Lab, Cambridge CB2 3QG, England.
Donatini, Lisa; Garroppo, Rosario G.; Giordano, Stefano, Univ Pisa, Dept Informat Engn, Pisa, Italy.}",{English},{Proceedings Paper},"{HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY}",{SPRINGER-VERLAG BERLIN},"{A key issue in VoIP services market is the availability of tools that
permit a constant monitoring of the relevant Quality of Service (QoS)
parameters. Several commercial and open-source solutions are available,
based on dedicated hardware and/or open-source software. These solutions
aim to achieve a tradeoff between performance and instrumentation cost.
In general, high performance and precise monitoring tools are based on
dedicated hardware, which is expensive. In contrast, cheaper
software-based solutions working on top of a Commercially available
Off-The-Shelf (COTS) hardware are performance-limited, especially when
serving high-capacity links. In this context, the paper presents an
open-source solution for QoS monitoring of VoIP traffic that achieves
high performance at significantly lower costs. The proposed solution
exploits the performance capabilities achievable with a
field-programmable gate array (FPGA). The associated costs reduction
arises from the high flexibility of an FPGA. Our experimental analysis
explores the accuracy of the developed prototype, measuring against
relevant QoS parameters of VoIP traffic on high capacity links.}",,{1-15},,{8934},{2014},,"{An Open-Source Hardware Approach for High Performance Low-Cost QoS
Monitoring of VoIP Traffic}","Antichi, Gianni and Donatini, Lisa and Garroppo, Rosario G. and
Giordano, Stefano and Moore, Andrew W.",inproceedings,ISI:000357573300001,,,,"{Moore, Andrew William/0000-0002-5494-9305
Antichi, Gianni/0000-0002-6063-4975
Garroppo, Rosario Giuseppe/0000-0001-7465-6019}",,,"{Masaryk Univ, Telc Univ Ctr}","{9th International Doctoral Workshop on Mathematical and Engineering
Methods in Computer Science (MEMICS), Telc, CZECH REPUBLIC, OCT 17-19,
2014}",{978-3-319-14896-0; 978-3-319-14895-3},"{MATHEMATICAL AND ENGINEERING METHODS IN COMPUTER SCIENCE, MEMICS 2014}",,,{Lecture Notes in Computer Science},"{Hlineny, P and Dvorak, Z and Jaros, J and Kofron, J and Korenek, J and Matula, P and Pala, K}",,,
631,{2020-04-29},{ISI:000355264600031},{BC7WY},,{1},{0},{0},{12},"{alfredo.herrera@ieee.org
tprowse@n2one.com
smajid@site.uottawa.ca
r.baseil@ieee.org}","{Computer Science, Theory \& Methods; Engineering, Electrical \&
Electronic}",{Computer Science; Engineering},,"{Free and Open Source; Open Source; Innovation; Intellectual Property
Rights; IPR; Product Lifecycle Management; PLM; Humanitarian Technology;
Peer-Review}",,{2372-7268},,"{Herrera, A (Reprint Author), Univ Ottawa, Ottawa, ON, Canada.
Herrera, Alfredo; Abdul--Majid, Sawsan, Univ Ottawa, Ottawa, ON, Canada.
Prowse, Thomas, N2one Inc, Ottawa, ON, Canada.
Baseil, Rich, IEEE SPS, Piscataway, ON, Canada.}",{English},{Proceedings Paper},"{345 E 47TH ST, NEW YORK, NY 10017 USA}",{IEEE},"{The objective of this paper is to describe a Product Lifecycle
Management process for IEEE's Humanitarian Technology (HT)
``Solutions{''} that leverages IEEE's peer-review. In 2011, the
Humanitarian Initiatives Committee (HIC) of IEEE Region 7 organized a
student design competition {[}1] with the specific objective of
understanding the design process of HT ``Solutions{''} to be made
available as open source. The 2011 competition was an initial effort to
understand open source licensing, open source hardware and the open
source development model. Adoption of the open source development model
was a stated objective of IEEE's Humanitarian technology Challenge (HTC)
{[}2]. The HIC held a student paper competition in 2013. The goal of the
2013 competition was to nurture the growing interest in Humanitarian
Technology in Region 7; to address HIC's concerns from the 2011
competition, more effort was focused in the paper review process for the
2013 competition and standard IEEE peer-review tools and processes were
used. This document presents in Section III the lessons learned during
these two competitions, and proposes in section IV a Product Lifecycle
Management framework for the Intellectual Property Rights (IPR) of OSI
development that leverages IEEE's peer-review process.}",,,,,{2014},,"{Managing the Lifecycle of IEEE's Humanitarian Technology with
Peer-Review}","Herrera, Alfredo and Prowse, Thomas and Abdul--Majid, Sawsan and Baseil,
Rich",inproceedings,ISI:000355264600031,,,,,,,{IEEE},"{IEEE International Technology Management Conference (ITMC), Chicago, IL,
JUN 12-15, 2014}",{978-1-4799-3312-9},{2014 IEEE INTERNATIONAL TECHNOLOGY MANAGEMENT CONFERENCE (ITMC)},{IEEE},,{IEEE International Technology Management Conference},,,,
