"","x"
"1984","hgum: messaging framework for hardware accelerators"
"1985","hgum: messaging framework for hardware accelerators"
"1986","hicce-128: an open hardware fmc module for high-channel count electrophysiology"
"1987","hicce-128: an open hardware fmc module for high-channel countelectrophysiology"
"1988","high bandwidth high throughput (hbht) government reference architecture(gra) validation"
"1989","high efficiency and low cost solution on rfid tag measurement"
"1990","high efficiency and low cost solution on rfid tag measurement"
"1991","high frequency oscillation torch control system based on can-open"
"1992","high peak and high average radiofrequency power transmit/receive switch for thermal magnetic resonance"
"1993","high peak and high average radiofrequency power transmit/receive switchfor thermal magnetic resonance"
"1994","high performance i/o architectures and systems"
"1995","high precision gps positioning with multiple receivers using carrier phase technique and sensor fusion"
"1996","high resolution 3d content creation using unconstrained and uncalibrated cameras"
"1997","high resolution 3d content creation using unconstrained and uncalibratedcameras"
"1998","high speed robotics with low cost hardware"
"1999","high speed robotics with low cost hardware"
"2000","high thermal conductive diamond/cu-ti composites fabricated by pressureless sintering technique"
"2001","high thermal conductive diamond/cu-ti composites fabricated bypressureless sintering technique"
"2002","high-displacement flexible shape memory alloy actuator for soft wearable robots"
"2003","high-displacement flexible shape memory alloy actuator for soft wearablerobots"
"2004","high-speed classification of aer data based on a low-cost hardware system"
"2005","high-speed data acquisition and signal processing using cost effective arm + fpga processors"
"2006","high-speed data acquisition and signal processing using cost effectivearm plus fpga processors"
"2007","high-speed device synchronization in optical microscopy with an open-source hardware control platform"
"2008","high-speed device synchronization in optical microscopy with anopen-source hardware control platform"
"2009","high-speed fpga-implementation of multidimensional binary morphologicaloperations"
"2010","high-throughput and low-cost hardware accelerator for privacy preserving publishing"
"2011","high-throughput and low-cost hardware accelerator for privacy preservingpublishing"
"2012","high-throughput and low-cost hardware-oriented integer transforms for hevc"
"2013","high-throughput and low-cost hardware-oriented integer transforms forhevc"
"2014","highly spectrally efficient ngara rural wireless broadband access demonstrator"
"2015","history of extreme ultraviolet solar measurements in xx-xxi centuries: from balloons to the international space station as instrumental platforms"
"2016","history of extreme ultraviolet solar measurements in xx-xxi centuries:from balloons to the international space station as instrumentalplatforms"
"2017","home computer network: a new way of networking for diy internet of things"
"2018","honeycomb - a platform for computational robotic materials"
"2019","hop-by-hop congestion control and load balancing in wireless sensornetworks"
"2020","how open hardware drives digital fabrication tools such as the 3d printer"
"2021","how participative is open source hardware ? insights from onlinerepository mining"
"2022","how participative is open source hardware? insights from online repository mining"
"2023","how to automate a kinematic mount using a 3d printed arduino-based system"
"2024","how to create successful open hardware projects - about white rabbits and open fields"
"2025","how to create successful open hardware projects - about white rabbitsand open fields"
"2026","hpin/htan: a lightweight and low-cost e-banking solution against untrusted computers"
"2027","hpin/htan: a lightweight and low-cost e-banking solution againstuntrusted computers"
"2028","hppn 2013 - proceedings of the 2013 acm workshop on high performance and programmable networking"
"2029","human computer interaction using hand gestures and voice"
"2030","human wound photogrammetry with low-cost hardware based on automatic calibration of geometry and color"
"2031","human wound photogrammetry with low-cost hardware based on automaticcalibration of geometry and color"
"2032","human-like sign-language learning method using deep learning"
"2033","human-like sign-language learning method using deep learning"
"2034","hybrid rf mapping and kalman filtered spring relaxation for sensor network localization"
"2035","hybrid rf mapping and kalman filtered spring relaxation for sensornetwork localization"
"2036","hybrid time-optimal predictive control for mechanical systems withbacklash nonlinearity"
"2037","hybrid-dbt: hardware/software dynamic binary translation targeting vliw"
"2038","hybrid-dbt: hardware/software dynamic binary translation targeting vliw"
"2039","hydraulic design procedure forbypass flow meters using a pipe bend"
"2040","hydrosense: an open platform for hydroclimatic monitoring"
"2041","hydrosense: an open platform for hydroclimatic monitoring"
"2042","hyperrail: modular, 3d printed, 1–100 m, programmable, and low-cost linear motion control system for imaging and sensor suites"
"2043","i3mote: an open development platform for the intelligent industrial internet"
"2044","i3mote: an open development platform for the intelligent industrialinternet"
"2045","identification of listeria species using a low-cost surface-enhancedraman scattering system with wavelet-based signal processing"
"2046","identification of optimised open platform architecture products for design for mass individualisation"
"2047","iec-60870-5 application layer for an open and flexible remote unit"
"2048","iec-60870-5 application layer over tcp/ip for an open and flexibleremote unit"
"2049","ieee 802.11 distance estimation based on rts/cts two-frame exchangemechanism"
"2050","iflex: a fully open-source, high-density field-programmable gate array(fpga)-based hardware co-processor for vector similarity searching"
"2051","ikimo: open entry-level robotics platform"
"2052","image classifier based digital image forensic detection - a review and simulations"
"2053","image classifier based digital image forensic detection-a review andsimulations"
"2054","image constrast control based on lukasiewicz's operators"
"2055","image constrast control based on lukasiewicz's operators and fuzzy logic"
"2056","image reconstruction algorithms for electrical impedance tomographybased on swarm intelligence"
"2057","immersive learning environment using 3d virtual worlds and integrated remote experimentation"
"2058","impact of mental fatigue during repetitive exercises of a visual p300 speller"
"2059","impact of physiological signals acquisition in the emotional support provided in learning scenarios"
"2060","impact of physiological signals acquisition in the emotional supportprovided in learning scenarios"
"2061","impacts of open source hardware in science and engineering"
"2062","impasse-aware node placement mechanism for wireless sensor networks"
"2063","impasse-aware node placement mechanism for wireless sensor networks"
"2064","implementation and assessment of a decentralized load frequency control: application to power systems with high wind energy penetration"
"2065","implementation and assessment of a decentralized load frequency control:application to power systems with high wind energy penetration"
"2066","implementation and deployment of an outdoor iot-based air quality monitoring testbed"
"2067","implementation and deployment of an outdoor iot-based air qualitymonitoring testbed"
"2068","implementation and manufacturing of a 3-axes plotter machine by arduino and cnc shield"
"2069","implementation and manufacturing of a 3-axes plotter machine by arduinoand cnc shield"
"2070","implementation and testing of janus and aorun acoustic communication algorithms"
"2071","implementation and testing of janus and aorun acoustic communicationalgorithms"
"2072","implementation of 2-dof inverted pendulum control system robust against actuator uncertainties"
"2073","implementation of a ball and plate control system using sliding mode control"
"2074","implementation of a ball and plate control system using sliding modecontrol"
"2075","implementation of a high resolution stepped frequency radar on a usrp"
"2076","implementation of a high resolution stepped frequency radar on a usrp"
"2077","implementation of a high-performance hardware architecture for binarymorphological image processing operations"
"2078","implementation of a low-cost automated led photometer for enzymatic reaction detection to teach basic bioelectronics technologies in vocational high schools"
"2079","implementation of a low-cost automated led photometer for enzymaticreaction detection to teach basic bioelectronics technologies invocational high schools"
"2080","implementation of a low-cost mobile devices to support medical diagnosis"
"2081","implementation of a low-cost mobile devices to support medical diagnosis"
"2082","implementation of a personal area network for secure routing in manets by using low-cost hardware"
"2083","implementation of a personal area network for secure routing in manetsby using low-cost hardware"
"2084","implementation of a plug and play i-v curve tracer dedicated to characterization and diagnosis of pv modules under real operating conditions"
"2085","implementation of a plug and play i-v curve tracer dedicated tocharacterization and diagnosis of pv modules under real operatingconditions"
"2086","implementation of an electronic system to monitor the thermoregulatory capacity of honeybee colonies in hives with open-screened bottom boards"
"2087","implementation of an electronic system to monitor the thermoregulatorycapacity of honeybee colonies in hives with open-screened bottom boards"
"2088","implementation of an intelligent computing platform for determination of moisture content of subgrade soil"
"2089","implementation of an intelligent computing platform for determination ofmoisture content of subgrade soil"
"2090","implementation of an iot-assisted relay control system in social networking environments"
"2091","implementation of dynamic reconfigurable interpolator for open architecture cnc by using fpga"
"2092","implementation of dynamic reconfigurable interpolator for openarchitecture cnc by using fpga"
"2093","implementation of internet of things based solutionof wireless infrared camera with mlx90621 sensor"
"2094","implementation of real-time filter using an open-source platform oriented to r-wave detection"
"2095","implementation of real-time filter using an open-source platformoriented to r-wave detection"
"2096","implementation of tcp large receive offload on open hardware platform"
"2097","implementation of the real-time path-tracking control for a mobile robot using open-source hardware"
"2098","implementation of vision-based autonomous mobile platform to control by a∗ algorithm"
"2099","implementation of vision-based autonomous mobile platform to control bya* algorithm"
"2100","implementations of low-cost hardware sharing architectures for fast 8 x8 and 4 x 4 integer transforms in h.264/avc"
"2101","implementing a demilitarized zone using holistic open source solution"
"2102","implementing neuro-adaptive control algorithms with sliding mode learning on industrial servo drives"
"2103","implementing neuro-adaptive control algorithms with sliding modelearning on industrial servo drives"
"2104","implications for a wireless, external device system to study electrocorticography"
"2105","implications for a wireless, external device system to studyelectrocorticography"
"2106","implications of open source design for sustainability"
"2107","implications of open source design for sustainability"
"2108","improved efficiency determination for a pll-controlled series resonant inverter for induction metal surface hardening"
"2109","improved efficiency determination for a pll-controlled series resonantinverter for induction metal surface hardening"
"2110","improved gnss-based indoor positioning algorithm for mobile devices"
"2111","improved gnss-based indoor positioning algorithm for mobile devices"
"2112","improved mechanical properties, wear and corrosion resistance of 316l steel by homogeneous chromium nitride layer synthesis using plasma nitriding"
"2113","improved variable step-size partial update lms algorithm"
"2114","improved variable step-size partial update lms algorithm"
"2115","improvement of the t-peel strength of polypropylene adhesion joints bysurface photografting pre-treatment with methyl methacrylate"
"2116","improving african healthcare through open source biomedical engineering"
"2117","improving monocular plane-based slam with inertial measures"
"2118","improving mos virtual multisensor systems by combining temperaturecycled operation with impedance spectroscopy"
"2119","improving patient access to specialized health care: the telehealth network of minas gerais, brazil [améliorer l'accès des patients aux soins de santé spécialisés: le réseau de télésanté du minas gerais, au brésil]"
"2120","improving patient access to specialized health care: the telehealthnetwork of minas gerais, brazil"
"2121","improving power \& latency metrics for hardware trojan detection duringhigh level synthesis"
"2122","improving power latency metrics for hardware trojan detection during high level synthesis"
"2123","improving the efficiency of multi-color leds display system using the improved pwm technique on fpga"
"2124","improving the physics laboratory experience through sensors on awireless open source hardware and software platform"
"2125","improving time synchronization in wireless sensor networks using bayesian inference"
"2126","improving time synchronization in wireless sensor networks usingbayesian inference"
"2127","in interior architecture loft design"
"2128","in situ formation of substrate release mechanisms for gas metal arc weld metal 3-d printing"
"2129","in situ formation of substrate release mechanisms for gas metal arc weldmetal 3-d printing"
"2130","in vitro evaluation of a closed-loop feedback system for dopamine concentration control"
"2131","in-cylinder nox reduction using different camshaft timings on diesel engines"
"2132","in-cylinder nox reduction using different camshaft timings on dieselengines"
"2133","in-flight testing of a bio-inspired approach for assessment of an uav outside bounds of nominal design"
"2134","in-line ultrasonic monitoring of biodiesel production"
"2135","in-line ultrasonic monitoring of biodiesel production"
"2136","in-storage anti-virus system via on-demand inspection"
"2137","in-storage anti-virus system via on-demand inspection"
"2138","incu-stream 1.0: an open-hardware live-cell imaging system based on inverted bright-field microscopy and automated mechanical scanning for real-time and long-term imaging of microplates in incubator"
"2139","incu-stream 1.0: an open-hardware live-cell imaging system based oninverted bright-field microscopy and automated mechanical scanning forreal-time and long-term imaging of microplates in incubator"
"2140","indoor children location system using ble technology"
"2141","indoor positioning system simulation for a robot using radio frequency identification"
"2142","indoor positioning system simulation for a robot using radio frequencyidentification"
"2143","industrial device monitoring and control system based on onem2m for edge computing"
"2144","industrial device monitoring and control system based on onem2m for edgecomputing"
"2145","industrial implementation of a fuzzy logic controller for brushless dc motor drives using the picomotion control framework"
"2146","industrial implementation of a fuzzy logic controller for brushless dcmotor drives using the picomotion control framework"
"2147","inexpensive mie scattering experiment for the classroom manufactured by 3d printing"
"2148","inexpensive mie scattering experiment for the classroom manufactured by3d printing"
"2149","inexpensive time dissemination using magnetically coupled resonators"
"2150","inexpensive time dissemination using magnetically coupled resonators"
"2151","inexpensive, scalable camera system for tracking rats in large spaces"
"2152","inexpensive, scalable camera system for tracking rats in large spaces"
"2153","information processing using transient dynamics of semiconductor lasers subject to delayed feedback"
"2154","information processing using transient dynamics of semiconductor laserssubject to delayed feedback"
"2155","infrastructure for transportation cyber-physical systems"
"2156","inkjet printed resistive strain gages on flexible substrates"
"2157","innovation toolkit for identification of the optimal module options in open platform architecture products"
"2158","innovative approach towards understanding optics"
"2159","ins/gps aided by frequency contents of vector observations withapplication to autonomous surface crafts"
"2160","insomnia diagnostics in children with neurodevelopmental disorders(ndd): low-cost equipment for video studies in the home setting"
"2161","inspiring energy conservation through open source metering hardware and embedded real-time load disaggregation"
"2162","inspiring energy conservation through open source metering hardware andembedded real-time load disaggregation"
"2163","installation of a variable-angle spectrometer system for monitoring diffuse and global solar radiation"
"2164","installation of a variable-angle spectrometer system for monitoringdiffuse and global solar radiation"
"2165","instrumentino: an open-source modular python framework for controllingarduino based experimental instruments"
"2166","integrated measurement of micro motions for mems dynamic performanceanalysis"
"2167","integrated mechatronic system for bearing rings control"
"2168","integrated monitoring system for environmental and river data measurements"
"2169","integrated pollutants control equipment optimization with fluidized bed absorber based on flow field simulation"
"2170","integrated pollutants control equipment optimization with fluidized bedabsorber based on flow field simulation"
"2171","integrated testing system for multiple sensors in intelligent packaging"
"2172","integrated voltage-current monitoring and control of gas metal arc weld magnetic ball-jointed open source 3-d printer"
"2173","integrated voltage-current monitoring and control of gas metal arc weldmagnetic ball-jointed open source 3-d printer"
"2174","integrating free open source hardware as educational tool to investigate the rlc circuit time response [integración de hardware libre como herramienta educativa para investigar la respuesta en el tiempo del circuito rlc en serie]"
"2175","integrating free open source hardware as educational tool to investigatethe rlc circuit time response"
"2176","integrating hardware prototyping platforms into the classroom"
"2177","integrating hardware prototyping platforms into the classroom"
"2178","integrating open-source technologies to build a school indoor air quality monitoring box (skomobo)"
"2179","integrating open-source technologies to build a school indoor airquality monitoring box (skomobo)"
"2180","integration of additional device to a multimedia presentation system"
"2181","integration of gps and monocular vision for land vehicle navigation in urban area"
"2182","integration of gps and monocular vision for land vehicle navigation inurban area"
"2183","integration of industrial power quality analyzer and open source hardware and software solution for microgrids monitoring"
"2184","integration of open source arduino with labview-based scada through opc for application in industry 4.0 and smart grid scenarios"
"2185","integration of open source hardware arduino platform in automation systems applied to smart grids/micro-grids"
"2186","integration of open source hardware arduino platform in automationsystems applied to smart grids/micro-grids"
"2187","intel sim8-01: a proto-pic"
"2188","intelligent acoustic rotor speed estimation for an autonomous helicopter"
"2189","intelligent acoustic rotor speed estimation for an autonomous helicopter"
"2190","intelligent electronic lighting system in academic environments [sistema electrónico de iluminación inteligente en ambientes académicos]"
"2191","intelligent household voice control system based on arduino"
"2192","intelligent range-only mapping and navigation for mobile robots"
"2193","intelligent range-only mapping and navigation for mobile robots"
"2194","intelligent video surveillance platform for wireless multimedia sensor networks"
"2195","intelligent video surveillance platform for wireless multimedia sensornetworks"
"2196","intensification of ultrasonic-assisted crude oil demulsification based on acoustic field distribution data"
"2197","intensification of ultrasonic-assisted crude oil demulsification basedon acoustic field distribution data"
"2198","interacting with objects in the environment using gaze tracking glasses and speech"
"2199","interface for music education and creation by children who are blind oraffected with autism spectrum disorders"
"2200","international conference on information technology and systems, icits18"
"2201","international machine tool design and research conference, 13th, proceedings, 1972."
"2202","internet of things applied in healthcare based on open hardware with low-energy consumption"
"2203","internet of things applied in healthcare based on open hardware withlow-energy consumption"
"2204","internet of things based vehicle monitoring system"
"2205","internet of things based vehicle monitoring system"
"2206","internet of things experiment platform based on open source ecosystem"
"2207","internet-based videoconferencing and data collaboration for the imagingcommunity"
"2208","introducing die datenkrake: programmable logic for hardware security analysis"
"2209","intruder monitoring system for local networks using python"
"2210","intruder monitoring system for local networks using python"
"2211","inventory control with rfid integration"
"2212","inverted pendulum nonlinear controllers using two reaction wheels: design and implementation"
"2213","inverted pendulum nonlinear controllers using two reaction wheels:design and implementation"
"2214","investigation drying kinetics of kiwi fruit in solar ehd dryer"
"2215","investigation of additive manufacturing surface smoothing process"
"2216","investigation of additive manufacturing surface smoothing process"
"2217","investigation of chained analog signal processors in programmable analog computer"
"2218","investigation of chained analog signal processors in programmable analogcomputer"
"2219","investigation of ls-mimo systems with channel aging effects"
"2220","investigation of ls-mimo systems with channel aging effects"
"2221","invited: open-source eda tools and ip, a view from the trenches"
"2222","invited: open-source eda tools and ip, a view from the trenches"
"2223","iodine: verifying constant-time execution of hardware"
"2224","iodine: verifying constant-time execution of hardware"
"2225","iot embedded computing systems performance assessment: a simple method"
"2226","iot embedded computing systems performance assessment: a simple method"
"2227","iot for buoy monitoring system"
"2228","iot for buoy monitoring system"
"2229","iot for real-time measurement of high-throughput liquid dispensing in laboratory environments"
"2230","iot for real-time measurement of high-throughput liquid dispensing inlaboratory environments"
"2231","iot green corridor"
"2232","iot grid alignment assistant system for dynamic wireless charging of electric vehicles"
"2233","iot grid alignment assistant system for dynamic wireless charging ofelectric vehicles"
"2234","iot in radiology: using raspberry pi to automatically log telephone calls in the reading room"
"2235","iot in radiology: using raspberry pi to automatically log telephonecalls in the reading room"
"2236","iot platform for the control and monitoring of physical variables with open hardware technology"
"2237","iot ubiquitous edge engine implementation on the raspberry pi"
"2238","iot-based implementation of classroom response system for deaf and mute using mqtt protocol"
"2239","iot-fog-cloud based architecture for smart city: prototype of a smart building"
"2240","ip based home automation system"
"2241","ip network based home automation system using avr microcontroller"
"2242","ip network based home automation system using avr microcontroller"
"2243","ip2go: an interior point source code generator for solving linear-quadratic optimal control problems"
"2244","ip2go: an interior point source code generator for solvinglinear-quadratic optimal control problems"
"2245","irrig-oh: an open-hardware device for soil water potential monitoring and irrigation management"
"2246","irrig-oh: an open-hardware device for soil water potential monitoringand irrigation management"
"2247","irukatact: submersible haptic search glove"
"2248","irukatact: submersible haptic search glove"
"2249","is the post-turing ict sustainable?"
"2250","is the use of a low-cost semg sensor valid to measure muscle fatigue?"
"2251","is the use of a low-cost semg sensor valid to measure muscle fatigue?"
"2252","is the use of a low-cost semg sensor valid to measure muscle fatigue?"
"2253","isophote-based low-computing-power eye-detection embedded-system"
"2254","isophote-based low-computing-power eye-detection embedded-system"
"2255","isophote-based low-computing-power eye-detection embedded-system"
"2256","jnode: a sensor network platform that supports distributed inertial kinematic monitoring"
"2257","joint location and parameter tracking of mobile nodes in wireless networks"
"2258","joint location and parameter tracking of mobile nodes in wirelessnetworks"
"2259","key technologies research on building a cluster-based parallel computingsystem for remote sensing"
"2260","kickstarting semiconductor innovation with open source hardware"
"2261","kickstarting semiconductor innovation with open source hardware"
"2262","kilogrid: a novel experimental environment for the kilobot robot"
"2263","kilogrid: a novel experimental environment for the kilobot robot"
"2264","kinematic parameter estimation using close range photogrammetry for sport applications"
"2265","kinematic parameter estimation using close range photogrammetry forsport applications"
"2266","kite networks for harvestingwind energy"
"2267","kratos: an open source hardware-software platform for rapid research in lpwans"
"2268","kratos: an open source hardware-software platform for rapid research inlpwans"
"2269","lab hackathons to overcome laboratory equipment shortages in africa: opportunities and challenges"
"2270","lab hackathons to overcome laboratory equipment shortages in africa:opportunities and challenges"
"2271","lab kits using the arduino prototyping platform"
"2272","lab@home for analog electronic circuit laboratory"
"2273","lab@home for analog electronic circuit laboratory"
"2274","label-free quantification of membrane-ligand interactions usingbackscattering interferometry"
"2275","laboratorio experimental: lessons learned after two years encouraging undergraduate research in computer engineering"
"2276","laboratorio experimental: lessons learned after two years encouragingundergraduate research in computer engineering"
"2277","laboratory course on solar photovoltaic systems based on low cost equipment"
"2278","laboratory course on solar photovoltaic systems based on low costequipment"
"2279","laboratory environment for algorithms testing in mobile robotics"
"2280","laboratory equipment: cut costs with open-source hardware"
"2281","laminated micro-machine: design and fabrication of a flexure-based delta robot"
"2282","laminated micro-machine: design and fabrication of a flexure-based deltarobot"
"2283","landmark-based position and movement detection of wireless sensornetwork devices"
"2284","lapped convolutional neural networks for embedded systems"
"2285","lapped convolutional neural networks for embedded systems"
"2286","large volume syringe pump extruder for desktop 3d printers"
"2287","lasimup: large scale multi-touch support integration across multiple projections on arbitrary surfaces"
"2288","lasimup: large scale multi-touch support integration across multipleprojections on arbitrary surfaces"
"2289","leakage-proof nozzle design for reprap community 3d printer"
"2290","leakage-proof nozzle design for reprap community 3d printer"
"2291","lean rapid production concept realization in the compact manufacturingsystem"
"2292","learning and transferring human navigational skill to wheelchair"
"2293","learning basic robotics and val ii programming with lego mindstorms robots [aprendizaje de robótica básica y programación en val ii usando robots lego mindstoms]"
"2294","learning basic robotics and val ii programming with lego mindstormsrobots"
"2295","learning human navigational skill for smart wheelchair in a staticcluttered route"
"2296","learning mathematical concepts with 3d animation: active visualizationof a quaternion"
"2297","learning platform for smart city application development"
"2298","learning to play in the classroom with tangible bits"
"2299","lecture units with low cost equipment set for a high sophisticated rfidlaboratory tutorial"
"2300","lessons learned from the development of an arinc 653 compatible operating system"
"2301","lessons learned from the development of an arinc 653 compatibleoperating system"
"2302","lessons learned: gastric motility assessment during driving simulation"
"2303","lessons learned: gastric motility assessment during driving simulation"
"2304","leveraging conservation action with open-source hardware"
"2305","leveraging conservation action with open-source hardware"
"2306","leveraging open hardware to alleviate the burden of covid-19 on global health systems"
"2307","leveraging open hardware to alleviate the burden of covid-19 on globalhealth systems"
"2308","libremote: exploring diy, personal fabrication and community contribution in ad-hoc designed unconventional controllers"
"2309","life-cycle analysis of distributed manufacturing"
"2310","life-cycle economic analysis of distributed manufacturing with open-source 3-d printers"
"2311","life-cycle economic analysis of distributed manufacturing withopen-source 3-d printers"
"2312","light propagation through weakly scattering media: a study of monte carlo vs. diffusion theory with application to neuroimaging"
"2313","light propagation through weakly scattering media. a study of monte carlo vs. diffusion theory with application to neuroimaging"
"2314","light propagation through weakly scattering media. a study of montecarlo vs. diffusion theory with application to neuroimaging"
"2315","light weight gnss-based passive radar for remote sensing uav applications"
"2316","light weight gnss-based passive radar for remote sensing uavapplications"
"2317","lighting control actuator design and development for a zigbee network with a web server mounted on raspberry pi"
"2318","lighting control actuator design and development for a zigbee networkwith a web server mounted on raspberry pi."
"2319","lighting through educational robotics"
"2320","lighting through educational robotics"
"2321","lightweight and compact solutions for secure reconfiguration of fpgas"
"2322","lightweight and compact solutions for secure reconfiguration of fpgas"
"2323","lightweight and optimized sound source localization and tracking methods for open and closed microphone array configurations"
"2324","lightweight and optimized sound source localization and tracking methodsfor open and closed microphone array configurations"
"2325","lightweight location verification in air traffic surveillance networks"
"2326","lightweight smart screen architecture for multichannel control advertising display"
"2327","lightweight sustainable intelligent load forecasting platform for smart grid applications"
"2328","lightweight sustainable intelligent load forecasting platform for smartgrid applications"
"2329","limits of ecodesign: the case for open source product development"
"2330","limits of ecodesign: the case for open source product development"
"2331","limits to compliance and the role of tactile sensing in grasping"
"2332","limits to compliance and the role of tactile sensing in grasping"
"2333","lipopolysaccharide-induced increases in cytokines in discrete mousebrain regions are detectable using luminex xmap((r)) technology"
"2334","listening to tags: uplink rfid measurements with an open-source software-defined radio tool"
"2335","listening to tags: uplink rfid measurements with an open-sourcesoftware-defined radio tool"
"2336","littlebits synth kit as a physically-embodied, domain specific functional programming language"
"2337","live demonstration: hardware design of video defogging method for real-time applications"
"2338","live demonstration: hardware design of video defogging method forreal-time applications"
"2339","livecoding the synthkit: little bits as an embodied programming language"
"2340","livecoding the synthkit: littlebits as an embodied programming language"
"2341","load balancing, broadcast, and scatter primitives for efficient multicore applications"
"2342","load balancing, broadcast, and scatter primitives for efficientmulticore applications"
"2343","local synthesis of carbon nanotubes for direct integration in si microsystems - design considerations"
"2344","local synthesis of carbon nanotubes for direct integration in simicrosystems - design considerations"
"2345","localization and navigation of a mobile robot in an office-like environment"
"2346","localization and navigation of a mobile robot in an office-likeenvironment"
"2347","localization, grasping, and transportation of magnetic objects by a team of mavs in challenging desert-like environments"
"2348","locating an acoustic source using low-cost hardware"
"2349","loclop: low-cost/low-processing power methodology for deriving heart rate and respiratory rate in time-critical domain"
"2350","loggerbit: an optimization of the openlog board for data logging with low cost hardware platforms for biomedical applications"
"2351","loko: predictable latency in small networks"
"2352","loko: predictable latency in small networks"
"2353","long-term learning behavior in a recurrent neural network for sound recognition"
"2354","long-term learning behavior in a recurrent neural network for soundrecognition"
"2355","looks like eve: exposing insider threats using eye movement biometrics"
"2356","looks like eve: exposing insider threats using eye movement biometrics"
"2357","loon-dock: auv homing and docking for high-bandwidth data transmission"
"2358","loon-dock: auv homing and docking for high-bandwidth data transmission"
"2359","lora-based iot data monitoring and collecting platform"
"2360","low comple×ity and low-cost hardware sharing design of fast multistandard 2-d dct/idct for image/video coding"
"2361","low computational complexity and minimizing training overhead for hybrid precoding in millimeter wave systems"
"2362","low cost - high value: optimization of different artificial lift systems based on in-house failure analysis"
"2363","low cost - high value: optimization of different artificial lift systems based on in-house failure analysis"
"2364","low cost - high value: optimization of different artificial lift systemsbased on in-house failure analysis"
"2365","low cost analyzer for the determination of phosphorus based on open-source hardware and pulsed flows"
"2366","low cost analyzer for the determination of phosphorus based onopen-source hardware and pulsed flows"
"2367","low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering"
"2368","low cost and open source multi-fluorescence imaging system for teachingand research in biology and bioengineering"
"2369","low cost automated astronomical observatory for remote operation: a requisite analysis"
"2370","low cost cloud based intelligent farm automation system using bluetooth low energy"
"2371","low cost cloud based intelligent farm automation system using bluetoothlow energy"
"2372","low cost cnc equipment supporting teaching/learning activities"
"2373","low cost concept of a bit recovery fsm for incoherent dbpsk-systems inpresence of frequency offsets"
"2374","low cost design of microprocessor edac circuit"
"2375","low cost design of microprocessor edac circuit"
"2376","low cost digital transceiver design for software defined radio using rtl-sdr"
"2377","low cost digital transceiver design for software defined radio usingrtl-sdr"
"2378","low cost educational platform for robotics, using open-source 3dprinters and open-source hardware"
"2379","low cost electroluminescense lab implementation"
"2380","low cost hardware and software platform for multichannel surface electromyography"
"2381","low cost hardware and software platform for multichannel surfaceelectromyography"
"2382","low cost hardware architecture of fast lifting wavelet transform for image compression"
"2383","low cost hardware design techniques for robust and reliable power-supply circuits for automotive ecus"
"2384","low cost hardware implementation for traffic sign detection system"
"2385","low cost hardware implementation for traffic sign detection system"
"2386","low cost hardware implementation of lea-128 encryption using bit-serial technique"
"2387","low cost hardware implementation of lea-128 encryption using bit-serialtechnique"
"2388","low cost hardware implementation of logarithm approximation"
"2389","low cost hardware-in-loop for automotive application"
"2390","low cost hardware-in-loop for automotive application"
"2391","low cost hexacopter autonomous platform for testing and developing photogrammetry technologies and intelligent navigation systems"
"2392","low cost hexacopter autonomous platform for testing and developingphotogrammetry technologies and intelligent navigation systems"
"2393","low cost hybrid spin-cmos compressor for stochastic neural networks"
"2394","low cost hybrid spin-cmos compressor for stochastic neural networks"
"2395","low cost implementation of a motor imagery experiment with bci system and its use in neurorehabilitation"
"2396","low cost ka-band transmitter for cubesat systems"
"2397","low cost ka-band transmitter for cubesat systems"
"2398","low cost laboratory micro-grid hardware and control for electrical power systems teaching"
"2399","low cost laboratory micro-grid hardware and control for electrical powersystems teaching"
"2400","low cost lasers challenge ultrafast systems in two-photon excitationapplications"
"2401","low cost lstm implementation based on stochastic computing for channel state information prediction"
"2402","low cost lstm implementation based on stochastic computing for channelstate information prediction"
"2403","low cost methodology for package optimising for fruit and vegetables"
"2404","low cost methodology for package optimising for fruit and vegetables"
"2405","low cost platform for automatic control education based on open hardware"
"2406","low cost real-time tracking system prototype using gm862 cellular quad band module"
"2407","low cost reception scheme for mimo cognitive radio"
"2408","low cost reception scheme for mimo cognitive radio"
"2409","low cost remote gaze gesture recognition in real time"
"2410","low cost remote gaze gesture recognition in real time"
"2411","low cost scada for a laboratory-scale bioreactor"
"2412","low cost scada for a laboratory-scale bioreactor"
"2413","low cost scanning device application for footwear industry"
"2414","low cost scanning device application for footwear industry"
"2415","low cost strategies for the environmental monitoring of cultural heritage: preliminary data from the crypt of st. francesco d’assisi, irsina (basilicata, southern italy)"
"2416","low cost surveying using an unmanned aerial vehicle"
"2417","low cost surveying using an unmanned aerial vehicle"
"2418","low cost virtual face performance capture using stereo web cameras"
"2419","low cost wireless sensor network based intelligent retina controlled computer"
"2420","low cost wireless sensor network based intelligent retina controlledcomputer"
"2421","low latency color segmentation on embedded real-time systems"
"2422","low-complexity path planning algorithm for unmanned aerial vehicles in complicated scenarios"
"2423","low-complexity ultra-wideband indoor positioning"
"2424","low-cost acquisition and development board. an open source hardware proposal"
"2425","low-cost active electromyography"
"2426","low-cost embedded spirometer based on micro machined polycrystallinethin film"
"2427","low-cost equipment for diagnosis and management of endemic scabies outbreaks in underserved populations"
"2428","low-cost equipment for diagnosis and management of endemic scabiesoutbreaks in underserved populations"
